序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,周票數變動率,銷售金額,累計銷售票數,累計銷售金額
1,美國,火箭人,2019/06/14,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,81,"13,648",5.38%,"3,173,071","26,599","6,173,829"
2,丹麥,懸案密碼-第64號,2019/06/14,峻龍國際有限公司,"MultiVisionnaire , Inc",27,"8,455",39.18%,"1,906,208","14,530","3,278,097"
3,南韓,0.0赫茲,2019/06/14,車庫娛樂股份有限公司,CONTENTS PANDA,28,"5,907",-23.00%,"1,358,061","13,578","3,112,918"
4,日本,劇場版歌之☆王子殿下♪真愛KINGDOM,2019/06/14,曼迪傳播有限公司,KING RECORD COMPANY LIMITED,11,"2,852",7.22%,"784,738","5,512","1,423,746"
5,美國,帕爾曼的音樂遍歷,2019/06/14,翻面映畫有限公司,"ROCO Films International, LLC",10,"3,145",69.45%,"724,432","5,001","1,149,889"
6,美國,瘋狂巡警,2019/06/14,暗光鳥有限公司,"OCTANE ENTERTAINMENT, INC.",4,29,-51.67%,"6,305",89,"19,281"
7,美國,MIB星際戰警：跨國行動,2019/06/12,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,98,"118,237",-46.02%,"27,529,692","337,267","79,547,961"
8,香港,追龍II：賊王,2019/06/12,華映娛樂股份有限公司,霍爾果斯環星影視傳媒有限公司##上海杠杠影視文化有限公司##銀都機構有限公司##耳東文化（北京）有限公司##太陽娛樂文化有限公司##海墨文化傳媒股份有限公司##萬達影視傳媒有限公司##上海復逸文化傳播有限公司##電視廣播有限公司##上海新文化影業有限公司 ##阿里巴巴影業（北京）有限公司##北京博納影業集團有限公司##星王朝有限公司##浙江博納影視製作有限公司##博納影視娛樂有限公司,63,"15,968",-49.60%,"3,621,338","47,650","10,772,156"
9,西班牙,逆轉劫局,2019/06/11,采昌國際多媒體股份有限公司,"CASTELAO PICTURES, S.L.",19,"1,617",-29.57%,"351,115","3,913","860,298"
10,美國,X戰警：黑鳳凰,2019/06/06,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,97,"36,919",-68.87%,"8,533,159","428,218","101,576,135"
11,美國,寵物當家2,2019/06/06,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,94,"29,256",-56.88%,"6,797,621","221,879","51,322,124"
12,日本,爺爺與喵,2019/06/06,天馬行空數位有限公司,Kadokawa Corporation,13,856,-57.29%,"187,635","6,124","1,374,435"
13,中華民國,祝我好好孕,2019/06/06,黃力仁,蘇鈺婷,9,541,-9.23%,"108,070","2,858","600,989"
14,中華民國,亡命之途,2019/06/06,威視股份有限公司,想映電影有限公司##有限会社四面楚歌,25,355,-79.91%,"82,689","6,857","1,550,842"
15,英國,安東尼與克莉奧佩特拉(英國國家劇院現場),2019/06/06,威秀影城股份有限公司,National Theatre,2,77,0.00%,"48,680",105,"66,920"
16,日本,情牽拉麵茶,2019/06/06,車庫娛樂股份有限公司,(法國)MK2 FILMS,5,124,-53.90%,"25,720","1,123","230,979"
17,英國,招魂修道院,2019/06/06,暗光鳥有限公司,WTFILMS,4,98,-73.22%,"22,960",996,"229,261"
18,法國,我的教練我們的菜,2019/06/06,本萃電影有限公司,CHARADES,4,51,-82.41%,"10,930",677,"146,608"
19,英國,馬克白（英國國家劇院現場）,2019/06/03,威秀影城股份有限公司,National Theatre,3,63,250.00%,"41,200",142,"90,800"
20,中華民國,出發,2019/05/31,牽猴子整合行銷股份有限公司,相知國際股份有限公司,32,"10,202",-33.10%,"2,228,135","50,851","11,465,453"
21,美國,恐怖大媽,2019/05/31,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,37,"1,171",-85.60%,"264,670","75,897","17,584,944"
22,美國,紅色密令,2019/05/31,采昌國際多媒體股份有限公司,EMBANKMENT FILMS LIMITED,7,343,-50.93%,"71,440","5,005","1,060,565"
