序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,周票數變動率,銷售金額,累計銷售票數,累計銷售金額
63,日本,我的爸爸是壞蛋冠軍,2019/01/18,天馬行空數位有限公司,Hakuhodo DY music & pictures Inc.,1,37,-61.86%,"5,180","2,150","450,843"
64,美國,賭命運轉手,2019/01/11,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,7,"1,123",-18.21%,"87,665","70,755","15,780,401"
65,美國,為了與你相聚,2019/01/11,台北双喜電影發行股份有限公司,"Columbia Pictures Industries, Inc.##Bona Film Investment Company (Pacific Rim,USA)",9,"1,070",-29.84%,"79,660","81,756","17,987,754"
66,美國,速成家庭,2019/01/11,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,9,959,0.00%,"73,705","49,034","11,049,190"
67,美國,捍衛生死線,2019/01/11,海樂影業股份有限公司,FREEWAY ENTERTAINMENT KFT.,6,371,-62.22%,"29,440","51,267","11,239,900"
68,法國,天才樂手行不行,2019/01/11,原創娛樂股份有限公司,TF1 Studio,2,63,6.78%,"7,300","3,469","712,301"
69,泰國,借來的100天,2019/01/11,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,GDH 559 Company Limited,1,40,0.00%,"6,400","15,359","3,463,912"
70,美國,私人戰爭,2019/01/04,采昌國際多媒體股份有限公司,FREEWAY ENTERTAINMENT KFT.,4,462,0.65%,"33,040","16,951","3,518,911"
71,日本,旅貓日記,2019/01/04,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"Shochiku Co., Ltd.",1,74,85.00%,"11,300","8,320","1,880,958"
72,英國,初戀手作中,2019/01/04,安可電影股份有限公司,WESTEND FILMS LTD,1,31,-50.79%,"4,650",798,"166,100"
73,美國,胡桃鉗與奇幻四國,2018/12/28,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",11,"1,446",-33.02%,"115,825","104,315","23,394,431"
74,南韓,90分鐘末日倒數,2018/12/28,華聯國際影音股份有限公司,CJ E&M CORPORATION,3,221,-78.61%,"22,470","165,826","37,278,309"
75,美國,大黃蜂,2018/12/26,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,11,"3,950",45.76%,"301,985","648,208","155,577,913"
76,美國,班恩回家,2018/12/21,采昌國際多媒體股份有限公司,FREEWAY ENTERAINMENT KFT.,2,176,-34.33%,"9,165","21,202","4,416,787"
77,美國,蜘蛛人：新宇宙,2018/12/13,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,1,28,-17.65%,"2,800","191,897","44,980,441"
78,美國,水行俠,2018/12/12,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,1,9,-64.00%,"1,310","1,938,985","469,604,155"
79,日本,POKE'MONTHEMOVIE劇場版精靈寶可夢我們的故事,2018/12/07,曼迪傳播有限公司,THE POKÉMON COMPANY,1,18,0.00%,"3,820","43,486","10,103,341"
80,南韓,非賣品,2018/11/30,車庫娛樂股份有限公司,SHOWBOX CORP.,2,132,-64.71%,"7,185","39,098","8,564,169"
81,美國,被遺忘的幸福,2018/11/30,采昌國際多媒體股份有限公司,(匈牙利)FREEWAY ENTERTAINMENT KFT.,1,41,115.79%,"4,100","5,435","1,159,041"
82,美國,無敵破壞王2：網路大暴走,2018/11/29,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",3,468,-13.49%,"38,010","597,454","138,407,933"
83,中華民國,比悲傷更悲傷的故事,2018/11/18,好好看文創有限公司,滿滿額娛樂股份有限公司##好好看文創有限公司##百聿數碼創意股份有限公司##神州音樂有限公司##崴森管理顧問股份有限公司##(大陸)上海唯喜影業有限公司##(香港)福斯傳媒有限公司,9,"2,366",-1.74%,"171,085","1,046,622","240,176,135"
84,美國,波希米亞狂想曲,2018/11/02,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,6,589,95.68%,"82,280","156,357","36,787,833"
85,法國,我愛妳，妳愛她,2016/05/20,東昊影業有限公司,VERSATILE,1,3,0.00%,480,265,"56,345"
86,日本,陽光只在這裡燦爛,2015/09/18,佳映娛樂國際股份有限公司,"OPEN SESAME CO.,LTD.",1,3,0.00%,440,13,"2,060"
87,中華民國,5月天諾亞方舟,2013/09/18,相信音樂國際股份有限公司,相信音樂國際股份有限公司,1,108,0.00%,"27,000",931,"245,250"
88,法國,八美圖,2002/11/16,東昊影業有限公司,Studiocanal S.A.S,1,31,-71.30%,"6,040",732,"153,985"
