序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,周票數變動率,銷售金額,累計銷售票數,累計銷售金額
37,美國,赤手登峰,2019/05/07,海鵬影業有限公司,Park Circus Limited,10,"1,128",-44.38%,"248,810","4,959","1,073,230"
38,南韓,親愛的仇人,2019/05/04,可樂藝術文創股份有限公司,M-Line Distribution,2,10,-93.94%,"2,140","1,753","389,750"
39,美國,大冒險家,2019/05/03,香港商甲上娛樂有限公司台灣分公司,SHANGRILA FILMS LLC,7,143,-59.60%,"28,170","17,955","4,143,583"
40,中華民國,阿虎,2019/05/03,海樂影業股份有限公司,紘荺文創影業有限公司##玖伍尊影業有限公司,1,76,-6.17%,"18,150","4,933","1,138,402"
41,美國,柏林我愛你,2019/05/03,采昌國際多媒體股份有限公司,Atrium Productions Kft.,2,36,-81.63%,"7,420","4,327","930,033"
42,日本,阿松劇場版,2019/05/03,曼迪傳播有限公司,TV TOKYO Corporation,1,24,-80.33%,"5,500","3,221","792,331"
43,日本,福爾圖娜之瞳,2019/05/03,車庫娛樂股份有限公司,"TOHO CO., LTD.",2,14,-86.92%,"3,540","8,745","1,971,365"
44,埃及,逆著風的旅行,2019/05/03,海鵬影業有限公司,WILD BUNCH,2,4,-85.19%,910,"1,730","367,376"
45,義大利,幸福的拉札洛,2019/04/26,鏡象電影製作有限公司,The Match Factory GmbH,3,339,-34.43%,"74,830","6,832","1,475,493"
46,加拿大,製琴師與他的琴人,2019/04/26,翻面映畫有限公司,The Match Factory GmbH,1,5,-16.67%,"1,070","1,603","364,260"
47,美國,復仇者聯盟:終局之戰,2019/04/24,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",91,"37,613",-57.40%,"9,639,558","3,418,098","892,366,882"
48,日本,原本以為只是手機掉了,2019/04/19,車庫娛樂股份有限公司,"TOKYO BROADCASTING SYSTEM TELEVISION, INC.",1,38,0.00%,"6,080","8,435","1,895,611"
49,美國,哭泣的女人,2019/04/17,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,4,57,-86.20%,"13,778","132,774","31,024,044"
50,法國,蒙特梭利小教室,2019/04/13,佳映娛樂國際股份有限公司,Wide House,2,81,0.00%,"16,200",822,"169,995"
51,中華民國,一念,2019/04/12,牽猴子整合行銷股份有限公司,舊視界文化藝術有限公司,1,282,0.00%,"56,400","2,121","453,067"
52,美國,真愛，再出發,2019/04/12,華聯國際影音股份有限公司,"VOLTAGE PICTURES, LLC",3,194,40.58%,"27,870","2,290","477,545"
53,美國,灰影地帶,2019/04/12,天馬行空數位有限公司,Radiant Films International,1,66,65.00%,"10,120","1,472","296,439"
54,法國,女王的柯基,2019/04/12,傳影互動股份有限公司,CHARADES SAS,3,44,-71.43%,"8,480","99,212","22,835,253"
55,美國,禁入墳場,2019/04/12,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,1,4,-89.47%,"1,200","92,818","21,311,877"
56,美國,奇幻遊樂園,2019/04/04,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,1,51,0.00%,"11,840","50,984","11,453,582"
57,法國,我的巴黎舅舅,2019/04/03,東昊影業有限公司,MK2 Films,1,78,95.00%,"11,940","2,221","458,055"
58,英國,威尼斯商人,2019/03/29,威秀影城股份有限公司,Shakespeare's Globe Trust,1,80,0.00%,"57,320",468,"316,240"
59,美國,失控危城,2019/03/29,英屬維京群島商高捷全球開發有限公司 台灣分公司,"Arclight Films International, Pty., Ltd.",2,247,-42.42%,"54,570","141,969","32,734,583"
60,美國,毀滅者,2019/03/29,車庫娛樂股份有限公司,ROCKET SCIENCE INDUSTRIES LTD.,3,304,1500.00%,"22,625","3,673","776,279"
61,美國,小飛象,2019/03/29,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",4,34,-85.89%,"7,670","366,585","85,243,938"
62,美國,愛上觸不到的你,2019/03/29,采昌國際多媒體股份有限公司,CBS Films Inc.,1,2,-83.33%,620,"121,639","28,219,672"
63,美國,庫爾斯克號:深海救援,2019/03/22,海樂影業股份有限公司,EuropaCorp,8,"1,159",197.18%,"88,120","67,985","15,019,049"
64,中華民國,老大人,2019/03/22,威視股份有限公司,興揚電影有限公司##中環國際娛樂事業股份有限公司##(大陸)海寧鐵幕真文化傳媒有限公司##(大陸)喀什嘉映文化傳媒有限公司,1,104,-38.82%,"20,800","59,136","13,241,171"
65,印度,跳痛先生,2019/03/22,華映娛樂股份有限公司,"International Production Associates, Inc.",1,88,17.33%,"6,860","13,194","2,901,847"
66,日本,來了,2019/03/22,車庫娛樂股份有限公司,"TOHO CO., LTD.",1,15,0.00%,"1,200","8,140","1,821,315"
67,美國,情，敵,2019/03/15,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,5,343,-11.14%,"26,470","8,532","1,732,456"
68,美國,鬼裔,2019/03/15,車庫娛樂股份有限公司,METRO-GOLDWYN-MAYER STUDIOS INC.,2,239,419.57%,"24,860","32,391","7,287,763"
69,美國,活個精彩,2019/03/15,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",5,262,-58.81%,"19,895","29,431","6,368,174"
70,丹麥,厄夜追緝令,2019/03/15,鏡象電影製作有限公司,TRUSTNORDISK APS,2,103,-6.36%,"14,830","9,302","2,013,417"
71,法國,苦兒流浪記,2019/03/15,香港商甲上娛樂有限公司台灣分公司,TF1 DROITS AUDIOVISUELS,1,83,62.75%,"12,220","5,262","1,130,117"
72,泰國,限時好友,2019/03/08,威視股份有限公司,GDH 599 COMPANY LIMITED,4,440,3900.00%,"31,455","56,395","12,988,900"
73,德國,無主之作,2019/03/08,車庫娛樂股份有限公司,BETA CINEMA GMBH,1,18,-64.00%,"2,700","3,407","740,638"
74,美國,酷寒殺手,2019/02/27,海樂影業股份有限公司,STUDIOCANAL,3,340,-57.23%,"30,075","114,907","25,052,188"
75,美國,密弑遊戲,2019/02/27,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,4,448,-54.00%,"28,520","98,501","22,027,157"
76,美國,法律女王,2019/02/27,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"Storyteller Distribution Co., LLC pursuant to its arrangements with Participant Media, LLC",1,181,-11.71%,"14,060","8,193","1,778,127"
77,美國,為副不仁,2019/02/27,車庫娛樂股份有限公司,METRO-GOLDWYN-MAYER STUDIOS INC.,1,65,-38.10%,"5,940","28,523","6,215,151"
78,南韓,雞不可失,2019/02/22,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,CJ ENM CO. LTD,11,"2,566",2849.43%,"194,065","507,906","116,926,887"
79,南韓,證人,2019/02/21,香港商甲上娛樂有限公司台灣分公司,"LOTTE CULTUREWORKS CO., LTD.",3,332,245.83%,"34,180","63,211","14,568,234"
80,美國,祝你忌日快樂,2019/02/14,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,3,462,-30.63%,"26,905","130,622","29,766,585"
81,美國,愛‧欺,2019/02/14,威視股份有限公司,EMBANKMENT FILMS LIMITED,3,188,208.20%,"23,220","19,325","4,243,940"
82,美國,艾莉塔：戰鬥天使,2019/02/05,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,8,901,-46.94%,"61,565","1,103,368","276,779,826"
83,加拿大,哈柏太空之旅3D,2019/02/04,國際電影事業有限公司,IMAX Corporation,1,6,50.00%,950,412,"58,730"
84,加拿大,深海獵奇3D,2019/02/03,國際電影事業有限公司,IMAX Corporation,1,6,0.00%,900,413,"54,062"
85,美國,愛‧滿人間,2019/02/01,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",3,550,64.18%,"54,830","79,282","18,066,254"
86,美國,馴龍高手3,2019/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,6,863,-35.06%,"59,990","714,870","166,676,383"
87,美國,幸福綠皮書,2019/01/25,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"Storyteller Distribution Co., LLC pursuant to its arrangements with Participant Media, LLC",12,"2,048",-32.12%,"186,460","189,571","43,418,712"
88,美國,真寵,2019/01/25,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,3,435,20.50%,"33,060","46,029","10,161,900"
89,日本,企鵝公路,2019/01/18,木棉花國際股份有限公司,FUJI CREATIVE CORPORATION,1,186,0.00%,"40,920","17,808","4,082,250"
90,日本,巧虎電影魔法島大冒險,2019/01/18,全民大劇團股份有限公司,法人倍樂生株式會社,9,131,3.15%,"31,872","39,632","9,386,802"
91,美國,水行俠,2018/12/12,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,1,38,-84.17%,"1,900","1,957,086","470,965,155"
92,日本,道別的早晨就用約定之花點綴吧,2018/08/03,向洋影業有限公司,Hakuhodo DY music ＆ pictures Inc.,1,7,0.00%,900,"16,381","4,025,948"
93,日本,坂本龍一：終章,2018/07/13,佳映娛樂國際股份有限公司,(法國)DOC AND FILM INTERNATIONAL,1,550,0.00%,"126,500","10,474","2,305,529"
94,日本,小偷家族,2018/07/13,采昌國際多媒體股份有限公司,GAGA Corporation,1,186,0.00%,"40,920","67,292","14,481,612"
95,美國,現代啟示錄,2017/12/11,傳影互動股份有限公司,(英國)STUDIOCANAL LTD.,2,191,-37.38%,"42,665",718,"159,750"
96,美國,越戰獵鹿人,2017/11/06,傳影互動股份有限公司,(英國)STUDIOCANAL LTD,2,77,-69.57%,"16,965",549,"119,465"
97,英國,漫漫回家路,2017/03/03,采昌國際多媒體股份有限公司,FILM & TV HOUSE LIMITED,1,0,0.00%,0,"48,905","10,483,303"
