序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額
34,越南,古曼童,2020/02/07,車庫娛樂股份有限公司,"SKYLINE MEDIA CO., LTD",16,217,-86.18%,"50,545","45,683","10,579,944"
35,日本,蜜蜂與遠雷,2020/02/07,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"Toho Co., Ltd",7,212,-53.41%,"44,620","6,367","1,437,233"
36,日本,電影版 輝夜姬想讓人告白～天才們的戀愛頭腦戰～,2020/02/07,車庫娛樂股份有限公司,"TOKYO BROADCASTING SYSTEM TELEVISION, INC.",2,98,-68.49%,"27,177","6,327","1,539,351"
37,美國,猛禽小隊: 小丑女大解放,2020/02/06,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,92,"7,246",-72.95%,"1,703,830","467,016","111,702,321"
38,美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,68,"5,649",-64.92%,"1,459,767","292,829","71,954,163"
39,南韓,紅鞋公主與七矮人,2020/01/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",12,157,-73.16%,"37,190","22,571","5,214,217"
40,美國,黑水風暴,2020/01/30,車庫娛樂股份有限公司,"STORYTELLER DISTRIBUTION CO., LLC",1,8,-89.19%,"1,815","11,519","2,658,051"
41,中華民國,你的情歌,2020/01/23,香港商甲上娛樂有限公司台灣分公司,奇想事企業有限公司##能率影業股份有限公司##香港商甲上娛樂有限公司台灣分公司 ##采昌國際多媒體股份有限公司  ##英屬維京群島商敦宜股份有限公司台灣分公司,15,472,-75.81%,"110,985","82,464","19,342,213"
42,美國,紳士追殺令,2020/01/23,車庫娛樂股份有限公司,"MIRAMAX DISTRIBUTION SERVICES, LLC",4,128,-73.33%,"36,330","92,942","22,364,700"
43,美國,杜立德,2020/01/23,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,8,83,-91.99%,"20,153","315,728","75,765,972"
44,美國,她們,2020/01/22,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,22,"1,291",-59.67%,"311,187","90,404","21,523,118"
45,日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,17,97,-62.40%,"23,445","17,594","4,152,333"
46,南韓,青春催落去,2020/01/17,車庫娛樂股份有限公司,CONTENTS PANDA,2,118,227.78%,"12,700","5,184","1,143,880"
47,美國,絕地戰警FOR LIFE,2020/01/16,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,15,357,-78.28%,"89,420","571,585","136,625,720"
48,西班牙,逃出天堂島,2020/01/10,海樂影業股份有限公司,GEM ENTERTAINMENT KFT.,5,377,77.83%,"40,300","6,586","1,402,617"
49,日本,魯邦三世 THE FIRST,2020/01/10,向洋影業有限公司,株式会社トムス・エンタテインメント,2,54,-3.57%,"7,300","13,497","3,014,470"
50,法國,星星知我心,2020/01/10,采昌國際多媒體股份有限公司,PATHE FILMS S.A.S,1,12,-76.00%,"1,680","1,442","294,230"
51,美國,兔嘲男孩,2020/01/03,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",8,85,-79.91%,"18,250","89,434","20,946,988"
52,印度,真愛裁會贏,2020/01/03,水元素文化傳媒有限公司,YASH RAJ FILMS PRIVATE LIMITED,2,123,668.75%,"11,640","6,111","1,274,991"
53,美國,別告訴她,2020/01/03,車庫娛樂股份有限公司,"A24 INTERNATIONAL, LLC",3,52,-45.83%,"6,790","10,588","2,325,448"
54,美國,霹靂嬌娃,2019/12/27,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,9,939,-48.72%,"81,965","128,676","28,868,224"
55,法國,潛艦追緝,2019/12/27,鴻聯國際開發股份有限公司,PATHE FILMS S.A.S,3,170,-36.57%,"17,640","10,381","2,199,757"
56,俄羅斯,舞力決戰,2019/12/27,原創娛樂股份有限公司,Disenire Ltd.,1,10,-66.67%,"1,500","1,390","314,292"
57,美國,CATS 貓,2019/12/24,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,3,241,0.00%,"14,500","50,643","11,765,311"
58,法國,燃燒女子的畫像,2019/12/20,東昊影業有限公司,MK2 Films,2,116,-27.04%,"25,720","15,033","3,320,868"
59,美國,怨靈古堡,2019/12/20,車庫娛樂股份有限公司,GEM ENTERTAINMENT KFT.,1,34,-63.83%,"1,870","3,079","624,018"
60,美國,STAR WARS : 天行者的崛起,2019/12/18,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",10,"1,167",76.55%,"101,385","326,193","82,305,874"
61,美國,黑色聖誕節,2019/12/13,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,4,267,111.90%,"18,285","18,516","4,130,637"
62,加拿大,8級警戒,2019/12/13,車庫娛樂股份有限公司,"XYZ FILMS, LLC",1,207,18.97%,"11,385","5,315","1,114,198"
63,美國,大說謊家,2019/12/13,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,3,34,-83.57%,"4,880","36,750","8,124,535"
64,南韓,黑計畫,2019/12/13,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Contents Panda,1,37,-74.83%,"2,900","5,457","1,099,645"
65,南韓,復仇母親,2019/12/13,台北双喜電影發行股份有限公司,Warner Bros. Korea INC.,1,14,-63.16%,"2,100","3,787","806,330"
66,英國,給我一個參選的理由,2019/12/11,威秀影城股份有限公司,The Royal National Theatre,2,23,0.00%,"15,600",395,"254,620"
67,英國,茱蒂,2019/12/10,采昌國際多媒體股份有限公司,"PATHE FUND LIMITED, acting through its division PATHE INTERNATIONAL",1,0,-100.00%,0,"12,189","2,704,628"
68,美國,去年聖誕節,2019/12/06,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,7,555,46.44%,"38,785","95,219","22,314,195"
69,美國,野蠻遊戲：全面晉級,2019/12/04,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,2,167,-41.61%,"21,270","806,607","190,074,405"
70,英國,茱莉小姐,2019/12/04,威秀影城股份有限公司,The Royal National Theatre,3,31,0.00%,"19,760",362,"234,100"
71,中華民國,狂飆一夢,2019/11/29,廖建華影像工作室,廖建華影像工作室##一顆星工作室有限公司,8,493,0.00%,"100,636",668,"133,886"
72,法國,寂寞診療室,2019/11/29,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,MK2 FILMS,1,94,51.61%,"7,340","1,081","208,855"
73,丹麥,懸案密碼前傳-瓶中信,2019/11/29,峻龍國際有限公司,"MultiVisionnaire , Inc",1,7,-63.16%,910,"5,548","1,186,169"
74,美國,賽道狂人,2019/11/26,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",10,"1,463",47.63%,"123,710","316,711","77,571,328"
75,南韓,82年生的金智英,2019/11/22,車庫娛樂股份有限公司,"LOTTE CULTUREWORKS CO., LTD.",5,272,-72.53%,"22,100","142,468","32,817,642"
76,日本,HELLO WORLD,2019/11/15,車庫娛樂股份有限公司,"TOHO CO., LTD.",1,30,7.14%,"4,360","35,017","8,244,251"
77,美國,絕鯊47：猛鯊出籠,2019/11/01,車庫娛樂股份有限公司,GEM ENTERTAINMENT KFT.,1,34,-90.61%,"2,720","28,916","6,034,865"
78,中華民國,陪你很久很久,2019/10/25,威視股份有限公司,嘉揚電影有限公司##海寧鐵幕真文化傳媒有限公司##滿滿額娛樂股份有限公司##中環國際娛樂事業股份有限公司##貴金影業傳媒股份有限公司##思美傳媒股份有限公司##海寧夢生影視文化傳媒有限公司##北京喔沃娛樂文化傳媒有限公司##薩摩亞商羚邦亞洲有限公司台灣分公司Medialink (Asia) Limited Taiwan Branch,2,59,-49.14%,"6,760","57,362","12,982,021"
79,美國,小丑,2019/10/03,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,1,0,-100.00%,0,"1,391,674","331,956,240"
80,日本,貓咪知道但是貓咪不說,2019/09/13,可樂藝術文創股份有限公司,"THE KLOCKWORX CO., LTD",1,20,0.00%,"3,200","1,211","259,550"
81,日本,天氣之子,2019/09/12,車庫娛樂股份有限公司,"TOHO CO., LTD.",1,700,0.00%,"154,000","693,495","165,603,030"
82,日本,普羅米亞,2019/08/16,中影股份有限公司,東寶株式會社,5,"1,042","1,125.88%","474,420","77,853","21,799,870"
83,南韓,寄生上流,2019/06/28,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,CJ ENM CO. LTD,13,668,-73.61%,"161,981","648,064","151,145,996"
84,加拿大,金錢性騙局,2019/06/21,佳映娛樂國際股份有限公司,Seville International,1,3,0.00%,430,"1,991","294,678"
85,加拿大,哈柏太空之旅 3D,2019/02/04,國際電影事業有限公司,IMAX Corporation,1,1,100.00%,150,598,"85,715"
86,加拿大,深海獵奇 3D,2019/02/03,國際電影事業有限公司,IMAX Corporation,1,0,0.00%,0,"1,196","148,899"
87,日本,夏日大作戰,2018/08/10,傳影互動股份有限公司,STUDIO CHIZU LLP,5,102,-77.53%,"46,360","8,091","3,524,351"
88,法國,醫生敲愛錢,2018/06/22,聯影企業股份有限公司,TF1 DROITS AUDIOVISUELS,1,6,0.00%,830,"1,214","243,520"
89,日本,亂,2017/09/29,傳影互動股份有限公司,(英國)STUDIOCANAL LTD.,1,7,600.00%,"1,950",956,"216,965"
90,英國,李爾王,2016/04/23,威秀影城股份有限公司,THE ROYAL NATIONAL THEATRE,3,16,-51.52%,"11,520","1,472","1,022,220"
91,日本,羅生門,2015/02/05,傳影互動股份有限公司,KADOKAWA CORPORATION,1,0,-100.00%,0,12,"2,335"
92,日本,咒怨2 電影版,2003/11/28,暗光鳥有限公司,KADOKAWA CORPORATION,7,92,-34.75%,"20,250",233,"52,814"
93,美國,怨咒,2003/08/22,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,79,"6,782",-39.21%,"1,530,535","17,938","4,032,497"
