序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,周票數變動率,銷售金額,累計銷售票數,累計銷售金額
1,香港,掃毒2 天地對決,2019/07/12,華映娛樂股份有限公司,寰宇娛樂有限公司##廣東昇格傳媒股份有限公司##銀都機構有限公司##映藝娛樂有限公司##太陽娛樂文化有限公司##北京合瑞影業文化有限公司,81,"70,701",3.23%,"16,216,009","139,648","31,995,923"
2,美國,鱷魔,2019/07/12,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,93,"51,728",6.68%,"11,794,678","100,219","22,835,298"
3,美國,仲夏魘,2019/07/12,車庫娛樂股份有限公司,"A24 INTERNATIONAL, LLC",19,"4,255",6.91%,"959,929","8,235","1,849,981"
4,日本,海角上的兄妹,2019/07/12,光年映畫有限公司,"Asmik Ace, Inc",11,"1,286",40.85%,"285,519","2,199","486,600"
5,英國,鏗鏘玫瑰,2019/07/12,采昌國際多媒體股份有限公司,FILM & TV HOUSE LIMITED,17,"1,254",-3.98%,"264,250","2,560","548,326"
6,法國,安妮華達 最後一堂課,2019/07/12,天馬行空數位有限公司,MK2 FILMS,10,"1,130",45.24%,"240,165","1,908","406,355"
7,日本,爸媽死了，我卻不想哭,2019/07/12,佳映娛樂國際股份有限公司,NIKKATSU CORPORATION,6,563,59.04%,"127,380",917,"206,269"
8,匈牙利,舞娘辣辣隊,2019/07/12,牽猴子整合行銷股份有限公司,FREEWAY ENTERTAINMENT KFT.,18,551,-40.30%,"121,390","1,474","332,098"
9,美國,隱形情人,2019/07/12,威視股份有限公司,FREEWAY ENTERTAINMENT KFT.,4,244,-21.04%,"56,480",553,"133,964"
10,法國,上流教慾,2019/07/12,可樂藝術文創股份有限公司,BE FOR FILMS,7,188,4.44%,"40,280",368,"81,155"
11,美國,超異能女巫,2019/07/12,暗光鳥有限公司,AUTOMATIC ENTERTAINMENT GL LLC,5,67,-55.92%,"14,910",219,"47,803"
12,日本,名偵探柯南：紺青之拳,2019/07/10,向洋影業有限公司,株式会社トムス・エンタテインメント,80,"115,152",-49.23%,"26,702,678","342,069","78,838,181"
13,義大利,米開朗基羅：無盡之詩,2019/07/05,海鵬影業有限公司,TRUE COLOURS glorious S.r.l.,9,"1,438",-47.94%,"299,860","6,182","1,278,561"
14,日本,電影版 狂賭之淵,2019/07/05,車庫娛樂股份有限公司,GAGA CORPORATION,8,215,-83.61%,"50,160","2,778","656,441"
15,荷蘭,小島來了陌生爸爸,2019/07/05,捷傑有限公司,Picture Tree International GmbH,2,74,-78.49%,"15,930",870,"185,602"
16,比利時,密室大逃殺,2019/07/05,暗光鳥有限公司,WTFILMS,4,24,-93.26%,"5,330",723,"165,702"
17,美國,她的搖滾滋味,2019/07/05,原創娛樂股份有限公司,GEM ENTERTAINMENT KFT,2,22,-78.43%,"4,305",193,"39,190"
18,南韓,草葉集,2019/07/05,可樂藝術文創股份有限公司,"FINECUT CO., LTD.",1,17,-39.29%,"3,880",69,"15,840"
19,南韓,江邊旅館,2019/07/05,可樂藝術文創股份有限公司,"FINECUT CO., LTD.",1,15,-70.59%,"3,510",89,"20,915"
20,日本,寄生下流,2019/07/05,英屬維京群島商映畫聯合有限公司台灣分公司,HAPPINET CORPORATION,1,3,-95.52%,630,137,"29,490"
21,中華民國,我的青春都是你,2019/07/05,群星瑞智國際娛樂股份有限公司,群星瑞智國際娛樂股份有限公司##中國信託創業投資股份有限公司##中藝國際影視股份有限公司##安樂影片有限公司##北京中聯華盟文化傳媒投資有限公司##浙江東陽小宇宙影視傳媒有限公司##北京萌樣影視製作有限公司##北京影行天下文化傳播有限公司,19,429,-87.53%,"99,620","7,467","1,710,110"
22,美國,蜘蛛人：離家日,2019/07/03,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,100,"191,902",-60.13%,"45,136,510","1,428,276","341,902,383"
23,日本,阿嬤，不要忘記我,2019/07/03,水元素文化傳媒有限公司,Broadmedia Studios Corporation,9,213,-79.52%,"42,955","2,680","564,322"
24,南韓,寄生上流,2019/06/28,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,CJ ENM CO. LTD,54,"117,163",-17.70%,"27,653,945","409,244","96,108,369"
25,中華民國,如常,2019/06/28,星泰國際娛樂股份有限公司,財團法人中華民國佛教慈濟慈善事業基金會,21,"3,254",-12.90%,"720,527","36,848","7,979,158"
26,美國,靠譜歌王,2019/06/28,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,27,"1,188",-79.72%,"274,946","44,663","10,331,512"
27,日本,電影版 妖怪手錶：永遠的朋友,2019/06/28,華藝娛樂股份有限公司,Level 5 abby,5,107,-81.96%,"23,890","6,648","1,510,714"
28,日本,聖☆哥傳: 第Ⅱ紀,2019/06/28,香港商甲上娛樂有限公司台灣分公司,"SDP,INC.",7,43,-44.16%,"10,106","1,298","309,178"
29,美國,安娜貝爾回家囉,2019/06/25,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,90,"11,401",-74.65%,"2,694,255","354,585","83,019,398"
30,香港,九龍不敗,2019/06/25,華映娛樂股份有限公司,天馬電影出品(香港)有限公司##天馬影聯影視文化(北京)有限公司##大名娛樂有限公司,1,7,-97.40%,"1,950","6,414","1,387,152"
31,美國,恰吉,2019/06/21,車庫娛樂股份有限公司,METRO-GOLDWYN-MAYER STUDIOS INC.,9,509,-79.25%,"110,985","72,353","16,355,699"
32,美國,玩具總動員 4,2019/06/20,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",98,"71,496",-52.29%,"16,600,212","1,246,764","290,668,782"
33,南韓,極惡對決,2019/06/20,威視股份有限公司,K-MOVIE ENTERTAINMENT,21,793,-87.01%,"182,103","123,166","28,193,126"
34,美國,安娜,2019/06/19,海樂影業股份有限公司,LIONS GATE INTERNATIONAL (UK) LIMITED,29,"1,609",-78.98%,"390,693","146,556","33,703,420"
35,美國,AI終結戰,2019/06/19,采昌國際多媒體股份有限公司,Freeway Entertainment Kft.,2,36,-92.71%,"9,160","6,568","1,512,423"
36,美國,帕爾曼的音樂遍歷,2019/06/14,翻面映畫有限公司,"ROCO Films International, LLC",8,868,-44.85%,"198,184","12,860","2,958,493"
