序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,周票數變動率,銷售金額,累計銷售票數,累計銷售金額
37,美國,火箭人,2019/06/14,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,2,85,-80.50%,"20,030","32,701","7,622,509"
38,丹麥,懸案密碼-第64號,2019/06/14,峻龍國際有限公司,"MultiVisionnaire , Inc",1,62,-83.77%,"13,870","19,424","4,377,443"
39,日本,劇場版 歌之☆王子殿下♪真愛KINGDOM,2019/06/14,曼迪傳播有限公司,KING RECORD COMPANY LIMITED,1,50,-71.43%,"10,000","7,562","1,978,467"
40,美國,MIB星際戰警：跨國行動,2019/06/12,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,12,279,-89.06%,"69,490","398,715","93,827,225"
41,香港,追龍II：賊王,2019/06/12,華映娛樂股份有限公司,霍爾果斯環星影視傳媒有限公司##上海杠杠影視文化有限公司##銀都機構有限公司##耳東文化（北京）有限公司##太陽娛樂文化有限公司##海墨文化傳媒股份有限公司##萬達影視傳媒有限公司##上海復逸文化傳播有限公司##電視廣播有限公司##上海新文化影業有限公司 ##阿里巴巴影業（北京）有限公司##北京博納影業集團有限公司##星王朝有限公司##浙江博納影視製作有限公司##博納影視娛樂有限公司,2,68,2166.67%,"7,550","50,752","11,468,863"
42,美國,寵物當家2,2019/06/06,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,14,926,-66.74%,"213,826","246,700","57,121,479"
43,日本,情牽拉麵茶,2019/06/06,車庫娛樂股份有限公司,(法國)MK2 FILMS,1,69,91.67%,"10,510","1,228","247,249"
44,美國,X戰警：黑鳳凰,2019/06/06,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,2,7,-97.21%,"1,630","441,656","104,738,467"
45,英國,馬克白,2019/06/03,威秀影城股份有限公司,National Theatre,2,63,142.31%,"40,960",285,"185,800"
46,中華民國,出發,2019/05/31,牽猴子整合行銷股份有限公司,相知國際股份有限公司,9,"1,359",-39.47%,"276,705","66,711","14,858,923"
47,中華民國,日落之前,2019/05/31,車庫娛樂股份有限公司,財團法人天主教失智老人社會福利基金會,1,200,0.00%,"40,000","3,614","792,869"
48,美國,紅色密令,2019/05/31,采昌國際多媒體股份有限公司,EMBANKMENT FILMS LIMITED,4,176,62.96%,"26,420","5,417","1,122,955"
49,日本,這條路上: 百年童謠的誕生,2019/05/31,亮點國際影業有限公司,CREi Inc,3,121,181.40%,"16,780","1,953","389,146"
50,美國,哥吉拉II怪獸之王,2019/05/29,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,12,354,-71.34%,"94,574","1,061,172","258,842,418"
51,英國,選情尬翻天,2019/05/24,英屬維京群島商高捷全球開發有限公司 台灣分公司,"Lions Gate International(UK), Limited.",7,878,0.00%,"72,825","12,274","2,642,248"
52,中華民國,五月天 人生無限公司,2019/05/24,相信音樂國際股份有限公司,相信音樂國際股份有限公司##安樂電影公司(聯合出品),1,98,-83.30%,"29,256","158,414","53,638,280"
53,法國,城市獵人,2019/05/24,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,SOFINERGIE CAPAC,3,264,0.00%,"23,280","19,079","4,340,669"
54,美國,吾愛吾詩,2019/05/24,車庫娛樂股份有限公司,PROTAGONIST PICTURES LIMITED,1,77,92.50%,"11,770",754,"150,715"
55,法國,亨利先生的秘密,2019/05/24,原創娛樂股份有限公司,GAUMONT S.A.,2,40,-70.37%,"5,650","3,130","635,167"
56,法國,人生最後一場拍賣會,2019/05/24,海鵬影業有限公司,MFI SAS,1,21,-90.09%,"4,790","3,447","698,709"
57,美國,阿拉丁,2019/05/22,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",63,"12,192",-54.85%,"2,939,129","1,222,002","285,984,576"
58,美國,醜娃娃大冒險,2019/05/17,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",3,403,-3.36%,"24,545","6,608","1,361,050"
59,美國,極惡人魔,2019/05/17,車庫娛樂股份有限公司,"MELVILLE FILMS, INC.",2,143,225.00%,"21,580","3,357","768,792"
60,中華民國,你的臉+光,2019/05/17,汯呄霖電影有限公司,汯呄霖電影有限公司##財團法人公共電視文化事業基金會,1,92,155.56%,"20,205","7,269","1,488,500"
61,美國,捍衛任務3：全面開戰,2019/05/15,威視股份有限公司,LIONS GATE INTERNATIONAL (UK) LIMITED,2,61,-73.25%,"14,410","617,436","142,148,220"
62,香港,P風暴,2019/05/10,華映娛樂股份有限公司,東方影業出品有限公司,5,739,9.81%,"45,855","12,571","2,515,365"
63,法國,感謝上帝,2019/05/10,天馬行空數位有限公司,Playtime,1,36,0.00%,"5,760","2,527","538,517"
64,美國,名偵探皮卡丘,2019/05/09,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,5,"1,906",208.41%,"112,030","674,841","159,993,661"
65,美國,柏林我愛你,2019/05/03,采昌國際多媒體股份有限公司,Atrium Productions Kft.,1,38,-40.63%,"5,320","4,719","989,053"
66,美國,復仇者聯盟:終局之戰,2019/04/24,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",19,"2,404",-54.10%,"636,391","3,476,258","908,496,251"
67,美國,哭泣的女人,2019/04/17,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,6,626,-24.12%,"51,040","135,276","31,231,654"
68,法國,女王的柯基,2019/04/12,傳影互動股份有限公司,CHARADES SAS,3,775,-20.68%,"45,995","102,405","23,063,158"
69,美國,禁入墳場,2019/04/12,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,2,269,-26.70%,"22,700","94,215","21,408,747"
70,加拿大,深海獵奇 3D,2019/04/12,國際電影事業有限公司,IMAX Corporation,1,0,-100.00%,0,537,"69,664"
71,美國,地獄怪客: 血后的崛起,2019/04/11,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",2,231,-66.03%,"15,385","141,184","31,441,007"
72,美國,我和我的摔角家庭,2019/04/04,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,11,"2,141",59.42%,"181,670","50,953","11,058,077"
73,美國,沙贊！,2019/04/03,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,3,281,-31.96%,"17,505","556,323","130,857,442"
74,美國,侵密室友,2019/04/03,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"ANTON CAPITAL ENTERTAINMENT, S.C.A.",1,39,-76.92%,"3,900","27,180","5,912,210"
75,美國,小飛象,2019/03/29,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",9,"2,591",-6.70%,"231,005","375,728","85,972,968"
76,美國,失控危城,2019/03/29,英屬維京群島商高捷全球開發有限公司 台灣分公司,"Arclight Films International, Pty., Ltd.",10,"1,630",-40.98%,"125,365","147,733","33,180,943"
77,美國,我們,2019/03/22,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,1,80,-51.52%,"8,530","273,949","63,212,121"
78,中華民國,老大人,2019/03/22,威視股份有限公司,興揚電影有限公司##中環國際娛樂事業股份有限公司##(大陸)海寧鐵幕真文化傳媒有限公司##(大陸)喀什嘉映文化傳媒有限公司,1,49,-53.33%,"4,900","60,832","13,387,451"
79,日本,假面飯店,2019/03/15,英屬維京群島商高捷全球開發有限公司 台灣分公司,"PONY CANYON, INC.",1,222,16.23%,"22,275","50,813","11,302,773"
80,丹麥,厄夜追緝令,2019/03/15,鏡象電影製作有限公司,TRUSTNORDISK APS,1,61,-53.08%,"5,140","10,231","2,096,987"
81,美國,驚奇隊長,2019/03/06,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",7,"1,082",-55.67%,"74,900","1,697,912","404,302,876"
82,南韓,雞不可失,2019/02/22,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,CJ ENM CO. LTD,1,6,-77.78%,680,"515,557","117,559,060"
83,美國,樂高玩電影2,2019/02/14,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,1,45,-60.53%,"6,300","42,836","9,670,665"
84,加拿大,哈柏太空之旅 3D,2019/02/01,國際電影事業有限公司,IMAX Corporation,1,6,0.00%,900,461,"65,810"
85,日本,巧虎電影 魔法島大冒險,2019/01/18,全民大劇團股份有限公司,法人倍樂生株式會社,5,15,-68.75%,"3,400","40,101","9,497,562"
86,日本,光,2017/07/14,傳影互動股份有限公司,(法國)MK2 FILMS.,1,238,0.00%,"57,120","1,585","337,010"
