序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,銷售金額,累計銷售票數,累計銷售金額
36,美國,屄死人之夜,2018/10/31,暗光鳥有限公司,(紐西蘭)BLACK MANDALA LTD.,2,6,"1,270",110,"24,830"
37,美國,潛艦獵殺令,2018/10/26,英屬維京群島商高捷全球開發有限公司 台灣分公司,NU IMAGE INCORPORATED,63,"40,489","9,503,615","282,924","65,273,054"
38,中華民國,疾風魅影-黑貓中隊,2018/10/26,寬和影像事業有限公司,寬和影像事業有限公司,21,"2,961","618,590","14,056","3,031,363"
39,美國,登月先鋒,2018/10/26,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,51,"1,888","449,461","62,770","15,280,244"
40,南韓,屍落之城,2018/10/26,車庫娛樂股份有限公司,CONTENTS PANDA,49,"1,760","384,763","54,731","12,037,724"
41,中華民國,幸福城市,2018/10/26,幸福城市股份有限公司,幸福城市股份有限公司##長龢有限公司##財團法人高雄市文化基金會##滿滿額娛樂有限公司##(大陸)青島翰洺影業有限公司,6,"1,442","319,205","6,264","1,390,347"
42,中華民國,狂徒,2018/10/26,貴金影業傳媒股份有限公司,貴金影業傳媒股份有限公司##高雄市電影館##喜陽影片製作有限公司,29,816,"183,543","25,155","5,612,368"
43,南韓,魔女首部曲：誕生,2018/10/26,鴻聯國際開發股份有限公司,WARNER BROS. KOREA INC.,2,7,"1,480","2,422","546,866"
44,中華民國,魔法阿媽,2018/10/22,高雄市電影館,稻田電影工作室有限公司,1,8,980,14,"1,730"
45,中華民國,紅盒子,2018/10/19,後場音像紀錄工作室有限公司,後場音像紀錄工作室有限公司,16,"2,212","479,225","28,834","6,337,827"
46,美國,月光光新慌慌,2018/10/19,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,45,982,"231,016","113,728","26,043,423"
47,英國,深夜小狗神祕習題(英國國家劇院現場),2018/10/19,威秀影城股份有限公司,THE ROYAL NATIONAL THEATRE,2,180,"123,400",519,"350,120"
48,美國,怪物遊戲2：妖獸讚,2018/10/19,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,9,249,"52,790","47,146","10,451,752"
49,英國,劊子手(英國國家劇院現場),2018/10/19,威秀影城股份有限公司,THE ROYAL NATIONAL THEATRE,2,80,"51,200",295,"189,160"
50,南韓,極智對決,2018/10/19,華聯國際影音股份有限公司,CJ E&M CORPORATION,15,178,"39,720","31,710","7,091,857"
51,日本,檢方的罪人,2018/10/19,車庫娛樂股份有限公司,"TOHO CO., LTD.",5,146,"33,390","22,621","5,145,053"
52,美國,億萬男孩俱樂部,2018/10/19,香港商甲上娛樂有限公司台灣分公司,"BB CLUB,LLC",4,65,"15,540","25,142","5,951,458"
53,中華民國,紅樓夢,2018/10/19,馬棋朵數位影像製作有限公司,馬棋朵數位影像製作有限公司,3,43,"9,770","5,930","1,354,131"
54,日本,K SEVEN STORIES EPISODE 4「LOSTSMALLWORLD～牢籠的彼端～」,2018/10/12,曼迪傳播有限公司,"KING RECORD CO., LTD.",1,10,"2,320","1,330","310,462"
55,美國,滴答屋,2018/10/10,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,8,171,"39,815","109,639","25,260,641"
56,美國,一個巨星的誕生,2018/10/09,美商華納兄弟(遠東)股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,89,"26,305","6,281,602","666,905","157,089,188"
57,香港,無雙,2018/10/05,台北双喜電影發行股份有限公司,(香港)博納影視娛樂有限公司##(香港)英皇影業有限公司##(大陸)上海博納文化傳媒有限公司##(大陸)上海阿里巴巴影業有限公司##(大陸)華夏電影發行有限責任公司##(大陸)博納影業集團股份有限公司##(大陸)双喜電影發行(北京)有限公司,24,568,"131,705","199,698","45,728,492"
58,日本,在咖啡冷掉之前,2018/10/05,英屬維京群島商高捷全球開發有限公司 台灣分公司,"TOKYO BROADCASTING SYSTEM TELEVISION, INC.",8,195,"44,225","52,119","12,033,231"
59,南韓,鬼神拍檔,2018/10/05,車庫娛樂股份有限公司,CJ E&M CORPORATION,2,88,"14,080","10,545","2,364,374"
60,美國,猛毒,2018/10/03,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,54,"3,294","793,347","1,188,679","277,690,434"
61,日本,仙人畫家：熊谷守一,2018/10/01,輝洪開發股份有限公司,NIKKATSU CORPORATION,5,177,"37,520","1,162","240,675"
62,美國,小腳怪,2018/09/28,美商華納兄弟(遠東)股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,7,235,"50,510","95,275","21,604,865"
63,香港,歐洲攻略,2018/09/28,華映娛樂股份有限公司,（英屬維京群島）春光映画(BLOCK 2 PICTURES INC.)##（英屬維京群島）見天地電影工作室有限公司(MASTER CHINA FILMS LTD.)##（大陸）上海銀潤傳媒廣告有限公司##（大陸）西藏恆信天地影視有限公司##（大陸）浙江天意影視有限公司##（香港）美亞電影製作有限公司,2,240,"26,440","7,874","1,695,817"
64,馬來西亞,李宗偉：敗者為王,2018/09/28,星泰國際娛樂股份有限公司,志博影業有限公司##馬虎電影有限公司,1,111,"22,200","16,392","3,603,260"
65,美國,人肉搜索,2018/09/28,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,2,36,"7,940","58,926","13,680,328"
66,南韓,物怪,2018/09/28,車庫娛樂股份有限公司,"FINECUT CO., LTD.",1,32,"4,800","4,456","976,393"
67,日本,一屍到底,2018/09/21,車庫娛樂股份有限公司,NIKKATSU CORPORATION,10,624,"146,690","229,041","52,781,385"
68,美國,極地之王,2018/09/21,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,4,451,"34,500","21,977","4,826,396"
69,日本,麵包超人電影版閃耀吧！庫倫與生命之星,2018/09/21,曼迪傳播有限公司,"TMS ENTERTAINMENT CO.,LTD.",1,80,"17,640","4,686","1,059,909"
70,日本,退而不休,2018/09/21,天馬行空數位有限公司,"TOEI COMPANY,LTD.",1,76,"11,640","4,180","870,917"
71,美國,凸搥特派員:三度出擊,2018/09/21,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,1,3,700,"253,127","58,456,515"
72,美國,終極戰士：掠奪者,2018/09/14,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,9,"1,179","96,935","186,124","43,338,564"
73,美國,失蹤網紅,2018/09/14,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,(英國)LIONS GATE INTERNATIONAL(UK) LIMITED,2,129,"21,800","100,973","23,457,616"
74,美國,德魯大叔,2018/09/14,車庫娛樂股份有限公司,(英國)LIONS GATE INTERNATIONAL(UK) LIMITED,1,91,"13,260","17,843","4,233,681"
75,南韓,北風,2018/09/07,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,CJ E&M CORPORATION,1,63,"9,630","10,216","2,334,631"
76,美國,婚禮冤家,2018/09/07,香港商甲上娛樂有限公司台灣分公司,"JELLYFISH BLOOM INTERNATIONAL,LLC",2,42,"6,060","27,373","6,323,183"
77,中華民國,山的那一邊,2018/09/07,內容物數位電影製作有限公司,內容物數位電影製作有限公司##華映娛樂股份有限公司##滿滿額娛樂有限公司,1,27,"2,700","24,359","5,398,691"
78,美國,鬼修女,2018/09/06,美商華納兄弟(遠東)股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,3,529,"29,930","475,642","112,459,477"
79,中華民國,粽邪,2018/08/31,華影國際影藝有限公司,緯來電視網股份有限公司##一起影業製作有限公司##華達星多媒體事業股份有限公司##志嘉建設股份有限公司##華影國際影藝有限公司##和合佰納媒體事業股份有限公司,3,325,"32,420","218,885","49,207,225"
80,美國,私刑教育2,2018/08/30,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,4,"1,092","72,060","301,501","69,719,650"
81,美國,瘋狂亞洲富豪,2018/08/24,美商華納兄弟(遠東)股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,11,"1,892","141,130","279,272","65,742,106"
82,美國,闇黑之心,2018/08/24,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,2,253,"13,605","49,158","10,794,316"
83,法國,全面霾伏,2018/08/24,香港商甲上娛樂有限公司台灣分公司,TF1 DROITS AUDIOVISUELS,2,163,"10,655","37,211","8,346,282"
84,香港,大師兄,2018/08/24,華映娛樂股份有限公司,(香港)星王朝有限公司##(香港)太陽娛樂文化有限公司##(香港)超級子彈影業有限公司##(大陸)北京博納影業有限公司##(大陸)耳東影業(北京)有限公司##(大陸)霍爾果斯環星影視傳媒有限公司##(大陸)上海博納文化傳媒有限公司,1,67,"7,190","145,841","31,790,004"
85,中華民國,鬥魚,2018/08/17,星泰國際娛樂股份有限公司,多曼尼製作有限公司##星泰國際娛樂股份有限公司##旺旺中時媒體集團##宏璟建設股份有限公司##樂到家國際娛樂股份有限公司##香港商福斯傳媒有限公司台灣分公司##(大陸)霍爾果斯鑫岳影視傳媒有限公司##(大陸)霍爾果斯觀達影視文化傳播有限公司,4,302,"27,620","135,030","30,462,389"
86,日本,每天回家老婆都在裝死,2018/08/17,車庫娛樂股份有限公司,COLORBIRD INC.,4,236,"21,640","48,812","11,163,107"
87,英國,老娘也要當間諜,2018/08/17,英屬維京群島商高捷全球開發有限公司 台灣分公司,LIONS GATE INTERNATIONAL (UK) LIMITED,4,160,"15,760","50,046","11,067,800"
88,美國,拳力逃脫,2018/08/17,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX PRODUCTIONS,LLC",1,121,"6,655","52,480","11,036,862"
89,美國,巨齒鯊,2018/08/10,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,7,765,"62,375","697,392","162,239,951"
90,美國,摯友維尼,2018/08/03,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",6,926,"74,010","102,499","23,439,619"
91,美國,不可能的任務：全面瓦解,2018/07/25,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,15,"3,483","293,145","1,892,193","447,097,895"
92,美國,尖叫旅社3:怪獸假期,2018/07/19,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,6,469,"36,315","309,726","68,594,630"
93,日本,小偷家族,2018/07/13,采昌國際多媒體股份有限公司,GAGA Corporation,1,33,"4,620","67,074","14,433,772"
94,美國,摩天大樓,2018/07/12,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,2,253,"18,160","811,974","187,911,472"
95,日本,名偵探柯南:零的執行人,2018/07/06,向洋影業有限公司,"TMS ENTERTAINMENT CO.,LTD.",8,562,"83,625","392,432","91,799,734"
96,美國,蟻人與黃蜂女,2018/07/04,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",2,79,"5,310","1,271,902","297,167,619"
97,美國,超人特攻隊2,2018/06/27,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",4,435,"26,265","1,148,045","260,552,773"
98,中華民國,一一,2017/07/28,傳影互動股份有限公司,(日本)OMEGA PROJECT.##(日本)PONY CANYON##(日本)HAKUHODO.,1,13,"2,600","21,730","4,993,677"
99,日本,電影版聲之形,2017/03/24,采昌國際多媒體股份有限公司,(匈牙利)ATRIUM PRODUCTIONS KFT.,1,2,200,"293,851","68,665,159"
