序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額
57,香港,肥龍過江,2020/01/23,華映娛樂股份有限公司,星王朝有限公司##上海博納文化傳媒有限公司##博納影業集團股份有限公司##上海新文化影業有限公司##電視廣播有限公司##太陽娛樂文化有限公司##上海杠杠影視文化有限公司##霍爾果斯環星影視傳媒有限公司##上海優創影視文化有限公司,3,291,0.00%,"18,570","61,349","13,550,302"
58,美國,她們,2020/01/22,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,4,58,-73.02%,"13,725","91,305","21,742,203"
59,日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,17,48,33.33%,"11,270","17,799","4,201,386"
60,南韓,青春催落去,2020/01/17,車庫娛樂股份有限公司,CONTENTS PANDA,2,60,-34.07%,"7,400","5,459","1,172,740"
61,美國,不完美的正義,2020/01/17,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,1,30,0.00%,"4,800","47,003","10,849,997"
62,美國,絕地戰警FOR LIFE,2020/01/16,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,1,9,0.00%,"2,430","571,680","136,648,700"
63,西班牙,逃出天堂島,2020/01/10,海樂影業股份有限公司,GEM ENTERTAINMENT KFT.,3,193,-39.88%,"11,930","7,494","1,467,312"
64,法國,星星知我心,2020/01/10,采昌國際多媒體股份有限公司,PATHE FILMS S.A.S,2,54,-1.82%,"2,960","1,551","300,105"
65,印度,真愛裁會贏,2020/01/03,水元素文化傳媒有限公司,YASH RAJ FILMS PRIVATE LIMITED,4,288,-2.70%,"18,960","6,838","1,325,906"
66,美國,別告訴她,2020/01/03,車庫娛樂股份有限公司,"A24 INTERNATIONAL, LLC",2,96,21.52%,"8,200","10,795","2,345,888"
67,俄羅斯,陰兒,2020/01/03,可樂藝術文創股份有限公司,REASON8 Films Ltd.,1,18,-40.00%,"2,680","2,104","466,310"
68,美國,霹靂嬌娃,2019/12/27,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,1,26,-65.79%,"3,840","129,168","28,916,759"
69,美國,CATS 貓,2019/12/24,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,3,99,-29.79%,"9,165","51,176","11,802,801"
70,法國,燃燒女子的畫像,2019/12/20,東昊影業有限公司,MK2 Films,1,40,100.00%,"6,180","15,118","3,335,528"
71,香港,葉問4：完結篇,2019/12/19,華映娛樂股份有限公司,東方影業出品有限公司,8,922,0.00%,"75,120","807,470","185,225,678"
72,美國,STAR WARS : 天行者的崛起,2019/12/18,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",7,217,-61.46%,"21,970","328,148","82,495,684"
73,加拿大,8級警戒,2019/12/13,車庫娛樂股份有限公司,"XYZ FILMS, LLC",2,117,37.65%,"9,980","5,620","1,136,363"
74,英國,給我一個參選的理由,2019/12/11,威秀影城股份有限公司,The Royal National Theatre,1,1,0.00%,680,421,"272,820"
75,美國,去年聖誕節,2019/12/06,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,2,90,-44.79%,"10,040","95,874","22,372,940"
76,美國,野蠻遊戲：全面晉級,2019/12/04,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,8,705,-42.64%,"55,250","809,902","190,321,800"
77,英國,茱莉小姐,2019/12/04,威秀影城股份有限公司,The Royal National Theatre,3,10,0.00%,"6,680",385,"249,980"
78,英國,哈利路亞！,2019/12/04,威秀影城股份有限公司,The Royal National Theatre,1,6,0.00%,"4,240",329,"208,200"
79,中華民國,狂飆一夢,2019/11/29,廖建華影像工作室,廖建華影像工作室##一顆星工作室有限公司,7,100,-50.98%,"23,545","1,555","338,016"
80,美國,賽道狂人,2019/11/26,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",5,173,-62.88%,"14,090","318,446","77,714,938"
81,美國,冰雪奇緣2,2019/11/21,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",9,"1,097",3.10%,"93,550","1,452,674","343,798,473"
82,日本,貓咪知道但是貓咪不說,2019/09/13,可樂藝術文創股份有限公司,"THE KLOCKWORX CO., LTD",1,8,-55.56%,"1,200","1,271","268,750"
83,日本,普羅米亞,2019/08/16,中影股份有限公司,東寶株式會社,6,376,2.45%,"133,790","79,030","22,287,880"
84,法國,出發吧！我的脫單假期,2019/08/09,海鵬影業有限公司,Le Pacte,1,0,0.00%,0,"2,353","513,654"
85,南韓,寄生上流,2019/06/28,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,CJ ENM CO. LTD,10,153,-24.63%,"37,463","648,718","151,307,719"
86,加拿大,金錢性騙局,2019/06/21,佳映娛樂國際股份有限公司,Seville International,1,4,0.00%,590,"1,995","295,268"
87,美國,失控危城,2019/03/29,英屬維京群島商高捷全球開發有限公司 台灣分公司,"Arclight Films International, Pty., Ltd.",1,17,-19.05%,"3,480","148,481","33,235,438"
88,日本,假面飯店,2019/03/15,英屬維京群島商高捷全球開發有限公司 台灣分公司,"PONY CANYON, INC.",1,7,-53.33%,"1,400","51,012","11,323,043"
89,加拿大,哈柏太空之旅 3D,2019/02/04,國際電影事業有限公司,IMAX Corporation,1,4,400.00%,745,603,"86,610"
90,加拿大,深海獵奇 3D,2019/02/03,國際電影事業有限公司,IMAX Corporation,1,0,0.00%,0,"1,196","148,899"
91,美國,潛艦獵殺令,2018/10/26,英屬維京群島商高捷全球開發有限公司 台灣分公司,NU IMAGE INCORPORATED,1,14,-22.22%,"2,530","330,165","75,215,898"
92,日本,在咖啡冷掉之前,2018/10/05,英屬維京群島商高捷全球開發有限公司 台灣分公司,"TOKYO BROADCASTING SYSTEM TELEVISION, INC.",1,18,63.64%,"3,420","55,296","12,315,591"
93,美國,鬼店,2018/09/28,美商華納兄弟(遠東)股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,1,1,0.00%,220,"5,582","1,392,651"
94,日本,夏日大作戰,2018/08/10,傳影互動股份有限公司,STUDIO CHIZU LLP,5,68,21.43%,"31,465","8,215","3,580,596"
95,法國,醫生敲愛錢,2018/06/22,聯影企業股份有限公司,TF1 DROITS AUDIOVISUELS,1,4,0.00%,550,"1,218","244,070"
96,美國,噤界,2018/04/04,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,5,67,6.35%,"14,520","315,677","72,400,984"
97,美國,出神入化2,2016/06/08,英屬維京群島商高捷全球開發有限公司台灣分公司,"SUMMIT ENTERTAINMENT, LLC",4,48,37.14%,"10,070","939,577","223,341,879"
98,英國,李爾王,2016/04/23,威秀影城股份有限公司,THE ROYAL NATIONAL THEATRE,3,5,-64.29%,"3,760","1,491","1,036,020"
99,美國,刺激1995,1995/03/10,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,21,"4,113",-45.29%,"993,521","18,388","4,491,010"
