序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,周票數變動率,銷售金額,累計銷售票數,累計銷售金額
63,美國,X戰警：黑鳳凰,2019/06/06,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,7,"1,772",-17.23%,"131,970","447,693","105,160,587"
64,美國,寵物當家2,2019/06/06,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,5,"1,464",0.00%,"89,275","248,386","57,262,319"
65,英國,安東尼與克莉奧佩特拉,2019/06/06,威秀影城股份有限公司,National Theatre,1,15,-68.75%,"9,760",418,"272,280"
66,英國,馬克白,2019/06/03,威秀影城股份有限公司,National Theatre,4,108,0.00%,"71,920",429,"281,480"
67,美國,恐怖大媽,2019/05/31,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,6,"1,064",127.35%,"83,980","77,502","17,719,929"
68,美國,紅色密令,2019/05/31,采昌國際多媒體股份有限公司,EMBANKMENT FILMS LIMITED,2,161,-54.78%,"10,075","6,902","1,249,285"
69,美國,哥吉拉II怪獸之王,2019/05/29,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,10,"2,254",233.93%,"176,700","1,064,334","259,123,123"
70,日本,CODE GEASS 復活的魯路修,2019/05/29,香港商甲上娛樂有限公司台灣分公司,SUNRISE INC,1,46,100.00%,"10,430","26,457","6,584,419"
71,中華民國,五月天 人生無限公司,2019/05/24,相信音樂國際股份有限公司,相信音樂國際股份有限公司##安樂電影公司(聯合出品),5,137,-79.08%,"72,080","159,801","54,167,349"
72,法國,城市獵人,2019/05/24,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,SOFINERGIE CAPAC,1,52,-32.47%,"7,940","20,908","4,473,179"
73,香港,非分熟女,2019/05/24,華映娛樂股份有限公司,英皇影業有限公司,1,53,-63.19%,"4,320","3,831","795,010"
74,日本,馬拉松武士,2019/05/24,天馬行空數位有限公司,GAGA Corporation,1,24,-61.29%,"3,600","1,887","390,883"
75,美國,阿拉丁,2019/05/22,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",6,327,-64.76%,"78,695","1,235,293","289,206,999"
76,美國,狗狗的旅程,2019/05/17,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,8,"1,333",90.70%,"100,255","54,870","12,339,891"
77,美國,醜娃娃大冒險,2019/05/17,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",1,19,-29.63%,"1,900","6,987","1,383,780"
78,美國,捍衛任務3：全面開戰,2019/05/15,威視股份有限公司,LIONS GATE INTERNATIONAL (UK) LIMITED,6,"2,243",51.15%,"143,700","620,966","142,321,640"
79,瑞典,極地先鋒,2019/05/10,采昌國際多媒體股份有限公司,AB Svensk Filmindustri,1,39,-82.97%,"1,950","3,946","595,421"
80,美國,詐騙女神,2019/05/09,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,8,"1,502",-38.44%,"116,415","371,166","84,406,813"
81,美國,名偵探皮卡丘,2019/05/09,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.##WARNER BROS. PICTURES INTERNATIONAL.,3,256,-79.87%,"26,940","684,426","160,776,766"
82,南韓,親愛的仇人,2019/05/04,可樂藝術文創股份有限公司,M-Line Distribution,1,92,-28.13%,"7,860","2,687","486,070"
83,美國,復仇者聯盟:終局之戰,2019/04/24,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",23,"4,021",140.49%,"452,605","3,483,616","909,735,339"
84,香港,淪落人,2019/04/19,香港商甲上娛樂有限公司台灣分公司,無際電影製作有限公司 No Ceiling Film Production Limited,1,57,-73.61%,"4,580","15,288","3,210,600"
85,法國,女王的柯基,2019/04/12,傳影互動股份有限公司,CHARADES SAS,1,45,-89.34%,"4,200","105,076","23,219,463"
86,美國,小飛象,2019/03/29,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",1,179,-34.91%,"8,950","380,310","86,343,798"
87,美國,驚奇隊長,2019/03/06,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",1,76,-17.39%,"1,550","1,699,437","404,391,001"
88,南韓,證人,2019/02/21,香港商甲上娛樂有限公司台灣分公司,"LOTTE CULTUREWORKS CO., LTD.",1,134,69.62%,"12,180","65,095","14,695,564"
89,加拿大,哈柏太空之旅 3D,2019/02/04,國際電影事業有限公司,IMAX Corporation,1,18,"1,800.00%","2,640",503,"71,780"
90,加拿大,深海獵奇 3D,2019/02/03,國際電影事業有限公司,IMAX Corporation,1,15,200.00%,"2,910",571,"75,334"
91,日本,CODE GEASS反叛的魯路修III皇道,2018/06/29,香港商甲上娛樂有限公司台灣分公司,株式会社サンライズ,1,5,0.00%,"1,140","7,265","1,767,651"
92,日本,CODE GEASS反叛的魯路修II叛道,2018/06/01,香港商甲上娛樂有限公司台灣分公司,株式会社サンライズ,1,0,-100.00%,0,"6,991","1,717,880"
93,英國,李爾王,2016/04/23,威秀影城股份有限公司,THE ROYAL NATIONAL THEATRE,1,53,-74.52%,"37,360","1,005","697,440"
94,日本,七夜怪談0：貞相大白,2000/01/01,車庫娛樂股份有限公司,KADOKAWA CORPORATION,1,2,-85.71%,420,16,"3,400"
95,日本,七夜怪談2︰貞子謎咒,1999/01/01,車庫娛樂股份有限公司,KADOKAWA CORPORATION,1,7,40.00%,"1,510",12,"2,565"
96,日本,七夜怪談,1998/01/01,車庫娛樂股份有限公司,Kadokawa Corporation,2,23,53.33%,"5,080",38,"8,155"
97,日本,七夜怪談：復活之路,1998/01/01,車庫娛樂股份有限公司,KADOKAWA CORPORATION,1,4,33.33%,860,7,"1,490"
