序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,周票數變動率,銷售金額,累計銷售票數,累計銷售金額
47,泰國,限時好友,2019/03/08,威視股份有限公司,GDH 599 COMPANY LIMITED,2,9,-98.46%,"2,290","55,944","12,956,015"
48,美國,驚奇隊長,2019/03/06,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",83,"22,793",-68.09%,"5,436,578","1,654,288","395,728,619"
49,南韓,雞不可失,2019/02/22,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,CJ ENM CO. LTD,54,"4,447",-78.06%,"1,053,805","502,744","116,133,801"
50,南韓,證人,2019/02/21,香港商甲上娛樂有限公司台灣分公司,"LOTTE CULTUREWORKS CO., LTD.",6,57,-85.89%,"14,425","62,735","14,514,524"
51,瑞典,當幸福提早來,2019/02/15,捷傑有限公司,TRUSTNORDISK APS,1,28,-61.11%,"4,200","1,178","257,052"
52,美國/黎巴嫩,我想有個家,2019/02/08,海鵬影業有限公司,WILD BUNCH,1,26,-93.37%,"2,080","15,956","3,367,695"
53,香港,廉政風雲煙幕,2019/02/05,華映娛樂股份有限公司,"英皇影業有限公司	##北京合瑞影業文化有限公司##銀都機構有限公司##耳東影業（北京）有限公司##北京金逸嘉逸電影發行有限公司##萬達影視傳媒有限公司##天津貓眼微影文化傳媒有限公司##大地時代文化傳播(北京)有限公司##北京耀影電影發行有限公司##浙江橫店影業有限公司##北京文心優品投資基金(有限合夥)",5,588,0.00%,"38,885","44,467","10,182,700"
54,美國,艾莉塔：戰鬥天使,2019/02/05,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,2,32,-84.31%,"7,817","1,094,022","276,040,726"
55,中國大陸,神探蒲松齡,2019/02/05,龍祥育樂多媒體股份有限公司,北京耀萊影視文化傳媒有限公司##愛奇藝影業（北京）有限公司##金海岸影視基地有限公司,2,49,-66.67%,"4,300","28,751","6,519,522"
56,加拿大,哈柏太空之旅3D,2019/02/04,國際電影事業有限公司,IMAX Corporation,1,13,-74.00%,"2,003",352,"51,015"
57,加拿大,深海獵奇3D,2019/02/03,國際電影事業有限公司,IMAX Corporation,1,18,-74.65%,"2,467",300,"40,513"
58,美國,福爾摩濕與滑生,2019/02/01,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,7,640,201.89%,"56,405","25,198","5,653,151"
59,中華民國,大三元,2019/02/01,好孩子國際娛樂有限公司,好孩子國際娛樂有限公司##田秦文創娛樂有限公司##幸福本色國際文創股份有限公司,4,210,28.05%,"20,560","105,478","23,574,702"
60,南韓,飆風特警隊,2019/02/01,車庫娛樂股份有限公司,SHOWBOX CORP.,2,205,-36.14%,"13,705","15,967","3,505,995"
61,美國,愛‧滿人間,2019/02/01,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",2,111,-24.49%,"13,050","76,582","17,833,464"
62,美國,幸福綠皮書,2019/01/25,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"Storyteller Distribution Co., LLC pursuant to its arrangements with Participant Media, LLC",6,384,-70.80%,"85,420","182,441","42,745,157"
63,美國,驚濤佈局,2019/01/25,華聯國際影音股份有限公司,(匈牙利)GEM ENTERTAINMENT KFT.,7,826,-25.32%,"61,770","72,839","16,547,296"
64,美國,真寵,2019/01/25,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,2,47,0.00%,"5,000","43,612","9,941,865"
65,日本,巧虎電影魔法島大冒險,2019/01/18,全民大劇團股份有限公司,法人倍樂生株式會社,14,118,-66.76%,"27,224","38,678","9,154,217"
66,美國,魔劍少年,2019/01/18,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,1,25,-78.45%,"3,750","28,030","5,998,898"
67,美國,異裂,2019/01/16,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",3,213,131.52%,"28,640","392,478","91,855,841"
68,美國,速成家庭,2019/01/11,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,10,456,-70.41%,"41,440","51,031","11,217,830"
69,美國,賭命運轉手,2019/01/11,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,3,213,-67.18%,"14,400","71,617","15,844,516"
70,泰國,借來的100天,2019/01/11,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,GDH 559 Company Limited,1,69,-27.37%,"10,100","15,523","3,488,452"
71,美國,為了與你相聚,2019/01/11,台北双喜電影發行股份有限公司,"Columbia Pictures Industries, Inc.##Bona Film Investment Company (Pacific Rim,USA)",3,138,-78.34%,"10,080","82,531","18,039,704"
72,日本,旅貓日記,2019/01/04,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"Shochiku Co., Ltd.",1,42,162.50%,"6,720","8,378","1,890,078"
73,美國,私人戰爭,2019/01/04,采昌國際多媒體股份有限公司,FREEWAY ENTERTAINMENT KFT.,2,105,-71.85%,"5,615","17,429","3,546,081"
74,美國,胡桃鉗與奇幻四國,2018/12/28,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",5,383,-65.77%,"38,805","105,817","23,522,981"
75,美國,大黃蜂,2018/12/26,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,8,"1,193",-59.05%,"83,585","652,314","155,868,198"
76,美國,蜘蛛人：新宇宙,2018/12/13,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,3,906,-30.73%,"72,520","194,111","45,158,301"
77,美國,水行俠,2018/12/12,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,13,"4,643",-9.51%,"350,750","1,948,759","470,332,380"
78,印度,廁所愛情故事,2018/12/07,車庫娛樂股份有限公司,(英國)RELIANCE BIG ENTERTAINMENT (UK) PRIVATE LIMITED,1,512,0.00%,"40,960","2,382","411,300"
79,美國,無敵破壞王2：網路大暴走,2018/11/29,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",8,"2,344",-31.64%,"166,235","603,227","138,803,388"
80,中華民國,比悲傷更悲傷的故事,2018/11/18,好好看文創有限公司,滿滿額娛樂股份有限公司##好好看文創有限公司##百聿數碼創意股份有限公司##神州音樂有限公司##崴森管理顧問股份有限公司##(大陸)上海唯喜影業有限公司##(香港)福斯傳媒有限公司,10,"1,375",-32.27%,"117,570","1,050,027","240,449,555"
81,美國,波希米亞狂想曲,2018/11/02,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,4,733,-45.74%,"81,080","158,441","37,028,758"
82,印度,護墊俠,2018/11/02,車庫娛樂股份有限公司,SPE FILMS INDIA PVT. LTD.,1,511,0.00%,"40,840","5,663","1,159,135"
83,日本,送行者：禮儀師的樂章,2018/10/01,車庫娛樂股份有限公司,"SHOCHIKU CO.,LTD.",5,72,-43.75%,"16,640",230,"50,120"
84,美國,判決,2018/09/28,傳影互動股份有限公司,(匈牙利)GEM ENTERTAINMENT KFT,1,116,0.00%,"24,000","16,413","3,656,015"
85,中國大陸,七月與安生,2018/03/23,香港商甲上娛樂有限公司台灣分公司,(大陸)極客影業（上海）有限公司 ##(大陸)嘉映影業有限公司##(大陸)霍爾果斯嘉美影業有限公司##(大陸)上海極客文化傳播有限公司##(大陸)上海尚世影業有限公司##(大陸)亞博思文化傳媒（北京）有限公司##(香港)我們製作有限公司##(香港)阿里巴巴影業集團有限公司##(香港)天恩娛樂有限公司,1,4,0.00%,720,"24,251","5,617,511"
