序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,周票數變動率,銷售金額,累計銷售票數,累計銷售金額
14,中華民國,海上花,2019/12/20,傳影互動股份有限公司,三三電影製作有限公司,5,515,-41.41%,"111,080","2,352","521,920"
15,挪威,外出偷馬,2019/12/20,捷傑有限公司,TRUSTNORDISK APS,2,215,-43.42%,"44,795",894,"187,619"
16,美國,怨靈古堡,2019/12/20,車庫娛樂股份有限公司,GEM ENTERTAINMENT KFT.,6,152,-83.33%,"33,675","2,719","601,928"
17,中華民國,金魚,2019/12/20,陳怡菁,陳怡菁,1,141,78.48%,"14,050",549,"54,500"
18,美國,奪魂露營車,2019/12/20,暗光鳥有限公司,"CINETEL FILMS, INC.",1,18,-77.22%,"3,580",223,"47,807"
19,香港,葉問4：完結篇,2019/12/19,華映娛樂股份有限公司,東方影業出品有限公司,95,"181,717",-30.70%,"42,341,916","680,773","155,845,777"
20,美國,STAR WARS : 天行者的崛起,2019/12/18,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",99,"50,381",-42.42%,"12,850,075","297,686","75,409,266"
21,日本,添好孕,2019/12/14,天馬行空數位有限公司,"Nagoya Broadcasting Network Co., Ltd,",3,140,-73.68%,"31,550","1,449","319,032"
22,中華民國,黑熊來了,2019/12/13,牽猴子整合行銷股份有限公司,大麥影像傳播工作室,31,"9,152",20.18%,"2,126,628","38,986","8,881,039"
23,中華民國,為你存在的每一天,2019/12/13,星泰國際娛樂股份有限公司,瑞陞傳播有限公司##星映電影有限公司,10,872,76.52%,"187,010","8,388","1,826,943"
24,美國,大說謊家,2019/12/13,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,24,809,-73.41%,"184,187","34,818","7,950,700"
25,中華民國,祭旗,2019/12/13,春暉映像有限公司,壹捌玖伍電影有限公司,3,250,1.63%,"57,545","3,236","720,737"
26,日本,假面騎士ZI-O Over Quartzer/快盜戰隊魯邦連者VS警察戰隊巡邏連者 en film,2019/12/13,木棉花國際股份有限公司,"TOEI COMPANY, LTD.",6,176,-54.17%,"40,587","6,646","1,589,565"
27,美國,熱氣球飛行家,2019/12/13,車庫娛樂股份有限公司,AMAZON CONTENT SERVICES LLC,4,128,-67.92%,"25,915","10,942","2,436,960"
28,美國,黑色聖誕節,2019/12/13,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,6,59,-93.92%,"13,860","18,113","4,103,672"
29,日本,HUMAN LOST 人間失格,2019/12/13,天馬行空數位有限公司,株式会社京楽産業ホールディングス,2,45,-75.41%,"11,263","2,006","489,315"
30,南韓,黑計畫,2019/12/13,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Contents Panda,2,29,-70.71%,"7,110","4,516","1,029,750"
31,加拿大,8級警戒,2019/12/13,車庫娛樂股份有限公司,"XYZ FILMS, LLC",2,19,-84.30%,"4,150","4,472","1,062,273"
32,南韓,復仇母親,2019/12/13,台北双喜電影發行股份有限公司,Warner Bros. Korea INC.,2,11,-89.81%,"2,600","3,715","795,150"
33,德國,風暴過後,2019/12/13,海鵬影業有限公司,Beta Cinema GmbH,2,11,-89.42%,"2,510","1,042","210,650"
34,日本,每個月來訪一次的月經醬,2019/12/13,水元素文化傳媒有限公司,"Free Stone Productions Co., Ltd",1,7,0.00%,"1,570",750,"162,623"
35,英國,給我一個參選的理由,2019/12/11,威秀影城股份有限公司,The Royal National Theatre,6,86,0.00%,"54,540",173,"109,660"
36,英國,茱蒂,2019/12/10,采昌國際多媒體股份有限公司,"PATHE FUND LIMITED, acting through its division PATHE INTERNATIONAL",13,"1,878",-45.42%,"412,170","8,608","1,899,160"
37,中國大陸,南方車站的聚會,2019/12/10,秝米有限公司,麥頌影視投資（上海）有限公司##山南光線影業有限公司##幸福藍海影視文化集團股份有限公司##騰訊影業文化傳播有限公司##萬達影視傳媒有限公司##綠光影業（上海）有限公司##和力辰光國際文化傳媒（北京）股份有限公司##中影（上海）影視文化投資管理中心（有限合夥）##一山文化（天津）合夥企業（有限合夥）##杭州嘉藝影視傳媒有限公司,3,326,-44.37%,"71,285","4,676","1,045,728"
38,美國,去年聖誕節,2019/12/06,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,23,"2,407",-73.51%,"596,042","93,684","22,098,417"
39,日本,人間失格：太宰治與他的3個女人,2019/12/06,車庫娛樂股份有限公司,"ASMIK ACE, INC.",3,209,-53.03%,"47,050","9,291","2,141,608"
40,德國,呆萌特務,2019/12/06,木棉花國際股份有限公司,Telepool GmbH,5,158,-60.40%,"35,665","7,258","1,614,170"
41,日本,特約經紀公司,2019/12/06,華映娛樂股份有限公司,"SHOCHIKU CO., LTD.",1,94,-48.91%,"20,540","7,072","1,582,360"
42,美國,花生醬獵鷹的願望,2019/12/06,采昌國際多媒體股份有限公司,FREEWAY ENTERTAINMENT KFT.,1,20,-4.76%,"4,740","2,361","508,128"
43,美國,野蠻遊戲：全面晉級,2019/12/04,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,91,"48,123",-15.81%,"11,247,324","767,060","180,769,852"
44,英國,哈利路亞！,2019/12/04,威秀影城股份有限公司,The Royal National Theatre,5,82,54.72%,"49,960",135,"84,320"
45,馬來西亞,夕霧花園,2019/11/29,香港商甲上娛樂有限公司台灣分公司,"CJ ENM CO.,LTD",2,101,-79.64%,"23,620","17,450","3,941,435"
46,美國,鋒迴路轉,2019/11/28,車庫娛樂股份有限公司,LIONS GATE INTERNATIONAL (UK) LIMITED,28,"5,444",-31.57%,"1,295,545","162,613","37,759,276"
47,美國,賽道狂人,2019/11/26,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",46,"10,241",-27.71%,"2,654,194","306,864","75,387,276"
48,南韓,82年生的金智英,2019/11/22,車庫娛樂股份有限公司,"LOTTE CULTUREWORKS CO., LTD.",22,"4,026",-32.92%,"950,918","135,806","31,877,239"
49,日本,麵包超人電影版：發光吧！冰淇淋王國的香草公主,2019/11/22,曼迪傳播有限公司,"TMS ENTERTAINMENT CO., LTD.",1,9,-25.00%,"2,020","1,027","245,195"
50,美國,冰雪奇緣2,2019/11/21,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",88,"37,840",-14.21%,"8,950,928","1,407,446","333,387,855"
51,日本,為美好的世界獻上祝福！紅傳說,2019/11/15,向洋影業有限公司,株式会社KADOKAWA,3,107,-38.86%,"24,909","42,075","10,576,181"
52,日本,HELLO WORLD,2019/11/15,車庫娛樂股份有限公司,"TOHO CO., LTD.",2,84,-1.18%,"20,904","34,750","8,189,036"
53,香港,催眠 . 裁決,2019/11/15,香港商甲上娛樂有限公司台灣分公司,大河影業揚州有限公司##完美威秀娛樂（香港）有限公司##美亞電影製作有限公司##星門娛樂有限公司##耳東影業(北京)有限公司##北京太平盛世文化傳播股份有限公司##北京盛世影隆文化傳播有限公司##北京潤德澤鑫投資基金管理有限公司 ##中映華夏（北京）文化傳媒有限公司,1,34,0.00%,"5,440","11,983","2,756,124"
54,印度,萬萬沒想到,2019/11/15,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STAR INDIA PRIVATE LIMITED, Through its division, FOX STAR STUDIOS",1,13,-78.69%,"2,895","47,963","10,891,914"
55,日本,那一夜,2019/11/13,天馬行空數位有限公司,NIKKATSU CORPORATION,18,"1,824",0.00%,"409,561","2,160","489,841"
56,美國,決戰中途島,2019/11/08,台北双喜電影發行股份有限公司,"BONA FILM INVESTMENT COMPANY (PACIFIC RIM, USA)",5,167,-53.09%,"39,240","313,605","72,431,201"
57,美國,拍厲得,2019/11/08,車庫娛樂股份有限公司,WEINSTEIN GLOBAL FILM CORP.,1,36,0.00%,"5,760","3,680","814,422"
58,中華民國,重甲機神：神降臨,2019/11/08,威視股份有限公司,乾坤一擊創意股份有限公司,1,3,50.00%,720,"7,152","1,665,009"
59,中華民國,陽光普照,2019/11/01,本地風光電影股份有限公司,本地風光電影股份有限公司##華文創股份有限公司##捌捌玖電影股份有限公司##鏡文學股份有限公司##聯聯看娛樂文化有限公司,5,684,-33.40%,"162,096","109,932","26,051,472"
60,日本,紫羅蘭永恆花園外傳–永遠與自動手記人偶–,2019/11/01,采昌國際多媒體股份有限公司,"ABC ANIMATION, INC.",1,19,-9.52%,"4,919","46,297","11,246,730"
61,美國,金翅雀,2019/10/25,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,4,480,-30.33%,"50,280","16,988","3,593,533"
62,日本,失憶的總理大臣,2019/10/25,傳影互動股份有限公司,PONY CANYON INC,2,124,244.44%,"19,000","7,691","1,698,157"
63,法國,狙擊獵殺: 救援行動,2019/10/25,亮點國際影業有限公司,Playtime,1,34,183.33%,"5,440","4,013","859,442"
64,美國,雙子殺手,2019/10/23,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,7,"1,075",402.34%,"111,260","546,452","132,289,041"
65,中華民國,盲人律師,2019/10/18,春暉映像有限公司,牧風電影事業有限合夥,2,227,-57.25%,"48,265","27,827","6,094,866"
66,南韓,加油吧 ! 李先生,2019/10/18,車庫娛樂股份有限公司,CONTENTS PANDA,1,34,0.00%,"5,440","3,166","712,207"
67,美國,黑魔女2,2019/10/17,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",1,8,0.00%,"1,610","581,514","137,154,951"
68,美國,弒婚遊戲,2019/10/09,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",5,651,-11.55%,"47,975","119,154","26,712,202"
69,美國,藍波:最後一滴血,2019/10/09,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",6,511,-58.89%,"38,630","126,596","27,746,621"
70,美國,屍樂園：髒比雙拼,2019/10/09,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,3,282,-21.23%,"23,930","63,949","14,356,452"
71,南韓,電影版 壞傢伙們,2019/10/09,車庫娛樂股份有限公司,"CJ ENM CO., LTD.",1,242,16.91%,"19,260","28,902","6,495,633"
72,中華民國,江湖無難事,2019/10/09,鹿路電影有限公司,上海愛美影視文化傳媒有限公司##滿滿額娛樂股份有限公司##華映娛樂股份有限公司##內容物數位電影製作有限公司##高雄人##鹿路電影有限公司##發條映画有限公司##百聿數碼創意股份有限公司,2,93,-77.59%,"14,020","41,587","9,160,098"
73,日本,海獸之子,2019/10/09,香港商甲上娛樂有限公司台灣分公司,株式會社 Beyond C.,1,156,-44.68%,"7,800","37,415","8,689,546"
74,澳洲,108悍將,2019/10/04,台北双喜電影發行股份有限公司,Media Film International,5,632,-38.10%,"65,830","26,914","5,626,120"
75,美國,小丑,2019/10/03,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,9,"3,432",77.92%,"260,475","1,384,111","330,823,025"
76,英國,無間行動,2019/09/27,星泰國際娛樂股份有限公司,Batrax Entertainment,3,607,779.71%,"38,935","35,096","7,752,597"
77,美國,瞞天機密,2019/09/27,采昌國際多媒體股份有限公司,FILM & TV HOUSE LIMITED,2,336,401.49%,"27,260","17,837","4,009,151"
78,美國,校外打怪教學,2019/09/27,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,PROTAGONIST PICTURES LIMITED,3,259,21.60%,"17,035","21,224","4,577,310"
79,美國,囧媽的極地任務,2019/09/27,車庫娛樂股份有限公司,METRO-GOLDWYN-MAYER STUDIOS INC.,2,58,0.00%,"8,800","10,190","2,270,006"
80,南韓,變身,2019/09/27,車庫娛樂股份有限公司,CONTENTS PANDA,1,6,-14.29%,780,"8,604","1,950,046"
81,中華民國,返校,2019/09/20,影一製作所股份有限公司,影一製作所股份有限公司##遊戲橘子數位科技股份有限公司##英屬維京群島商敦宜股份有限公司台灣分公司##樂到家國際娛樂股份有限公司##一條龍虎豹國際娛樂有限公司##財團法人臺中市影視發展基金會##高雄市電影館##美商華納兄弟（遠東）股份有限公司台灣分公司,9,"3,128",641.23%,"255,755","1,113,267","259,854,760"
82,美國,唐頓莊園,2019/09/20,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,2,394,94.09%,"20,985","11,325","2,533,898"
83,美國,舞孃騙很大,2019/09/12,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",3,466,-11.57%,"27,210","32,466","7,046,929"
84,加拿大,衝擊真相,2019/09/12,威視股份有限公司,BANKSIDE FILMS LTD,1,255,35.64%,"14,025","8,887","1,905,283"
85,美國,好小男孩,2019/09/12,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,3,172,-59.05%,"11,400","36,397","8,276,440"
86,日本,大叔之愛電影版,2019/09/06,采昌國際多媒體股份有限公司,TV Asahi Corporation,2,136,-44.03%,"14,200","29,478","6,837,827"
87,美國,牠 第二章,2019/09/05,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,1,50,-48.98%,"4,140","480,325","116,684,306"
88,美國,全面攻佔3: 天使救援,2019/08/21,海樂影業股份有限公司,"NU IMAGE,INC.",3,317,-1.55%,"20,580","636,969","147,425,692"
89,日本,普羅米亞,2019/08/16,中影股份有限公司,東寶株式會社,6,410,-28.57%,"188,173","75,726","20,950,906"
90,美國,仙戒奇緣,2019/08/16,新竹市政府文化局,Gold Valley Films Inc.,1,142,71.08%,"11,060","5,989","1,330,655"
91,美國,憤怒鳥玩電影2：冰的啦！,2019/08/14,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,1,159,103.85%,"12,540","88,793","19,631,671"
92,美國,獅子王,2019/07/17,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",1,346,43.57%,"17,300","1,319,475","314,868,532"
93,義大利,上流世界,2019/04/19,海鵬影業有限公司,PATHE FILMS S.A.S.,1,3,0.00%,450,"3,200","699,077"
94,加拿大,哈柏太空之旅 3D,2019/02/04,國際電影事業有限公司,IMAX Corporation,1,7,700.00%,"1,035",562,"80,685"
95,加拿大,深海獵奇 3D,2019/02/03,國際電影事業有限公司,IMAX Corporation,1,11,450.00%,"1,410","1,189","147,889"
96,南韓,分秒幣爭,2018/11/30,華映娛樂股份有限公司,"CJ ENM CO., LTD",1,0,0.00%,0,"22,101","4,929,276"
97,日本,當愛沉睡時,2018/10/01,車庫娛樂股份有限公司,(韓國)M-LINE DISTRIBUTION,2,47,0.00%,"10,430",130,"23,390"
98,英國,李爾王,2016/04/23,威秀影城股份有限公司,THE ROYAL NATIONAL THEATRE,2,53,0.00%,"35,480","1,262","878,840"
99,義大利,新天堂樂園,2016/04/08,香港商甲上娛樂有限公司台灣分公司,CRISTAL DI FILM,1,9,350.00%,"2,020",834,"147,380"
100,義大利,海上鋼琴師,1998/01/01,海鵬影業有限公司,True Colours Glorious Films Srl,15,"6,558",95.18%,"1,488,746","9,918","2,248,444"
101,美國,教父II,1974/01/01,捷傑有限公司,United International Pictures,2,61,510.00%,"13,250","3,713","985,014"
102,美國,教父I,1972/01/01,捷傑有限公司,United International Pictures,2,105,483.33%,"22,280","5,009","1,307,532"
