序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,周票數變動率,銷售金額,累計銷售票數,累計銷售金額
27,美國,84那年夏天,2019/05/24,暗光鳥有限公司,"GUNPOWDER & SKY DISTRIBUTION, LLC",1,6,-94.55%,"1,410",274,"60,795"
28,美國,阿拉丁,2019/05/22,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",97,"259,712",-5.69%,"60,047,751","791,405","184,502,395"
29,美國,狗狗的旅程,2019/05/17,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,39,"1,376",-77.81%,"329,681","52,687","12,147,798"
30,中華民國,你的臉+光,2019/05/17,汯呄霖電影有限公司,汯呄霖電影有限公司##財團法人公共電視文化事業基金會,2,"1,415",31.38%,"296,395","6,247","1,272,585"
31,中華民國,樂獄,2019/05/17,文達文創股份有限公司,"華視娛樂投資集團股份有限公司 (HS Entertainment Group Incorporated)##文達影業有限公司 (Winday Pictures Ltd)##文達文創股份有限公司 (Winday Culture Co., Ltd.)##福斯傳媒有限公司##MM2 ENTERTAINMENT PTE LTD mm2影視娛樂製作有限公司##福建恒業影業有限公司",5,73,-93.35%,"17,345","23,550","5,253,316"
32,美國,醜娃娃大冒險,2019/05/17,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",6,74,-75.17%,"15,450","5,666","1,300,195"
33,美國,極惡人魔,2019/05/17,車庫娛樂股份有限公司,"MELVILLE FILMS, INC.",1,2,-98.18%,380,"3,170","740,172"
34,美國,捍衛任務3：全面開戰,2019/05/15,威視股份有限公司,LIONS GATE INTERNATIONAL (UK) LIMITED,93,"38,392",-51.39%,"9,046,252","598,068","137,252,894"
35,英國,芭蕾王者,2019/05/10,聯影企業股份有限公司,The Match Factory GmbH,2,92,-77.62%,"19,820","4,431","941,954"
36,法國,感謝上帝,2019/05/10,天馬行空數位有限公司,Playtime,2,36,-76.47%,"7,520","2,491","532,757"
37,美國,名偵探皮卡丘,2019/05/09,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.##WARNER BROS. PICTURES INTERNATIONAL.,91,"17,942",-55.04%,"4,222,564","667,482","158,616,389"
38,美國,詐騙女神,2019/05/09,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,76,"8,307",-65.66%,"1,921,639","359,102","83,189,617"
39,美國,赤手登峰,2019/05/07,海鵬影業有限公司,Park Circus Limited,5,670,-40.60%,"146,740","5,629","1,219,970"
40,美國,大冒險家,2019/05/03,香港商甲上娛樂有限公司台灣分公司,SHANGRILA FILMS LLC,1,13,-90.91%,"2,850","17,968","4,146,433"
41,日本,阿松劇場版,2019/05/03,曼迪傳播有限公司,TV TOKYO Corporation,1,3,-87.50%,700,"3,224","793,031"
42,義大利,幸福的拉札洛,2019/04/26,鏡象電影製作有限公司,The Match Factory GmbH,2,266,-21.53%,"57,110","7,098","1,532,603"
43,美國,復仇者聯盟:終局之戰,2019/04/24,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",77,"18,330",-51.27%,"4,692,608","3,436,428","897,059,490"
44,日本,原本以為只是手機掉了,2019/04/19,車庫娛樂股份有限公司,"TOKYO BROADCASTING SYSTEM TELEVISION, INC.",1,88,131.58%,"13,640","8,523","1,909,251"
45,美國,牛津解密,2019/04/19,采昌國際多媒體股份有限公司,Freeway Entertainment Kft.,1,78,0.00%,"12,480","11,372","2,564,653"
46,美國,哭泣的女人,2019/04/17,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,1,3,-94.74%,820,"132,777","31,024,864"
47,中華民國,我們的青春，在台灣,2019/04/12,七日印象電影有限公司,七日印象電影有限公司,1,65,0.00%,"12,350","13,946","3,127,179"
48,美國,真愛，再出發,2019/04/12,華聯國際影音股份有限公司,"VOLTAGE PICTURES, LLC",3,85,-56.19%,"11,650","2,375","489,195"
49,南韓,沒有你的生日,2019/04/12,車庫娛樂股份有限公司,CONTENTS PANDA,1,54,0.00%,"8,640","12,170","2,772,964"
50,美國,灰影地帶,2019/04/12,天馬行空數位有限公司,Radiant Films International,1,17,-74.24%,"2,550","1,489","298,989"
51,俄羅斯,電競殺手,2019/04/12,鴻聯國際開發股份有限公司,Filmatico LLC.,1,11,0.00%,"1,430","1,402","301,499"
52,美國,地獄怪客:血后的崛起,2019/04/11,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",1,115,0.00%,"11,710","135,498","30,965,767"
53,法國,我的巴黎舅舅,2019/04/03,東昊影業有限公司,MK2 Films,2,90,15.38%,"14,100","2,311","472,155"
54,美國,侵密室友,2019/04/03,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"ANTON CAPITAL ENTERTAINMENT, S.C.A.",2,84,0.00%,"12,960","24,993","5,727,570"
55,美國,沙贊！,2019/03/29,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,11,"2,571",0.00%,"204,740","548,415","130,224,002"
56,美國,毀滅者,2019/03/29,車庫娛樂股份有限公司,ROCKET SCIENCE INDUSTRIES LTD.,3,432,42.11%,"29,180","4,105","805,459"
57,美國,失控危城,2019/03/29,英屬維京群島商高捷全球開發有限公司 台灣分公司,"Arclight Films International, Pty., Ltd.",1,40,-83.81%,"8,440","142,009","32,743,023"
58,美國,小飛象,2019/03/29,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",1,75,120.59%,"7,500","366,660","85,251,438"
59,美國,庫爾斯克號:深海救援,2019/03/22,海樂影業股份有限公司,EuropaCorp,9,"1,350",16.48%,"105,905","69,335","15,124,954"
60,印度,跳痛先生,2019/03/22,華映娛樂股份有限公司,"International Production Associates, Inc.",1,101,14.77%,"7,960","13,295","2,909,807"
61,美國,我們,2019/03/22,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,1,103,0.00%,"5,665","269,432","62,817,021"
62,日本,假面飯店,2019/03/15,英屬維京群島商高捷全球開發有限公司 台灣分公司,"PONY CANYON, INC.",6,608,0.00%,"50,275","49,117","11,147,713"
63,美國,鬼裔,2019/03/15,車庫娛樂股份有限公司,METRO-GOLDWYN-MAYER STUDIOS INC.,2,263,10.04%,"25,300","32,654","7,313,063"
64,丹麥,厄夜追緝令,2019/03/15,鏡象電影製作有限公司,TRUSTNORDISK APS,2,106,2.91%,"15,170","9,408","2,028,587"
65,美國,活個精彩,2019/03/15,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",2,108,-58.78%,"9,660","29,539","6,377,834"
66,美國,情，敵,2019/03/15,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,3,145,-57.73%,"8,670","8,677","1,741,126"
67,法國,苦兒流浪記,2019/03/15,香港商甲上娛樂有限公司台灣分公司,TF1 DROITS AUDIOVISUELS,1,29,-65.06%,"4,060","5,291","1,134,177"
68,泰國,限時好友,2019/03/08,威視股份有限公司,GDH 599 COMPANY LIMITED,3,664,50.91%,"42,860","57,059","13,031,760"
69,美國,驚奇隊長,2019/03/06,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",1,120,0.00%,"12,000","1,686,324","403,357,006"
70,美國,密弑遊戲,2019/02/27,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,2,237,-47.10%,"12,840","98,738","22,039,997"
71,美國,法律女王,2019/02/27,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"Storyteller Distribution Co., LLC pursuant to its arrangements with Participant Media, LLC",1,158,-12.71%,"12,340","8,351","1,790,467"
72,美國,為副不仁,2019/02/27,車庫娛樂股份有限公司,METRO-GOLDWYN-MAYER STUDIOS INC.,1,30,-53.85%,"2,730","28,553","6,217,881"
73,南韓,雞不可失,2019/02/22,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,CJ ENM CO. LTD,12,"4,223",64.58%,"339,908","512,129","117,266,795"
74,南韓,證人,2019/02/21,香港商甲上娛樂有限公司台灣分公司,"LOTTE CULTUREWORKS CO., LTD.",5,677,103.92%,"48,300","63,888","14,616,534"
75,美國,樂高玩電影2,2019/02/14,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,2,270,0.00%,"22,320","41,727","9,588,125"
76,美國,愛‧欺,2019/02/14,威視股份有限公司,EMBANKMENT FILMS LIMITED,3,194,3.19%,"22,030","19,519","4,265,970"
77,美國,祝你忌日快樂,2019/02/14,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,3,325,-29.65%,"18,255","130,947","29,784,840"
78,美國,艾莉塔：戰鬥天使,2019/02/05,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,5,773,-14.21%,"47,220","1,104,141","276,827,046"
79,加拿大,哈柏太空之旅3D,2019/02/04,國際電影事業有限公司,IMAX Corporation,1,2,-66.67%,240,414,"58,970"
80,加拿大,深海獵奇3D,2019/02/03,國際電影事業有限公司,IMAX Corporation,1,10,66.67%,"1,475",423,"55,537"
81,美國,愛‧滿人間,2019/02/01,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",2,453,-17.64%,"46,210","79,735","18,112,464"
82,美國,馴龍高手3,2019/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,2,502,-41.83%,"25,355","715,372","166,701,738"
83,美國,幸福綠皮書,2019/01/25,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"Storyteller Distribution Co., LLC pursuant to its arrangements with Participant Media, LLC",8,615,-69.97%,"59,175","190,186","43,477,887"
84,美國,真寵,2019/01/25,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,3,289,-33.56%,"22,145","46,318","10,184,045"
85,日本,巧虎電影魔法島大冒險,2019/01/18,全民大劇團股份有限公司,法人倍樂生株式會社,9,106,-19.08%,"25,549","39,738","9,412,351"
86,日本,企鵝公路,2019/01/18,木棉花國際股份有限公司,FUJI CREATIVE CORPORATION,1,0,-100.00%,0,"17,808","4,082,250"
87,日本,小偷家族,2018/07/13,采昌國際多媒體股份有限公司,GAGA Corporation,1,9,-95.16%,"1,590","67,301","14,483,202"
88,南韓,成為母親之後,2018/05/04,原創娛樂股份有限公司,"FINECUT CO., LTD.",1,2,0.00%,300,392,"84,300"
89,美國,現代啟示錄,2017/12/11,傳影互動股份有限公司,(英國)STUDIOCANAL LTD.,1,93,-51.31%,"21,310",811,"181,060"
90,美國,越戰獵鹿人,2017/11/06,傳影互動股份有限公司,(英國)STUDIOCANAL LTD,1,44,-42.86%,"10,085",593,"129,550"
91,英國,李爾王(英國國家劇院現場),2016/04/23,威秀影城股份有限公司,THE ROYAL NATIONAL THEATRE,2,81,0.00%,"56,440",81,"56,440"
