序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,周票數變動率,銷售金額,累計銷售票數,累計銷售金額
20,中華民國,瘋狂電視台瘋電影,2019/02/01,瘋狂秀股份有限公司,華文創股份有限公司##全民大劇團股份有限公司##瘋狂秀股份有限公司##傳誠旺旺投資有限公司##安佳企業管理顧問有限公司##宏麗數位創意股份有限公司##智仁科技開發股份有限公司##中環國際娛樂事業股份有限公司##中國信託創業投資股份有限公司,40,591,-77.91%,"134,990","27,503","6,201,357"
21,南韓,飆風特警隊,2019/02/01,車庫娛樂股份有限公司,SHOWBOX CORP.,23,558,-75.23%,"129,770","15,222","3,442,165"
22,美國,福爾摩濕與滑生,2019/02/01,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,32,376,-86.86%,"88,890","24,302","5,556,716"
23,日本,億男,2019/02/01,傳影互動股份有限公司,"TOHO CO .,LTD",1,28,-88.28%,"6,210","1,919","428,496"
24,美國,穿在乳頭上的洞,2019/02/01,車庫娛樂股份有限公司,MFI SAS,1,3,-95.71%,840,352,"80,638"
25,美國,馴龍高手3,2019/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,96,"38,524",-56.71%,"8,994,974","654,582","153,809,884"
26,美國,幸福綠皮書,2019/01/25,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"Storyteller Distribution Co., LLC pursuant to its arrangements with Participant Media, LLC",53,"19,984",11.98%,"4,685,620","101,954","23,824,867"
27,美國,真寵,2019/01/25,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,21,"2,997",-24.22%,"669,816","34,767","7,945,684"
28,美國,驚濤佈局,2019/01/25,華聯國際影音股份有限公司,(匈牙利)GEM ENTERTAINMENT KFT.,25,"1,329",-63.49%,"336,326","68,473","15,998,811"
29,美國,老人與槍,2019/01/25,采昌國際多媒體股份有限公司,GEM Entertainment Kft.,2,68,-73.12%,"15,575","5,523","1,219,411"
30,日本,妖怪手錶：光影之卷鬼王的復活,2019/01/25,華藝娛樂股份有限公司,Level 5 abby,1,18,0.00%,"3,770","3,079","701,575"
31,中華民國,寒單,2019/01/23,威視股份有限公司,想亮影藝股份有限公司##聚善美文創娛樂有限公司##奧瑪優勢傳媒娛樂行銷有限公司##如意休閒事業股份有限公司##彩虹塗裝有限公司##台北影業股份有限公司##北京中視星馳文化傳媒有限公司##深圳善為影業股份有限公司##廣州海盟佐佐文化傳播有限公司##東風沐電影工作室,70,"6,839",-65.43%,"1,505,363","217,090","48,707,401"
32,日本,巧虎電影魔法島大冒險,2019/01/18,全民大劇團股份有限公司,法人倍樂生株式會社,15,"1,247",-40.22%,"298,968","34,605","8,177,266"
33,南韓,鎖命危機,2019/01/18,采昌國際多媒體股份有限公司,"CASTELAO PICTURES, S.L.",3,81,-76.04%,"18,590","22,411","5,096,637"
34,中華民國,貓影特工,2019/01/18,春暉映像有限公司,奇翼果股份有限公司,3,55,-58.02%,"12,440","10,637","2,269,960"
35,美國,魔劍少年,2019/01/18,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,1,9,-50.00%,"2,175","26,475","5,871,123"
36,日本,企鵝公路,2019/01/18,木棉花國際股份有限公司,FUJI CREATIVE CORPORATION,1,5,-94.05%,960,"17,620","4,040,940"
37,美國,異裂,2019/01/16,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",47,"2,943",-65.27%,"710,560","391,229","91,584,671"
38,中國大陸,大象席地而坐,2019/01/11,繁盛映畫有限公司,赤角（北京）文化傳播有限公司,6,661,-43.07%,"170,535","27,522","6,936,903"
39,美國,賭命運轉手,2019/01/11,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,3,56,-59.12%,"21,330","67,012","15,461,691"
40,美國,為了與你相聚,2019/01/11,台北双喜電影發行股份有限公司,"Columbia Pictures Industries, Inc.##Bona Film Investment Company (Pacific Rim,USA)",4,36,-89.38%,"8,440","77,951","17,698,919"
41,法國,天才樂手行不行,2019/01/11,原創娛樂股份有限公司,TF1 Studio,1,38,-47.22%,"5,800","3,132","664,711"
42,美國,捍衛生死線,2019/01/11,海樂影業股份有限公司,FREEWAY ENTERTAINMENT KFT.,1,1,-88.89%,140,"47,278","10,918,860"
43,英國,盜王之王,2019/01/04,車庫娛樂股份有限公司,STUDIOCANAL SAS,2,180,0.00%,"15,060","6,573","1,511,861"
44,英國,惡魔突襲隊,2019/01/04,可樂藝術文創股份有限公司,GFM Films LLP,1,74,-26.00%,"11,200","2,376","481,443"
45,美國,私人戰爭,2019/01/04,采昌國際多媒體股份有限公司,FREEWAY ENTERTAINMENT KFT.,2,65,91.18%,"6,760","15,133","3,365,371"
46,法國,近敵,2019/01/04,亮點國際影業有限公司,BAC FILMS DISTRIBUTION S.A.S.,1,34,25.93%,"5,160","1,172","254,443"
47,美國,美聲俘虜,2018/12/28,牽猴子整合行銷股份有限公司,GEM Entertainment Kft,1,59,-57.55%,"8,440","1,269","256,276"
48,美國,胡桃鉗與奇幻四國,2018/12/28,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",1,26,-58.73%,"5,200","99,798","23,036,811"
49,南韓,90分鐘末日倒數,2018/12/28,華聯國際影音股份有限公司,CJ E&M CORPORATION,1,48,0.00%,"4,800","159,907","36,787,389"
50,南韓,惡鄰布局,2018/12/28,車庫娛樂股份有限公司,CONTENTS PANDA,1,29,-57.35%,"4,350","3,486","793,299"
51,美國,大黃蜂,2018/12/26,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,4,42,-80.00%,"9,195","641,545","155,078,913"
52,美國,班恩回家,2018/12/21,采昌國際多媒體股份有限公司,FREEWAY ENTERAINMENT KFT.,7,391,-59.44%,"43,000","20,012","4,317,662"
53,日本,人魚沉睡的家,2018/12/21,車庫娛樂股份有限公司,"SHOCHIKU CO., LTD.",1,96,118.18%,"13,800","4,340","954,655"
54,法國,尖峰人生暫停一下,2018/12/21,安可電影股份有限公司,GAUMONT S.A.,1,51,41.67%,"7,730","2,527","516,370"
55,中國大陸,影,2018/12/20,傳影互動股份有限公司,樂視影業有限公司##上海騰訊影業文化傳播有限公司##完美威秀娛樂有限公司##博納影業集團股份有限公司（聯合出品）##香港騰訊影業有限公司（聯合出品）##天津貓眼微影文化傳媒有限公司（聯合出品）##浙江博地影視有限公司（聯合出品）##瑞麗市振東盛銘投資有限公司（聯合出品）,1,51,-22.73%,"7,730","12,143","2,691,617"
56,美國,羅賓漢崛起,2018/12/20,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,(英國)LIONS GATE INTERNATIONAL(UK) LIMITED,1,38,0.00%,"5,920","166,450","38,575,028"
57,中華民國,後勁：王建民,2018/12/14,牽猴子整合行銷股份有限公司,"藝博思國際有限公司##牽猴子整合行銷股份有限公司##WYC MOTIONS,LLC",1,120,10.09%,"24,600","26,740","6,183,198"
58,香港,霸王別姬,2018/12/14,能率影業股份有限公司,湯臣(香港)電影有限公司,1,55,-28.57%,"11,220","51,513","12,227,225"
59,美國,蜘蛛人：新宇宙,2018/12/13,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,7,259,-41.93%,"63,706","185,183","43,336,916"
60,美國,水行俠,2018/12/12,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,31,"1,978",-44.53%,"504,634","1,937,765","469,290,993"
61,波蘭,沒有煙硝的愛情,2018/12/08,東昊影業有限公司,MK2 Films,15,"2,814",-17.62%,"617,401","7,187","1,568,589"
62,美國,寡婦,2018/12/07,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,7,809,12.99%,"65,935","42,682","9,465,993"
63,印度,廁所愛情故事,2018/12/07,車庫娛樂股份有限公司,(英國)RELIANCE BIG ENTERTAINMENT (UK) PRIVATE LIMITED,1,26,0.00%,"4,040","1,805","360,030"
64,美國,移動城市：致命引擎,2018/12/06,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,13,"2,142",0.00%,"162,840","264,605","61,746,912"
65,南韓,非賣品,2018/11/30,車庫娛樂股份有限公司,SHOWBOX CORP.,4,204,-25.27%,"19,920","37,553","8,471,349"
66,美國,被遺忘的幸福,2018/11/30,采昌國際多媒體股份有限公司,(匈牙利)FREEWAY ENTERTAINMENT KFT.,1,77,92.50%,"11,020","5,086","1,108,841"
67,南韓,分秒幣爭,2018/11/30,華映娛樂股份有限公司,"CJ ENM CO., LTD",2,84,-37.78%,"10,400","22,080","4,927,176"
68,美國,金牌拳手：父仇,2018/11/30,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,3,90,-64.00%,"8,690","53,341","11,784,573"
69,美國,無敵破壞王2：網路大暴走,2018/11/29,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",5,285,-7.47%,"63,230","595,276","138,170,833"
70,中華民國,人面魚紅衣小女孩外傳,2018/11/23,威視股份有限公司,中環國際娛樂事業股份有限公司##講故事有限公司##大慕影藝國際事業有限公司##華映娛樂股份有限公司##秀泰國際娛樂有限公司##國賓影城股份有限公司##樂到家國際娛樂股份有限公司##華研國際音樂股份有限公司##紅衣小女孩股份有限公司,4,205,0.00%,"18,360","326,182","72,898,510"
71,中華民國,比悲傷更悲傷的故事,2018/11/18,好好看文創有限公司,滿滿額娛樂股份有限公司##好好看文創有限公司##百聿數碼創意股份有限公司##神州音樂有限公司##崴森管理顧問股份有限公司##(大陸)上海唯喜影業有限公司##(香港)福斯傳媒有限公司,3,142,-63.12%,"33,640","1,038,540","239,611,475"
72,法國,大醫新鮮人,2018/11/16,捷傑有限公司,LE PACTE,1,24,0.00%,"3,740","1,919","401,655"
73,中華民國,有五個姊姊的我就註定要單身了啊！,2018/11/16,華聯國際影音股份有限公司,(大陸)珠海漢都影視投資有限公司##(大陸)北京嘉映文化傳媒有限公司##(大陸)北京萌樣影視製作有限公司##(大陸)喀什嘉映文化傳媒有限公司##(中華民國)群星瑞智國際娛樂股份有限公司##(中華民國)華聯國際影音股份有限公司##(中華民國)中國信託創業投資股份有限公司##(香港)安樂影片有限公司##(新加坡)MM2 ENTERTAINMENT PTE LTD,1,51,-70.00%,"2,805","20,345","4,351,393"
74,美國,怪獸與葛林戴華德的罪行,2018/11/15,美商華納兄弟(遠東)股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,11,"2,075",-13.18%,"186,995","1,058,438","254,717,582"
75,美國,蜘蛛網中的女孩,2018/11/09,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,2,96,52.38%,"8,830","57,901","12,372,972"
76,美國,鬼靈精,2018/11/09,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,1,24,-88.35%,"2,270","76,071","16,746,668"
77,美國,波希米亞狂想曲,2018/11/02,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,11,744,91.26%,"180,384","148,443","34,879,725"
78,中華民國,誰先愛上他的,2018/11/02,親愛的工作室有限公司,海納百川娛樂有限公司##原點概念有限公司##親愛的工作室有限公司,9,986,-32.19%,"78,850","292,148","66,339,075"
79,美國,嚇地獄,2018/11/02,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,CBS FILMS INC.,1,189,15.95%,"10,395","14,152","3,074,763"
80,南韓,親密陌生人,2018/11/02,采昌國際多媒體股份有限公司,(匈牙利)FREEWAY ENTERTAINMENT KFT.,2,161,-58.61%,"10,105","10,634","2,196,301"
81,印度,我的嗝嗝老師,2018/11/02,捷傑有限公司,YASH RAJ FILMS,2,138,-37.84%,"9,510","17,899","3,729,628"
82,美國,潛艦獵殺令,2018/10/26,英屬維京群島商高捷全球開發有限公司 台灣分公司,NU IMAGE INCORPORATED,3,776,-46.56%,"42,505","329,934","75,198,963"
83,俄羅斯,夏,2018/10/26,鏡象電影製作有限公司,(法國)CHARADES,1,63,-32.98%,"17,435","1,633","366,648"
84,中華民國,狂徒,2018/10/26,貴金影業傳媒股份有限公司,貴金影業傳媒股份有限公司##高雄市電影館##喜陽影片製作有限公司,3,186,0.00%,"13,265","25,453","5,658,973"
85,英國,深夜小狗神祕習題(英國國家劇院現場),2018/10/19,威秀影城股份有限公司,THE ROYAL NATIONAL THEATRE,2,109,419.05%,"79,200","1,619","1,120,840"
86,英國,凱撒大帝(英國國家劇院現場),2018/10/19,威秀影城股份有限公司,THE ROYAL NATIONAL THEATRE,5,88,0.00%,"59,640",822,"548,960"
87,美國,億萬男孩俱樂部,2018/10/19,香港商甲上娛樂有限公司台灣分公司,"BB CLUB,LLC",3,441,-1.78%,"25,150","26,622","6,083,658"
88,美國,月光光新慌慌,2018/10/19,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,2,339,11.15%,"17,915","115,405","26,186,338"
89,美國,一個巨星的誕生,2018/10/09,美商華納兄弟(遠東)股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,10,"2,024",726.12%,"646,781","699,920","163,270,489"
90,日本,在咖啡冷掉之前,2018/10/05,英屬維京群島商高捷全球開發有限公司 台灣分公司,"TOKYO BROADCASTING SYSTEM TELEVISION, INC.",1,24,-66.20%,"2,260","55,267","12,309,971"
91,美國,猛毒,2018/10/03,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,3,218,-54.58%,"12,115","1,201,352","278,824,288"
92,英國,阿喀郎版吉賽兒,2018/09/27,威秀影城股份有限公司,ENGLISH NATIONAL BALLET,1,47,0.00%,"34,360",443,"301,200"
93,南韓,與神同行：最終審判,2018/08/08,采昌國際多媒體股份有限公司,(匈牙利)FREEWAY ENTERTAINMENT KFT.,12,989,-48.41%,"87,565","2,015,216","480,177,168"
94,德國,愛情，別來無恙,2017/10/27,東昊影業有限公司,(法國)LOCO FILMS,1,8,0.00%,"1,190",788,"168,918"
