序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,周票數變動率,銷售金額,累計銷售票數,累計銷售金額
56,南韓,寄生上流,2019/06/28,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,CJ ENM CO. LTD,13,550,-70.37%,"126,815","617,500","145,293,428"
57,美國,安娜貝爾回家囉,2019/06/25,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,8,883,123.54%,"70,015","359,354","83,919,666"
58,香港,九龍不敗,2019/06/25,華映娛樂股份有限公司,天馬電影出品(香港)有限公司##天馬影聯影視文化(北京)有限公司##大名娛樂有限公司,1,67,39.58%,"6,700","7,581","1,506,512"
59,美國,玩具總動員 4,2019/06/20,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",10,700,-4.24%,"153,860","1,338,771","312,029,685"
60,南韓,極惡對決,2019/06/20,威視股份有限公司,K-MOVIE ENTERTAINMENT,6,"1,105",0.00%,"76,060","125,982","28,389,791"
61,美國,安娜,2019/06/19,海樂影業股份有限公司,LIONS GATE INTERNATIONAL (UK) LIMITED,7,"1,414",-10.11%,"103,730","151,464","34,173,880"
62,美國,火箭人,2019/06/14,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,4,351,192.50%,"42,790","33,172","7,684,019"
63,丹麥,懸案密碼-第64號,2019/06/14,峻龍國際有限公司,"MultiVisionnaire , Inc",1,19,-54.76%,"2,470","20,334","4,505,808"
64,美國,MIB星際戰警：跨國行動,2019/06/12,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,10,"2,748",25.48%,"213,270","404,787","94,348,785"
65,美國,寵物當家2,2019/06/06,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,5,896,-20.14%,"62,415","252,571","57,543,919"
66,美國,X戰警：黑鳳凰,2019/06/06,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,3,247,-70.13%,"29,360","450,306","105,411,997"
67,中華民國,出發,2019/05/31,牽猴子整合行銷股份有限公司,相知國際股份有限公司,1,129,-26.29%,"25,800","69,090","15,373,891"
68,美國,恐怖大媽,2019/05/31,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,2,76,-68.98%,"6,640","78,454","17,802,279"
69,美國,哥吉拉II怪獸之王,2019/05/29,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,7,"1,456",-8.08%,"124,370","1,070,272","259,681,863"
70,美國,阿拉丁,2019/05/22,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",3,668,0.00%,"59,400","1,236,246","289,331,564"
71,美國,狗狗的旅程,2019/05/17,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,2,142,-52.67%,"12,600","55,997","12,425,781"
72,美國,捍衛任務3：全面開戰,2019/05/15,威視股份有限公司,LIONS GATE INTERNATIONAL (UK) LIMITED,10,"1,227",-21.85%,"132,300","626,087","142,796,200"
73,美國,大冒險家,2019/05/03,香港商甲上娛樂有限公司台灣分公司,SHANGRILA FILMS LLC,3,530,0.00%,"33,730","18,564","4,192,753"
74,美國,復仇者聯盟:終局之戰,2019/04/24,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",8,"1,123",-46.11%,"81,615","3,490,688","910,321,999"
75,美國,哭泣的女人,2019/04/17,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,1,17,-65.31%,"1,700","135,751","31,268,319"
76,美國,禁入墳場,2019/04/12,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,1,16,-64.44%,"1,600","94,560","21,449,157"
77,日本,不管媽媽多麼討厭我,2019/03/15,天馬行空數位有限公司,"Nagoya Broadcasting Network Co., Ltd",1,6,0.00%,660,"1,754","384,771"
78,加拿大,哈柏太空之旅 3D,2019/02/04,國際電影事業有限公司,IMAX Corporation,1,7,16.67%,930,525,"74,900"
79,加拿大,深海獵奇 3D,2019/02/03,國際電影事業有限公司,IMAX Corporation,1,11,22.22%,"1,635",597,"79,914"
80,法國,新橋戀人,2018/12/28,東昊影業有限公司,Studiocanal S.A.S,1,88,0.00%,"16,765","4,551","980,390"
81,日本,坂本龍一：終章,2018/07/13,佳映娛樂國際股份有限公司,(法國)DOC AND FILM INTERNATIONAL,1,6,0.00%,970,"10,484","2,307,259"
82,芬蘭,芬蘭湯姆,2017/08/25,聯影企業股份有限公司,(英國)PROTAGONIST PICTURES LIMITED,1,3,0.00%,450,"1,322","289,123"
83,美國,亂世佳人,1939,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,21,"1,607",-53.47%,"388,230","8,327","2,050,513"
