序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,周票數變動率,銷售金額,累計銷售票數,累計銷售金額
50,中華民國,老大人,2019/03/22,威視股份有限公司,興揚電影有限公司##中環國際娛樂事業股份有限公司##(大陸)海寧鐵幕真文化傳媒有限公司##(大陸)喀什嘉映文化傳媒有限公司,2,170,372.22%,"41,120","59,032","13,220,371"
51,美國,庫爾斯克號:深海救援,2019/03/22,海樂影業股份有限公司,EuropaCorp,4,390,0.00%,"33,510","66,826","14,930,929"
52,印度,跳痛先生,2019/03/22,華映娛樂股份有限公司,"International Production Associates, Inc.",1,75,0.00%,"6,020","13,106","2,894,987"
53,美國,活個精彩,2019/03/15,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",6,636,-17.94%,"47,595","29,169","6,348,279"
54,美國,情，敵,2019/03/15,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,6,386,38.85%,"37,470","8,189","1,705,986"
55,丹麥,厄夜追緝令,2019/03/15,鏡象電影製作有限公司,TRUSTNORDISK APS,2,110,-22.54%,"15,480","9,199","1,998,587"
56,美國,鬼裔,2019/03/15,車庫娛樂股份有限公司,METRO-GOLDWYN-MAYER STUDIOS INC.,1,46,0.00%,"7,360","32,152","7,262,903"
57,法國,苦兒流浪記,2019/03/15,香港商甲上娛樂有限公司台灣分公司,TF1 DROITS AUDIOVISUELS,2,51,-45.74%,"7,260","5,179","1,117,897"
58,德國,無主之作,2019/03/08,車庫娛樂股份有限公司,BETA CINEMA GMBH,1,50,25.00%,"7,570","3,389","737,938"
59,泰國,限時好友,2019/03/08,威視股份有限公司,GDH 599 COMPANY LIMITED,1,11,0.00%,"1,430","55,955","12,957,445"
60,美國,驚奇隊長,2019/03/06,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",2,102,-71.75%,"22,830","1,686,204","403,345,006"
61,美國,酷寒殺手,2019/02/27,海樂影業股份有限公司,STUDIO CANAL,7,795,-38.75%,"68,550","114,567","25,022,113"
62,美國,密弑遊戲,2019/02/27,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,7,974,-3.47%,"65,560","98,053","21,998,637"
63,美國,法律女王,2019/02/27,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"Storyteller Distribution Co., LLC pursuant to its arrangements with Participant Media, LLC",2,205,162.82%,"17,430","8,012","1,764,067"
64,美國,為副不仁,2019/02/27,車庫娛樂股份有限公司,METRO-GOLDWYN-MAYER STUDIOS INC.,3,105,-57.14%,"7,810","28,458","6,209,211"
65,南韓,雞不可失,2019/02/22,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,CJ ENM CO. LTD,1,87,-3.33%,"8,930","505,340","116,732,822"
66,南韓,證人,2019/02/21,香港商甲上娛樂有限公司台灣分公司,"LOTTE CULTUREWORKS CO., LTD.",3,96,269.23%,"12,780","62,879","14,534,054"
67,美國,祝你忌日快樂,2019/02/14,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,9,666,61.26%,"49,615","130,160","29,739,680"
68,美國,愛‧欺,2019/02/14,威視股份有限公司,EMBANKMENT FILMS LIMITED,2,61,90.63%,"8,500","19,137","4,220,720"
69,中華民國,一吻定情,2019/02/14,車庫娛樂股份有限公司,當樂娛樂股份有限公司,2,54,-71.28%,"2,915","108,611","24,693,530"
70,美國,艾莉塔：戰鬥天使,2019/02/05,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,10,"1,698",-46.97%,"123,980","1,102,467","276,718,261"
71,加拿大,哈柏太空之旅3D,2019/02/04,國際電影事業有限公司,IMAX Corporation,1,4,-42.86%,580,406,"57,780"
72,加拿大,深海獵奇3D,2019/02/03,國際電影事業有限公司,IMAX Corporation,1,6,20.00%,830,407,"53,162"
73,美國,愛‧滿人間,2019/02/01,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",3,335,153.79%,"32,100","78,732","18,011,424"
74,美國,馴龍高手3,2019/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,8,"1,329",-35.08%,"104,205","714,007","166,616,393"
75,美國,幸福綠皮書,2019/01/25,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"Storyteller Distribution Co., LLC pursuant to its arrangements with Participant Media, LLC",13,"3,017",74.90%,"265,035","187,523","43,232,252"
76,美國,真寵,2019/01/25,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,3,361,47.95%,"24,135","45,594","10,128,840"
77,日本,巧虎電影魔法島大冒險,2019/01/18,全民大劇團股份有限公司,法人倍樂生株式會社,9,127,-37.13%,"30,756","39,501","9,354,930"
78,美國,異裂,2019/01/16,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",2,98,-68.79%,"6,260","397,231","92,205,911"
79,美國,蜘蛛人：新宇宙,2018/12/13,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION,3,80,-84.28%,"6,250","200,330","45,632,156"
80,美國,水行俠,2018/12/12,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL,2,240,-28.99%,"12,240","1,957,048","470,963,255"
81,中華民國,幸福定格,2018/11/30,視納華仁文化傳播股份有限公司,視納華仁文化傳播股份有限公司##七日印象電影有限公司,1,108,0.00%,"21,600","11,698","2,662,187"
82,中華民國,紅盒子,2018/10/19,後場音像紀錄工作室有限公司,後場音像紀錄工作室有限公司,1,150,0.00%,"36,000","31,364","6,885,907"
83,美國,現代啟示錄,2017/12/11,傳影互動股份有限公司,(英國) STUDIO CANAL LTD.,2,305,77.33%,"68,040",527,"117,085"
84,美國,越戰獵鹿人,2017/11/06,傳影互動股份有限公司,(英國) STUDIO CANAL LTD,2,253,43.75%,"56,765",472,"102,500"
85,南韓,REAL,2017/08/04,車庫娛樂股份有限公司,(匈牙利)GEM ENTERTAINMENT KFT.,1,31,0.00%,"6,820","23,624","5,219,538"
