序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,銷售金額,累計銷售票數,累計銷售金額
27,阿根廷,遺落殺鎮,2018/08/31,暗光鳥有限公司,(紐西蘭)MANDALA FILMS LTD.,3,19,"4,280",336,"74,205"
28,中華民國,王牌教師麻辣出擊,2018/08/30,威視股份有限公司,奧瑪優勢傳媒娛樂行銷有限公司##弘熹娛樂有限公司##(香港)W INVESTMENT GROUP LIMITED,40,"1,866","422,056","16,843","3,772,612"
29,美國,瘋狂亞洲富豪,2018/08/24,美商華納兄弟(遠東)股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,77,"40,699","9,640,687","234,683","55,429,713"
30,香港,大師兄,2018/08/24,華映娛樂股份有限公司,(香港)星王朝有限公司##(香港)太陽娛樂文化有限公司##(香港)超級子彈影業有限公司##(大陸)北京博納影業有限公司##(大陸)耳東影業(北京)有限公司##(大陸)霍爾果斯環星影視傳媒有限公司##(大陸)上海博納文化傳媒有限公司,71,"5,449","1,205,269","140,987","31,233,874"
31,美國,殺戮元年,2018/08/24,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,43,"1,812","421,925","65,873","15,081,254"
32,日本,銀魂2：規矩是為了被打破而存在的,2018/08/24,車庫娛樂股份有限公司,TV TOKYO CORPORATION,14,"1,421","332,871","26,612","6,297,928"
33,法國,全面霾伏,2018/08/24,香港商甲上娛樂有限公司台灣分公司,TF1 DROITS AUDIOVISUELS,19,918,"207,477","35,255","8,190,597"
34,美國,闇黑之心,2018/08/24,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,20,529,"126,135","46,743","10,586,141"
35,丹麥,頂尖高手,2018/08/24,佳映娛樂國際股份有限公司,(比利時)AUTLOOK FILMSALES GMBH,4,119,"23,450","1,639","346,120"
36,日本,隱劍鬼爪,2018/08/24,車庫娛樂股份有限公司,"SHOCHIKU CO.,LTD.",1,12,"2,510",458,"95,595"
37,中華民國,鬥魚,2018/08/17,星泰國際娛樂股份有限公司,多曼尼製作有限公司##星泰國際娛樂股份有限公司##旺旺中時媒體集團##宏璟建設股份有限公司##樂到家國際娛樂股份有限公司##香港商福斯傳媒有限公司台灣分公司##(大陸)霍爾果斯鑫岳影視傳媒有限公司##(大陸)霍爾果斯觀達影視文化傳播有限公司,38,"3,148","716,048","133,007","30,122,589"
38,日本,每天回家老婆都在裝死,2018/08/17,車庫娛樂股份有限公司,COLORBIRD INC.,13,"1,591","375,647","47,306","10,880,397"
39,中華民國,范保德,2018/08/17,鏡象電影製作有限公司,積木影像製作有限公司,8,"1,198","268,715","15,852","3,560,595"
40,日本,未來的未來,2018/08/17,傳影互動股份有限公司,NIPPON TELEVISION-STUDIO CHIZU LLP,13,649,"149,199","54,750","12,558,578"
41,英國,老娘也要當間諜,2018/08/17,英屬維京群島商高捷全球開發有限公司 台灣分公司,LIONS GATE INTERNATIONAL (UK) LIMITED,3,210,"44,675","47,328","10,835,160"
42,英國,湯瑪士小火車：環遊世界大冒險,2018/08/17,香港商甲上娛樂有限公司台灣分公司,GULLANE (THOMAS) LIMITED,7,181,"39,230","11,211","2,645,697"
43,美國,拳力逃脫,2018/08/17,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX PRODUCTIONS,LLC",2,28,"7,020","48,553","10,710,272"
44,美國,巨齒鯊,2018/08/10,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,69,"6,662","1,528,696","687,389","161,232,203"
45,日本,蠟筆小新電影功夫小子之拉麵大亂鬥！,2018/08/10,木棉花國際股份有限公司,ASATSU-DK INC.,6,216,"49,295","26,844","6,108,912"
46,南韓,與神同行：最終審判,2018/08/08,采昌國際多媒體股份有限公司,(匈牙利)FREEWAY ENTERTAINMENT KFT.,73,"25,325","5,934,848","1,988,860","475,071,302"
47,日本,道別的早晨就用約定之花點綴吧,2018/08/03,向洋影業有限公司,Hakuhodo DY music ＆ pictures Inc.,2,312,"73,572","16,016","3,936,008"
48,美國,摯友維尼,2018/08/03,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",5,180,"44,185","99,404","23,155,854"
49,美國,媽媽咪呀！回來了,2018/08/01,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,4,282,"61,420","107,715","24,795,228"
50,美國,超能救援,2018/07/27,威視股份有限公司,(英國)CONTENT MEDIA CORPORATION INTERNATIONAL LIMITED,2,225,"18,020","2,967","636,864"
51,美國,不可能的任務：全面瓦解,2018/07/25,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,54,"12,568","3,052,986","1,873,078","444,152,133"
52,俄羅斯,神佈局,2018/07/20,星泰國際娛樂股份有限公司,(美國)FREEWAY ENTERTAINMENT KFT.,8,"1,207","98,790","18,723","3,903,454"
53,美國,震撼真相,2018/07/20,華聯國際影音股份有限公司,"VOLTAGE PICTURES, LLC",5,522,"58,630","4,375","861,044"
54,法國,一袋彈珠,2018/07/20,捷傑有限公司,GAUMONT S.A.,2,207,"42,525","3,574","748,615"
55,泰國,把哥哥退貨可以嗎,2018/07/20,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,GDH 559 Company Limited,5,572,"35,730","39,297","8,839,775"
56,日本,孤狼之血,2018/07/20,可樂藝術文創股份有限公司,"TOEI COMPANY,LTD.",1,46,"7,360","2,177","483,728"
57,美國,尖叫旅社3:怪獸假期,2018/07/19,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,11,720,"154,600","306,049","68,267,880"
58,日本,小偷家族,2018/07/13,采昌國際多媒體股份有限公司,GAGA Corporation,2,339,"75,480","62,410","13,941,292"
59,美國,高年級姐妹會,2018/07/13,威視股份有限公司,(匈牙利)GEM ENTERTAINMENT KFT.,8,824,"65,555","16,858","3,771,682"
60,中華民國,命帶追逐（2018數位修復版）,2018/07/13,鏡象電影製作有限公司,積木影像製作有限公司,1,17,"3,380","3,035","669,676"
61,中華民國,切小金家的旅館,2018/07/12,良人行影業有限公司,良人行影業有限公司##麥加芬電影製作有限公司##阿榮影業股份有限公司##香港商福斯傳媒有限公司臺灣分公司##威像電影有限公司##(大陸)華策影業（天津）有限公司,9,"1,216","115,755","87,792","19,565,921"
62,日本,名偵探柯南:零的執行人,2018/07/06,向洋影業有限公司,"TMS ENTERTAINMENT CO.,LTD.",2,46,"11,130","377,970","87,450,689"
63,英國,愛，留在海灘那一天,2018/07/06,亮點國際影業有限公司,ROCKET SCIENCE INDUSTRIES LTD,1,38,"5,700","3,665","780,791"
64,美國,鋼鐵墳墓2,2018/06/29,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,(匈牙利)ESCAPE PLAN 2,4,208,"17,295","70,747","15,290,984"
65,美國,超人特攻隊2,2018/06/27,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",6,444,"100,300","1,136,483","259,465,267"
66,美國,貼背戰,2018/06/22,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,8,726,"72,145","144,537","32,648,081"
67,美國,跟著IKEA衣櫥去旅行,2018/06/22,香港商甲上娛樂有限公司台灣分公司,(法國)TF1 DROITS AUDIOVISUELS,6,937,"70,690","23,816","5,190,825"
68,南韓,信徒,2018/06/22,車庫娛樂股份有限公司,CONTENTS PANDA,1,42,"6,720","5,311","1,166,541"
69,美國,宿怨,2018/06/15,傳影互動股份有限公司,A24 INTERNATIONAL LLC,4,504,"33,485","114,397","26,400,250"
70,中華民國,看不見的台灣,2018/06/15,牽猴子整合行銷股份有限公司,影市堂股份有限公司,2,62,"5,340","10,845","2,296,887"
71,南韓,冠軍大叔,2018/06/15,華映娛樂股份有限公司,"FINECUT CO., LTD.",1,50,"3,900","205,544","45,231,049"
72,美國,瞞天過海:八面玲瓏,2018/06/14,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,12,"2,495","217,505","614,582","142,302,516"
73,美國,侏羅紀世界:殞落國度,2018/06/06,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,11,"2,786","206,705","2,550,601","621,403,194"
74,美國,犬之島,2018/06/01,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,2,231,"23,970","56,033","12,507,703"
75,美國,真愛收信中,2018/06/01,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,(法國)STUDIOCANAL SAS,1,83,"12,180","7,502","1,379,780"
76,美國,猛龍怪客,2018/06/01,車庫娛樂股份有限公司,(香港)OCEAN WAVE MOTION PICTURES (INTERNATIONAL) LIMITED,2,102,"6,735","56,390","12,249,914"
77,日本,被愛妄想症,2018/06/01,鴻基國際視訊股份有限公司,COLORBIRD INC.,1,23,"3,450","2,560","557,430"
78,美國,星際大戰外傳:韓索羅,2018/05/23,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",3,186,"26,290","125,430","29,583,407"
79,美國,姐就是美！,2018/05/21,華聯國際影音股份有限公司,"VOLTAGE PICTURES, LLC",1,46,"4,210","54,668","12,252,075"
80,美國,真心話大冒險,2018/05/11,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,2,136,"10,630","222,591","50,165,072"
81,美國,復仇者聯盟：無限之戰,2018/04/25,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",4,380,"25,780","2,596,264","641,738,015"
82,美國,極盜戰,2018/03/16,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",1,75,"6,880","104,863","23,126,724"
83,美國,私刑教育2,2014/10/24,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,84,"42,882","9,848,668","278,489","64,546,745"
