序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,周票數變動率,銷售金額,累計銷售票數,累計銷售金額
73,波蘭,沒有煙硝的愛情,2018/12/08,東昊影業有限公司,MK2 Films,1,86,-45.91%,"18,380","9,289","2,027,423"
74,美國,移動城市：致命引擎,2018/12/06,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,2,160,-76.98%,"10,430","270,777","62,259,257"
75,南韓,非賣品,2018/11/30,車庫娛樂股份有限公司,SHOWBOX CORP.,3,374,-36.50%,"21,410","38,966","8,556,984"
76,美國,被遺忘的幸福,2018/11/30,采昌國際多媒體股份有限公司,(匈牙利)FREEWAY ENTERTAINMENT KFT.,1,19,-20.83%,"1,900","5,394","1,154,941"
77,美國,無敵破壞王2：網路大暴走,2018/11/29,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",2,541,-17.66%,"43,100","596,986","138,369,923"
78,中華民國,我們的青春，在台灣,2018/11/25,七日印象電影有限公司,七日印象電影有限公司,1,36,0.00%,"7,780","1,028","227,300"
79,中華民國,人面魚紅衣小女孩外傳,2018/11/23,威視股份有限公司,中環國際娛樂事業股份有限公司##講故事有限公司##大慕影藝國際事業有限公司##華映娛樂股份有限公司##秀泰國際娛樂有限公司##國賓影城股份有限公司##樂到家國際娛樂股份有限公司##華研國際音樂股份有限公司##紅衣小女孩股份有限公司,2,112,-66.86%,"10,580","328,367","73,072,985"
80,中華民國,比悲傷更悲傷的故事,2018/11/18,好好看文創有限公司,滿滿額娛樂股份有限公司##好好看文創有限公司##百聿數碼創意股份有限公司##神州音樂有限公司##崴森管理顧問股份有限公司##(大陸)上海唯喜影業有限公司##(香港)福斯傳媒有限公司,10,"2,408",23.80%,"173,250","1,044,256","240,005,050"
81,法國,師聲對決,2018/11/16,鴻聯國際開發股份有限公司,PATHE FILMS,1,18,-70.00%,"2,700","5,554","1,122,786"
82,美國,波希米亞狂想曲,2018/11/02,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,6,301,-67.91%,"74,440","155,768","36,705,553"
83,中華民國,同學會來嗎,2018/11/02,創意門文創電影事業有限公司,吳仲立##吳建國,1,30,0.00%,"6,600","1,397","308,975"
84,中華民國,疾風魅影-黑貓中隊,2018/10/26,寬和影像事業有限公司,寬和影像事業有限公司,1,114,0.00%,"22,960","16,986","3,629,908"
85,德國,愛情，別來無恙,2017/10/27,東昊影業有限公司,(法國)LOCO FILMS,1,10,0.00%,"1,520",798,"170,438"
86,南韓,REAL,2017/08/04,車庫娛樂股份有限公司,(匈牙利)GEM ENTERTAINMENT KFT.,1,31,0.00%,"6,820","23,562","5,205,898"
87,法國,八美圖,2002/11/16,東昊影業有限公司,Studiocanal S.A.S,4,108,-68.05%,"22,280",701,"147,945"
