序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,銷售金額,累計銷售票數,累計銷售金額
12,美國,猛毒,2018/10/3,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,95,"405,326","94,364,861","958,400","223,780,861"
13,荷蘭,去他X的放蕩青春,2018/10/1,鴻基國際視訊股份有限公司,(法國)WIDE SALES AGENT,1,78,"12,680",191,"29,980"
14,日本,仙人畫家：熊谷守一,2018/10/1,輝洪開發股份有限公司,NIKKATSU CORPORATION,1,45,"7,230",91,"14,280"
15,日本,當愛沉睡時,2018/10/1,車庫娛樂股份有限公司,(韓國)M-LINE DISTRIBUTION,1,3,530,83,"12,960"
16,美國,小腳怪,2018/9/28,美商華納兄弟(遠東)股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,89,"20,426","4,658,045","86,039","19,514,121"
17,美國,人肉搜索,2018/9/28,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,51,"12,094","2,839,912","52,777","12,241,936"
18,馬來西亞,李宗偉：敗者為王,2018/9/28,星泰國際娛樂股份有限公司,志博影業有限公司##馬虎電影有限公司,14,"3,469","769,470","13,716","3,028,015"
19,美國,判決,2018/9/28,傳影互動股份有限公司,(匈牙利)GEM ENTERTAINMENT KFT,14,"3,297","736,275","14,061","3,177,580"
20,俄羅斯,厲可拍,2018/9/28,威視股份有限公司,DECOMPIS TRADING LIMITED,33,"1,191","282,622","14,353","3,297,921"
21,香港,阿飛正傳,2018/9/28,華映娛樂股份有限公司,(英屬維京群島)EAST ASIA FILMS DISTRIBUTION LIMITED##(香港)ESUN.COM LIMITED,2,997,"219,790","5,348","1,237,680"
22,日本,陪睡大人,2018/9/28,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"TOHO CO.,LTD",18,865,"191,237","7,188","1,584,858"
23,中國大陸,塑料王國,2018/9/28,視納華仁文化傳播股份有限公司,（香港）CNEX FOUNDATION LIMITED##（大陸）北京泰岳文化傳播有限責任公司（BEIJING TYC MEDIA）,4,686,"129,265","2,581","544,687"
24,香港,歐洲攻略,2018/9/28,華映娛樂股份有限公司,（英屬維京群島）春光映画((BLOCK 2 PICTURES INC.)##（英屬維京群島）見天地電影工作室有限公司(MASTER CHINA FILMS LTD.)##（大陸）上海銀潤傳媒廣告有限公司##（大陸）西藏恆信天地影視有限公司##（大陸）浙江天意影視有限公司##（香港）美亞電影製作有限公司,26,178,"38,500","7,582","1,661,057"
25,日本,愛哭鬼的棋蹟,2018/9/28,可樂藝術文創股份有限公司,WOWOW INC.,5,172,"33,870","1,306","285,178"
26,日本,貓是用來抱的,2018/9/28,天馬行空數位有限公司,"KINO FILMS CO., LTD.",6,111,"26,930","1,516","343,804"
27,芬蘭,重金屬之旅,2018/9/28,聯影企業股份有限公司,(丹麥)LEVELKAPS,3,107,"22,390",787,"174,735"
28,南韓,物怪,2018/9/28,車庫娛樂股份有限公司,"FINECUT CO., LTD.",6,80,"18,070","4,305","952,573"
29,義大利,外慾,2018/9/28,海鵬影業有限公司,TURE COLOURS GLORIOUS FILMS S.R.L.,6,85,"17,760","1,401","290,602"
30,南韓,優雅的謊言,2018/9/28,華聯國際影音股份有限公司,CJ E&M CORPORATION,3,73,"15,045",421,"88,380"
31,南韓,中國城,2018/9/28,華聯國際影音股份有限公司,CJ E&M CORPORATION,3,59,"11,300",511,"104,550"
32,南韓,陽光姐妹淘,2018/9/28,華聯國際影音股份有限公司,CJ E&M CORPORATION,3,35,"6,860",139,"28,585"
33,南韓,青春，未完待續,2018/9/28,華聯國際影音股份有限公司,CJ E&M CORPORATION,2,13,"2,470",195,"41,995"
34,南韓,格鬥驕陽,2018/9/28,華聯國際影音股份有限公司,CJ E&M CORPORATION,2,9,"1,670",141,"28,725"
35,美國,極限獵殺,2018/9/28,暗光鳥有限公司,MPI MEDIA GROUP,1,4,"1,100",114,"25,730"
36,英國,愛麗絲夢遊仙境,2018/9/27,威秀影城股份有限公司,ROYAL OPERA HOUSE,1,74,"51,240",74,"51,240"
37,日本,一屍到底,2018/9/21,車庫娛樂股份有限公司,NIKKATSU CORPORATION,75,"46,824","10,869,080","197,388","45,337,011"
38,美國,凸搥特派員:三度出擊,2018/9/21,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,83,"16,748","3,904,233","248,017","57,264,328"
39,美國,惡魔島,2018/9/21,香港商甲上娛樂有限公司台灣分公司,"RED GRANITE INTERNATIONAL,INC",56,"11,747","2,797,671","160,847","37,843,704"
40,香港,黃金兄弟,2018/9/21,牽猴子整合行銷股份有限公司,耀萊文娛發展有限公司##影藝人娛樂製作有限公司##(大陸)北京耀暘信盈投資有限公司##(中華民國)寬魚國際股份有限公司,42,"1,786","412,928","67,517","15,510,461"
41,日本,電影版【空中急診英雄─海空災難最終救援─】,2018/9/21,英屬維京群島商高捷全球開發有限公司 台灣分公司,"PONY CANYON,INC",26,"1,282","300,577","40,647","9,645,092"
42,美國,血薄荷,2018/9/21,海樂影業股份有限公司,(匈牙利)GEM ENTERTAINMENT KFT.,39,874,"194,951","67,621","14,855,715"
43,日本,麵包超人電影版閃耀吧！庫倫與生命之星,2018/9/21,曼迪傳播有限公司,"TMS ENTERTAINMENT CO.,LTD.",10,242,"55,290","4,208","953,109"
44,日本,退而不休,2018/9/21,天馬行空數位有限公司,"TOEI COMPANY,LTD.",5,244,"48,855","3,946","829,617"
45,美國,盲點,2018/9/21,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,(英國)LIONS GATE INTERNATIONAL(UK) LIMITED,1,61,"13,410","2,819","643,479"
46,美國,極地之王,2018/9/21,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,8,24,"5,435","21,476","4,783,896"
47,南韓,追擊者,2018/9/21,車庫娛樂股份有限公司,"FINECUT CO., LTD",2,20,"4,665","1,190","262,020"
48,泰國,明天，最後一天,2018/9/21,鏡象電影製作有限公司,(香港)ASIAN SHADOWS INTERNATIONAL SALES LIMITED,2,7,"1,380",978,"217,207"
49,義大利,情遇那不勒斯,2018/9/21,海鵬影業有限公司,TRUE COLOURS GLORIOUS FILMS  S.R.L.,1,3,590,"2,791","568,674"
50,美國,失蹤網紅,2018/9/14,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,(英國)LIONS GATE INTERNATIONAL(UK) LIMITED,28,"1,831","460,040","100,279","23,289,251"
51,美國,終極戰士：掠奪者,2018/9/14,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,28,297,"69,384","184,037","43,171,044"
52,德國,無聊的人生我死也不要,2018/9/14,安可電影股份有限公司,GLOBAL SCREEN GMBH,4,172,"37,130","11,400","2,622,196"
53,中華民國,搖滾樂殺人事件,2018/9/14,星泰國際娛樂股份有限公司,大吉祥整合行銷有限公司,2,67,"14,970","5,687","1,295,264"
54,英國,戲夢巴黎,2018/9/14,車庫娛樂股份有限公司,HANWAY FILMS LIMITED,1,91,"14,260","1,983","412,140"
55,法國,北極上學趣,2018/9/14,佳映娛樂國際股份有限公司,KINOLOGY,1,33,"6,865","1,931","426,985"
56,美國,德魯大叔,2018/9/14,車庫娛樂股份有限公司,(英國)LIONS GATE INTERNATIONAL(UK) LIMITED,4,13,"2,770","17,708","4,213,381"
57,阿根廷,密謀,2018/9/14,本萃電影有限公司,(西班牙)LATIDO CONSORCIO DE EXPORTACION DEL CINE ESPANOL SL,1,6,"1,630","9,448","2,185,051"
58,南韓,婚禮的那一天,2018/9/14,車庫娛樂股份有限公司,OPUS PICTURES,2,6,"1,430","8,563","1,994,419"
59,日本,KSEVENSTORIESEPISODE3「SIDE：GREEN～覆寫世界～」,2018/9/14,曼迪傳播有限公司,"KING RECORD CO., LTD.",1,2,450,959,"220,953"
60,南韓,致命目擊,2018/9/14,采昌國際多媒體股份有限公司,(匈牙利)ATRIUM PRODUCTIONS KFT,3,2,440,"19,328","4,425,500"
61,中華民國,山的那一邊,2018/9/7,內容物數位電影製作有限公司,內容物數位電影製作有限公司##華映娛樂股份有限公司##滿滿額娛樂有限公司,3,26,"6,100","24,136","5,359,291"
62,美國,鬼修女,2018/9/6,美商華納兄弟(遠東)股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,33,896,"217,831","474,888","112,373,850"
63,中華民國,粽邪,2018/8/31,華影國際影藝有限公司,緯來電視網股份有限公司##一起影業製作有限公司##華達星多媒體事業股份有限公司##志嘉建設股份有限公司##華影國際影藝有限公司##和合佰納媒體事業股份有限公司,1,92,"22,015","217,954","49,103,275"
64,美國,暗算,2018/8/31,可樂藝術文創股份有限公司,FORTITUDE INTERNATIONAL INC.,2,95,"11,820","1,264","266,177"
65,中華民國,生生,2018/8/31,老灰狼影片製作有限公司,老灰狼影片製作有限公司,1,41,"4,100","8,436","1,844,968"
66,日本,武士的一分,2018/8/31,車庫娛樂股份有限公司,"SHOCHIKU CO.,LTD.",1,19,"2,700",622,"125,810"
67,日本,HIDE：來春之約,2018/8/31,翻面映畫有限公司,KADOKAWA CORPORATION,1,2,520,"4,808","1,087,620"
68,中華民國,王牌教師麻辣出擊,2018/8/30,威視股份有限公司,奧瑪優勢傳媒娛樂行銷有限公司##弘熹娛樂有限公司##(香港)W INVESTMENT GROUP LIMITED,1,240,"45,600","17,541","3,910,792"
69,美國,私刑教育2,2018/8/30,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,4,42,"10,465","300,355","69,638,950"
70,美國,瘋狂亞洲富豪,2018/8/24,美商華納兄弟(遠東)股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,17,"1,498","373,284","275,791","65,360,981"
71,美國,我願意,2018/8/24,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX PRODUCTIONS,LLC",7,692,"69,425","5,628","1,022,576"
72,美國,闇黑之心,2018/8/24,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,4,189,"24,540","46,990","10,622,471"
73,香港,大師兄,2018/8/24,華映娛樂股份有限公司,(香港)星王朝有限公司##(香港)太陽娛樂文化有限公司##(香港)超級子彈影業有限公司##(大陸)北京博納影業有限公司##(大陸)耳東影業(北京)有限公司##(大陸)霍爾果斯環星影視傳媒有限公司##(大陸)上海博納文化傳媒有限公司,3,151,"17,290","142,166","31,476,954"
74,日本,隱劍鬼爪,2018/8/24,車庫娛樂股份有限公司,"SHOCHIKU CO.,LTD.",1,18,"2,640",476,"98,235"
75,美國,拳力逃脫,2018/8/17,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX PRODUCTIONS,LLC",5,466,"58,930","49,595","10,840,192"
76,中華民國,范保德,2018/8/17,鏡象電影製作有限公司,積木影像製作有限公司,1,109,"17,280","16,953","3,787,155"
77,英國,湯瑪士小火車：環遊世界大冒險,2018/8/17,香港商甲上娛樂有限公司台灣分公司,GULLANE (THOMAS) LIMITED,1,43,"8,360","11,390","2,682,067"
78,日本,黃昏清兵衛,2018/8/17,車庫娛樂股份有限公司,"SHOCHIKU CO.,LTD.",1,28,"4,290",607,"125,365"
79,日本,未來的未來,2018/8/17,傳影互動股份有限公司,NIPPON TELEVISION-STUDIO CHIZU LLP,1,26,"3,990","55,209","12,655,228"
80,日本,每天回家老婆都在裝死,2018/8/17,車庫娛樂股份有限公司,COLORBIRD INC.,1,3,710,"48,308","11,107,507"
81,日本,娼年,2018/8/10,車庫娛樂股份有限公司,COLORBIRD INC.,1,64,"10,040","4,264","912,237"
82,日本,跳躍吧！時空少女,2018/8/10,傳影互動股份有限公司,STUDIO CHIZU LLP,1,47,"7,250",617,"133,503"
83,日本,怪物的孩子,2018/8/10,傳影互動股份有限公司,NIPPON TELEVISION-STUDIO CHIZU LLP,1,39,"6,100",269,"54,065"
84,南韓,與神同行：最終審判,2018/8/8,采昌國際多媒體股份有限公司,(匈牙利)FREEWAY ENTERTAINMENT KFT.,7,57,"13,965","2,007,011","479,385,194"
85,美國,怒火邊界2：毒刑者,2018/8/3,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,(英國)LIONS GATE INTERNATIONAL(UK) LIMITED,4,384,"29,980","28,023","5,580,411"
86,美國,媽媽咪呀！回來了,2018/8/1,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,9,"1,201","93,130","109,118","24,936,418"
87,美國,不可能的任務：全面瓦解,2018/7/25,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,1,33,"7,800","1,881,284","446,219,255"
88,泰國,把哥哥退貨可以嗎,2018/7/20,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,GDH 559 Company Limited,5,259,"29,310","43,249","9,176,190"
89,印度,母親的告白,2018/7/20,車庫娛樂股份有限公司,(模里西斯)ATL MEDIA LTD,1,90,"13,940",855,"177,460"
90,義大利,霧中的女孩,2018/7/20,車庫娛樂股份有限公司,(法國)STUDIOCANAL,1,38,"5,480","2,819","608,712"
91,法國,一袋彈珠,2018/7/20,捷傑有限公司,GAUMONT S.A.,1,48,"4,800","3,732","770,255"
92,日本,孤狼之血,2018/7/20,可樂藝術文創股份有限公司,"TOEI COMPANY,LTD.",1,30,"4,570","2,498","531,678"
93,義大利,願望咖啡館,2018/7/20,海鵬影業有限公司,TRUE COLOURS glorious films S.r.l.,1,10,"1,200","9,708","2,071,602"
94,美國,震撼真相,2018/7/20,華聯國際影音股份有限公司,"VOLTAGE PICTURES, LLC",1,10,"1,200","5,659","969,609"
95,日本,小偷家族,2018/7/13,采昌國際多媒體股份有限公司,GAGA Corporation,10,"1,142","80,870","65,821","14,314,382"
96,美國,高年級姐妹會,2018/7/13,威視股份有限公司,(匈牙利)GEM ENTERTAINMENT KFT.,1,47,"6,780","18,976","3,977,627"
97,美國,摩天大樓,2018/7/12,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,12,"4,446","346,060","807,023","187,544,177"
98,中華民國,切小金家的旅館,2018/7/12,良人行影業有限公司,良人行影業有限公司##麥加芬電影製作有限公司##阿榮影業股份有限公司##香港商福斯傳媒有限公司臺灣分公司##威像電影有限公司##(大陸)華策影業（天津）有限公司,2,121,"16,300","89,920","19,766,131"
99,日本,名偵探柯南:零的執行人,2018/7/6,向洋影業有限公司,"TMS ENTERTAINMENT CO.,LTD.",5,"1,009","58,980","382,194","87,730,074"
100,美國,蟻人與黃蜂女,2018/7/4,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",12,"3,303","283,615","1,268,402","296,856,024"
101,法國,愛情不輪轉,2018/6/29,海樂影業股份有限公司,GAUMONT S.A.,1,25,"3,800","2,671","560,222"
102,美國,超人特攻隊2,2018/6/27,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",10,"2,327","198,561","1,140,008","259,855,338"
103,美國,當愛未成往事,2018/6/22,威視股份有限公司,(英國)EMBANKMENT FILMS LIMITED.,2,127,"10,070","7,999","1,720,360"
104,美國,跟著IKEA衣櫥去旅行,2018/6/22,香港商甲上娛樂有限公司台灣分公司,(法國)TF1 DROITS AUDIOVISUELS,1,24,"2,400","25,458","5,344,530"
105,英國,時尚鬼才:McQueen,2018/6/15,捷傑有限公司,EMBANKMENT FILMS LTD,1,109,"17,550","4,886","1,101,146"
106,美國,瞞天過海:八面玲瓏,2018/6/14,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,2,179,"12,265","617,689","142,548,656"
107,美國,侏羅紀世界:殞落國度,2018/6/6,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,2,326,"21,025","2,554,387","621,656,879"
108,日本,第三次殺人,2018/1/12,傳影互動股份有限公司,GAGA CORPORATION,1,57,"8,860","5,427","1,206,763"
109,日本,春宵苦短，少女前進吧！,2017/9/29,向洋影業有限公司,FUJI CREATIVE CORP.,1,6,870,"2,736","679,286"
110,日本,電影版聲之形,2017/3/24,采昌國際多媒體股份有限公司,(匈牙利)ATRIUM PRODUCTIONS KFT.,1,1,150,"293,849","68,664,959"
111,法國,少女離家記,2016/3/25,東昊影業有限公司,KINOLOGY,1,1,200,1,200
112,日本,我的意外爸爸,2013/10/25,傳影互動股份有限公司,GAGA CORPORATION,1,62,"9,430",545,"108,105"
113,日本,橫山家之味,2009/4/3,傳影互動股份有限公司,(法國) CELLULOID DREAMS SAS,1,86,"13,380","1,193","242,335"
114,日本,無人知曉的夏日清晨,2005/2/4,傳影互動股份有限公司,(法國) CELLULOID DREAMS SAS,1,60,"9,420","1,708","355,550"
