序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,周票數變動率,銷售金額,累計銷售票數,累計銷售金額
11,中華民國,祭旗,2019/12/13,春暉映像有限公司,壹捌玖伍電影有限公司,18,872,-38.11%,"194,960","2,740","606,677"
12,中華民國,為你存在的每一天,2019/12/13,星泰國際娛樂股份有限公司,瑞陞傳播有限公司##星映電影有限公司,35,"1,922",-62.31%,"427,280","7,022","1,532,068"
13,英國,唯你是愛,2019/12/13,佳映娛樂國際股份有限公司,THE BUREAU SALES,3,63,-7.35%,"12,075",131,"25,570"
14,美國,熱氣球飛行家,2019/12/13,車庫娛樂股份有限公司,AMAZON CONTENT SERVICES LLC,46,"4,363",-27.91%,"968,413","10,415","2,323,985"
15,加拿大,8級警戒,2019/12/13,車庫娛樂股份有限公司,"XYZ FILMS, LLC",14,"1,654",-38.24%,"383,023","4,332","1,029,983"
16,南韓,復仇母親,2019/12/13,台北双喜電影發行股份有限公司,Warner Bros. Korea INC.,18,"1,590",-20.74%,"320,118","3,596","769,000"
17,日本,每個月來訪一次的月經醬,2019/12/13,水元素文化傳媒有限公司,"Free Stone Productions Co., Ltd",18,198,-63.20%,"42,940",736,"159,513"
18,日本,假面騎士ZI-O Over Quartzer/快盜戰隊魯邦連者VS警察戰隊巡邏連者 en film,2019/12/13,木棉花國際股份有限公司,"TOEI COMPANY, LTD.",10,"2,142",-45.69%,"509,296","6,086","1,458,994"
19,日本,HUMAN LOST 人間失格,2019/12/13,天馬行空數位有限公司,株式会社京楽産業ホールディングス,12,747,-27.55%,"179,309","1,778","434,157"
20,日本,特約經紀公司,2019/12/06,華映娛樂股份有限公司,"SHOCHIKU CO., LTD.",18,428,-83.27%,"98,170","6,794","1,520,860"
21,美國,去年聖誕節,2019/12/06,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,91,"17,621",-52.02%,"4,149,824","82,189","19,282,398"
22,中華民國,絕世情歌,2019/12/06,星泰國際娛樂股份有限公司,滿滿額娛樂股份有限公司##百聿數碼創意股份有限公司##萬利娛樂有限公司##特納廣播系統亞太公司,13,72,-91.04%,"22,890","2,568","562,234"
23,美國,花生醬獵鷹的願望,2019/12/06,采昌國際多媒體股份有限公司,FREEWAY ENTERTAINMENT KFT.,8,266,-74.25%,"55,655","2,320","498,933"
24,日本,人間失格：太宰治與他的3個女人,2019/12/06,車庫娛樂股份有限公司,"ASMIK ACE, INC.",19,"1,300",-67.85%,"295,866","8,637","1,994,153"
25,日本,一屍到底番外篇：好萊塢大作戰！,2019/12/06,車庫娛樂股份有限公司,NIKKATSU CORPORATION,2,5,-97.93%,"1,080",561,"129,503"
26,中華民國,我的靈魂是愛做的,2019/12/06,即刻映像有限公司,即刻映像有限公司##海鵬影業有限公司,11,453,-75.10%,"101,715","5,469","1,211,961"
27,阿爾及利亞,女孩要革命,2019/12/06,光年映畫有限公司,Jour2Fête,3,56,-81.33%,"12,365",773,"161,260"
28,德國,呆萌特務,2019/12/06,木棉花國際股份有限公司,Telepool GmbH,23,504,-80.32%,"108,835","6,701","1,494,400"
29,法國,抓狂博物館,2019/12/06,天馬行空數位有限公司,CHARADES,2,22,-88.66%,"4,800",417,"87,492"
30,美國,野蠻遊戲：全面晉級,2019/12/04,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,97,"111,760",-53.00%,"25,978,250","661,774","156,269,448"
31,英國,茱莉小姐,2019/12/04,威秀影城股份有限公司,The Royal National Theatre,6,131,0.00%,"86,200",131,"86,200"
32,英國,《悲慘世界》25周年紀念演唱會,2019/12/01,威秀影城股份有限公司,Universal Pictures Visual Programming Limited,2,47,-56.07%,"35,920",209,"154,680"
33,丹麥,懸案密碼前傳-瓶中信,2019/11/29,峻龍國際有限公司,"MultiVisionnaire , Inc",2,39,-89.76%,"8,650","5,201","1,133,399"
34,馬來西亞,夕霧花園,2019/11/29,香港商甲上娛樂有限公司台灣分公司,"CJ ENM CO.,LTD",11,"1,205",-63.04%,"266,310","16,853","3,813,465"
35,美國,暴走曼哈頓,2019/11/29,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",15,214,-91.51%,"46,875","31,761","7,055,768"
36,法國,寂寞診療室,2019/11/29,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,MK2 FILMS,1,2,-95.45%,520,925,"196,715"
37,美國,布魯克林孤兒,2019/11/29,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,13,235,-88.77%,"53,345","20,599","4,643,544"
38,美國,鋒迴路轉,2019/11/28,車庫娛樂股份有限公司,LIONS GATE INTERNATIONAL (UK) LIMITED,58,"17,309",-48.86%,"4,062,944","149,214","34,572,611"
39,美國,賽道狂人,2019/11/26,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",95,"31,575",-47.67%,"7,733,041","282,456","69,216,999"
40,英國,麂皮：永不滿足,2019/11/22,翻面映畫有限公司,White Light International Media Ltd,1,22,-71.05%,"5,520","1,583","365,985"
41,日本,麵包超人電影版：發光吧！冰淇淋王國的香草公主,2019/11/22,曼迪傳播有限公司,"TMS ENTERTAINMENT CO., LTD.",2,43,-18.87%,"10,890","1,006","240,105"
42,南韓,82年生的金智英,2019/11/22,車庫娛樂股份有限公司,"LOTTE CULTUREWORKS CO., LTD.",45,"13,051",-37.28%,"3,079,378","125,778","29,513,024"
43,日本,BanG Dream! FILM LIVE,2019/11/22,木棉花國際股份有限公司,Bushiroad Inc.,5,91,-75.73%,"20,345","9,458","2,264,053"
44,美國,冰雪奇緣2,2019/11/21,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",97,"74,593",-48.27%,"17,437,073","1,325,499","314,044,802"
45,印度,萬萬沒想到,2019/11/15,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STAR INDIA PRIVATE LIMITED, Through its division, FOX STAR STUDIOS",12,474,-59.63%,"103,928","47,889","10,874,534"
46,美國,神機有毛病,2019/11/15,采昌國際多媒體股份有限公司,FILM & TV HOUSE LIMITED,1,6,-90.91%,"1,650","37,121","8,602,070"
47,日本,HELLO WORLD,2019/11/15,車庫娛樂股份有限公司,"TOHO CO., LTD.",5,296,-72.41%,"67,699","34,581","8,147,663"
48,日本,為美好的世界獻上祝福！紅傳說,2019/11/15,向洋影業有限公司,株式会社KADOKAWA,8,568,-69.87%,"138,288","41,793","10,509,468"
49,中華民國,那個我最親愛的陌生人,2019/11/12,張作驥電影工作室有限公司,張作驥電影工作室有限公司,2,175,65.09%,"33,845","5,905","1,253,737"
50,美國,安眠醫生,2019/11/08,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,5,51,-89.61%,"12,080","122,591","29,399,074"
51,中華民國,重甲機神：神降臨,2019/11/08,威視股份有限公司,乾坤一擊創意股份有限公司,1,9,350.00%,"1,960","7,147","1,663,819"
52,美國,決戰中途島,2019/11/08,台北双喜電影發行股份有限公司,"BONA FILM INVESTMENT COMPANY (PACIFIC RIM, USA)",33,"1,646",-58.61%,"370,025","313,082","72,309,408"
53,日本,山田孝之的痛苦與榮耀,2019/11/08,水元素文化傳媒有限公司,SDP INC.,1,26,116.67%,"1,300",761,"161,222"
54,美國,魔鬼終結者：黑暗宿命,2019/11/07,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",5,88,-83.21%,"23,310","373,720","87,610,024"
55,美國,阿達一族,2019/11/01,高雄市電影館,Park Circus Limited,1,15,-44.44%,"3,210","87,176","20,029,715"
56,日本,紫羅蘭永恆花園外傳–永遠與自動手記人偶–,2019/11/01,采昌國際多媒體股份有限公司,"ABC ANIMATION, INC.",2,93,-86.90%,"22,057","46,257","11,236,862"
57,中華民國,陽光普照,2019/11/01,本地風光電影股份有限公司,本地風光電影股份有限公司##華文創股份有限公司##捌捌玖電影股份有限公司##鏡文學股份有限公司##聯聯看娛樂文化有限公司,23,"2,137",-60.45%,"514,557","108,221","25,649,502"
58,美國,金翅雀,2019/10/25,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,4,280,0.00%,"28,560","15,819","3,470,716"
59,法國,狙擊獵殺: 救援行動,2019/10/25,亮點國際影業有限公司,Playtime,1,48,-44.19%,"7,280","3,967","852,202"
60,美國,雙子殺手,2019/10/23,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,1,2,-98.86%,460,"545,163","132,153,631"
61,中華民國,盲人律師,2019/10/18,春暉映像有限公司,牧風電影事業有限合夥,5,972,6.93%,"216,155","27,069","5,931,771"
62,美國,黑魔女2,2019/10/17,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",2,156,119.72%,"37,360","581,506","137,153,341"
63,美國,弒婚遊戲,2019/10/09,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",9,"1,363",13.58%,"104,930","117,767","26,604,332"
64,中華民國,江湖無難事,2019/10/09,鹿路電影有限公司,上海愛美影視文化傳媒有限公司##滿滿額娛樂股份有限公司##華映娛樂股份有限公司##內容物數位電影製作有限公司##高雄人##鹿路電影有限公司##發條映画有限公司##百聿數碼創意股份有限公司,4,274,0.00%,"31,600","41,079","9,097,178"
65,美國,藍波:最後一滴血,2019/10/09,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",11,"2,298",35.26%,"194,015","124,842","27,602,036"
66,日本,海獸之子,2019/10/09,香港商甲上娛樂有限公司台灣分公司,株式會社 Beyond C.,1,166,0.00%,"8,300","36,977","8,667,646"
67,美國,屍樂園：髒比雙拼,2019/10/09,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,8,747,-7.20%,"61,195","63,309","14,305,372"
68,南韓,電影版 壞傢伙們,2019/10/09,車庫娛樂股份有限公司,"CJ ENM CO., LTD.",3,80,-52.38%,"11,650","28,453","6,458,493"
69,澳洲,108悍將,2019/10/04,台北双喜電影發行股份有限公司,Media Film International,11,"1,100",44.17%,"95,525","25,261","5,458,810"
70,美國,小丑,2019/10/03,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,2,40,-86.25%,"8,880","1,378,750","330,422,335"
71,日本,信用詐欺師JP,2019/09/27,傳影互動股份有限公司,PONY CANYON INC,1,26,-63.89%,"3,900","15,408","3,535,367"
72,美國,校外打怪教學,2019/09/27,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,PROTAGONIST PICTURES LIMITED,2,232,63.38%,"15,800","20,752","4,546,530"
73,英國,無間行動,2019/09/27,星泰國際娛樂股份有限公司,Batrax Entertainment,2,58,-67.60%,"7,080","34,420","7,703,562"
74,中華民國,返校,2019/09/20,影一製作所股份有限公司,影一製作所股份有限公司##遊戲橘子數位科技股份有限公司##英屬維京群島商敦宜股份有限公司台灣分公司##樂到家國際娛樂股份有限公司##一條龍虎豹國際娛樂有限公司##財團法人臺中市影視發展基金會##高雄市電影館##美商華納兄弟（遠東）股份有限公司台灣分公司,1,68,-61.80%,"15,840","1,109,717","259,550,995"
75,美國,唐頓莊園,2019/09/20,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,1,71,121.88%,"10,850","10,728","2,499,448"
76,日本,我變笨了，請多多指教。,2019/09/20,車庫娛樂股份有限公司,PONY CANYON INC.,1,100,0.00%,"21,000","2,529","541,282"
77,美國,星際救援,2019/09/20,台北双喜電影發行股份有限公司,BONA FILM INVESTMENT COMPANY,4,240,-67.30%,"21,495","146,014","34,110,908"
78,美國,舞孃騙很大,2019/09/12,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",3,438,742.31%,"31,380","31,473","6,987,069"
79,美國,好小男孩,2019/09/12,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,5,405,17.73%,"34,150","35,805","8,231,700"
80,加拿大,衝擊真相,2019/09/12,威視股份有限公司,BANKSIDE FILMS LTD,2,160,175.86%,"11,350","8,444","1,880,918"
81,日本,天氣之子,2019/09/12,車庫娛樂股份有限公司,"TOHO CO., LTD.",1,49,-60.48%,"10,570","685,742","164,853,431"
82,日本,大叔之愛電影版,2019/09/06,采昌國際多媒體股份有限公司,TV Asahi Corporation,2,88,17.33%,"10,230","29,099","6,798,587"
83,美國,牠 第二章,2019/09/05,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,6,451,-46.18%,"43,965","480,207","116,675,146"
84,香港,使徒行者2 諜影行動,2019/08/30,華映娛樂股份有限公司,"影聚天際影視傳媒（天津）有限公司##北京嘉映文化傳媒有限公司##喀什嘉映文化傳媒有限公司	##北京國影縱橫電影發行有限公司	##新疆烈火文化傳媒有限公司	##優酷電影有限公司	##華夏電影發行有限責任公司	##阿里巴巴影業(北京)有限公司	##天津貓眼微影文化傳媒有限公司	##耳東文化(北京)有限公司	##大名娛樂有限公司	##電視廣播有限公司	##天下一電影製作有限公司	##北京嘉映春天影業有限公司	##邵氏兄弟國際影業有限公司	##墨客行影業（北京）有限公司##天馬電影出品(香港)有限公司",1,25,-53.70%,"3,500","23,440","5,001,687"
85,美國,你願意嫁給我老公嗎？,2019/08/30,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Cornerstone Films LTD,1,47,-54.81%,"3,760","8,692","1,730,303"
86,南韓,極限逃生,2019/08/30,車庫娛樂股份有限公司,"CJ ENM CO., LTD.",1,58,-63.29%,"4,520","143,512","32,087,898"
87,中華民國,下半場,2019/08/23,下半場電影股份有限公司,下半場電影股份有限公司##華研國際音樂(股)公司##國賓影城(股)公司##高雄市電影館##美商華納兄弟(遠東)股份有限公司##逆光電影(股)公司##有享娛樂(股)公司##福斯傳媒有限公司##華策影業(天津)有限公司,1,150,-73.59%,"7,500","102,238","22,965,941"
88,美國,全面攻佔3: 天使救援,2019/08/21,海樂影業股份有限公司,"NU IMAGE,INC.",7,779,-30.88%,"68,875","636,363","147,385,602"
89,日本,普羅米亞,2019/08/16,中影股份有限公司,東寶株式會社,7,"2,482",-64.64%,"1,076,991","74,742","20,500,483"
90,美國,獅子王,2019/07/17,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",1,205,-32.57%,"10,250","1,318,888","314,839,182"
91,美國,玩具總動員 4,2019/06/20,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",1,35,-85.42%,"1,750","1,347,740","312,715,035"
92,加拿大,哈柏太空之旅 3D,2019/02/04,國際電影事業有限公司,IMAX Corporation,1,1,100.00%,150,555,"79,650"
93,加拿大,深海獵奇 3D,2019/02/03,國際電影事業有限公司,IMAX Corporation,1,333,33300.00%,"40,890","1,176","146,209"
94,法國,全面開戰,2018/12/02,佳映娛樂國際股份有限公司,MK2 Films,1,1,0.00%,100,824,"177,091"
95,捷克,無人知曉的七月十日,2016/07/22,聯影企業股份有限公司,ARIZONA PRODUCTIONS,1,4,0.00%,580,"2,184","468,140"
