序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額
23,日本,蜜蜂與遠雷,2020/02/07,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"Toho Co., Ltd",7,455,-55.08%,"99,500","6,155","1,392,613"
24,日本,電影版 輝夜姬想讓人告白～天才們的戀愛頭腦戰～,2020/02/07,車庫娛樂股份有限公司,"TOKYO BROADCASTING SYSTEM TELEVISION, INC.",7,311,-69.75%,"78,394","6,229","1,512,174"
25,美國,我的寶貝男孩,2020/02/07,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,2,27,-76.92%,"5,970","1,031","223,824"
26,英國,我們的相愛時光,2020/02/07,亮點國際影業有限公司,Protagonist Pictures Limited,1,5,-96.43%,"1,120","1,213","248,643"
27,南韓,閃耀的成人羅曼史,2020/02/07,英屬維京群島商映畫聯合有限公司台灣分公司,"KT HITEL CO., LTD.",1,0,-100.00%,0,101,"21,890"
28,美國,猛禽小隊: 小丑女大解放,2020/02/06,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,98,"26,786",-59.27%,"6,320,682","459,770","109,998,491"
29,越南,鬼魅之家,2020/01/31,水元素文化傳媒有限公司,"SKYLINE MEDIA CO., LTD",1,4,-98.00%,780,"4,327","991,803"
30,美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,90,"16,102",-53.20%,"4,080,584","287,180","70,494,496"
31,南韓,紅鞋公主與七矮人,2020/01/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",22,585,-64.63%,"135,376","22,414","5,177,027"
32,美國,黑水風暴,2020/01/30,車庫娛樂股份有限公司,"STORYTELLER DISTRIBUTION CO., LLC",3,74,-73.57%,"17,120","11,511","2,656,236"
33,中華民國,你的情歌,2020/01/23,香港商甲上娛樂有限公司台灣分公司,奇想事企業有限公司##能率影業股份有限公司##香港商甲上娛樂有限公司台灣分公司 ##采昌國際多媒體股份有限公司  ##英屬維京群島商敦宜股份有限公司台灣分公司,40,"1,951",-66.64%,"458,660","81,992","19,231,228"
34,美國,杜立德,2020/01/23,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,55,"1,036",-82.40%,"242,087","315,645","75,745,819"
35,美國,紳士追殺令,2020/01/23,車庫娛樂股份有限公司,"MIRAMAX DISTRIBUTION SERVICES, LLC",12,480,-75.70%,"127,843","92,814","22,328,370"
36,香港,肥龍過江,2020/01/23,華映娛樂股份有限公司,星王朝有限公司##上海博納文化傳媒有限公司##博納影業集團股份有限公司##上海新文化影業有限公司##電視廣播有限公司##太陽娛樂文化有限公司##上海杠杠影視文化有限公司##霍爾果斯環星影視傳媒有限公司##上海優創影視文化有限公司,1,2,-95.00%,600,"61,058","13,531,732"
37,美國,她們,2020/01/22,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,36,"3,201",-49.21%,"760,305","89,113","21,211,931"
38,美國,變身特務,2020/01/22,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",30,301,-90.26%,"69,375","180,915","41,340,912"
39,美國,深海終劫站,2020/01/22,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",18,171,-91.37%,"38,420","177,063","40,410,205"
40,日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,17,258,-23.67%,"60,503","17,497","4,128,888"
41,美國,不完美的正義,2020/01/17,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,5,44,-78.00%,"10,035","46,973","10,845,197"
42,丹麥,在黑暗中漫舞：20週年數位修復版,2020/01/17,光年映畫有限公司,TRUSTNORDISK APS,1,23,-32.35%,"6,050","4,533","1,006,971"
43,南韓,青春催落去,2020/01/17,車庫娛樂股份有限公司,CONTENTS PANDA,1,36,0.00%,"5,760","5,066","1,131,180"
44,美國,絕地戰警FOR LIFE,2020/01/16,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,54,"1,644",-75.46%,"393,833","571,228","136,536,300"
45,西班牙,逃出天堂島,2020/01/10,海樂影業股份有限公司,GEM ENTERTAINMENT KFT.,4,212,202.86%,"26,100","6,209","1,362,317"
46,日本,魯邦三世 THE FIRST,2020/01/10,向洋影業有限公司,株式会社トムス・エンタテインメント,3,56,273.33%,"7,730","13,443","3,007,170"
47,法國,星星知我心,2020/01/10,采昌國際多媒體股份有限公司,PATHE FILMS S.A.S,2,50,-43.82%,"7,420","1,430","292,550"
48,美國,兔嘲男孩,2020/01/03,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",10,423,-45.98%,"93,305","89,349","20,928,738"
49,美國,別告訴她,2020/01/03,車庫娛樂股份有限公司,"A24 INTERNATIONAL, LLC",2,96,68.42%,"10,970","10,536","2,318,658"
50,印度,真愛裁會贏,2020/01/03,水元素文化傳媒有限公司,YASH RAJ FILMS PRIVATE LIMITED,1,16,0.00%,"2,560","5,988","1,263,351"
51,美國,霹靂嬌娃,2019/12/27,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,10,"1,831",55.30%,"156,755","127,737","28,786,259"
52,法國,潛艦追緝,2019/12/27,鴻聯國際開發股份有限公司,PATHE FILMS S.A.S,4,268,26.42%,"27,070","10,211","2,182,117"
53,俄羅斯,舞力決戰,2019/12/27,原創娛樂股份有限公司,Disenire Ltd.,1,30,66.67%,"4,620","1,380","312,792"
54,美國,倒數計死,2019/12/27,采昌國際多媒體股份有限公司,"STX Productions, LLC",1,10,-66.67%,"2,130","72,763","16,619,551"
55,南韓,白頭山：半島浩劫,2019/12/24,車庫娛樂股份有限公司,"CJ ENM CO., LTD.",1,3,-96.55%,780,"498,357","115,758,503"
56,法國,燃燒女子的畫像,2019/12/20,東昊影業有限公司,MK2 Films,2,159,-13.11%,"35,220","14,917","3,295,148"
57,美國,怨靈古堡,2019/12/20,車庫娛樂股份有限公司,GEM ENTERTAINMENT KFT.,1,94,-23.58%,"5,170","3,045","622,148"
58,美國,STAR WARS : 天行者的崛起,2019/12/18,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",5,661,"1,844.12%","48,810","325,026","82,204,489"
59,美國,大說謊家,2019/12/13,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,6,207,-62.02%,"21,225","36,716","8,119,655"
60,中華民國,黑熊來了,2019/12/13,牽猴子整合行銷股份有限公司,大麥影像傳播工作室,1,60,0.00%,"13,200","51,539","11,751,965"
61,南韓,黑計畫,2019/12/13,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Contents Panda,2,147,-46.15%,"10,415","5,420","1,096,745"
62,加拿大,8級警戒,2019/12/13,車庫娛樂股份有限公司,"XYZ FILMS, LLC",1,174,-28.40%,"9,570","5,108","1,102,813"
63,美國,黑色聖誕節,2019/12/13,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,2,126,0.00%,"6,780","18,249","4,112,352"
64,南韓,復仇母親,2019/12/13,台北双喜電影發行股份有限公司,Warner Bros. Korea INC.,1,38,90.00%,"5,880","3,773","804,230"
65,英國,茱蒂,2019/12/10,采昌國際多媒體股份有限公司,"PATHE FUND LIMITED, acting through its division PATHE INTERNATIONAL",3,36,-87.23%,"8,105","12,189","2,704,628"
66,美國,去年聖誕節,2019/12/06,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,6,379,0.00%,"27,260","94,664","22,275,410"
67,美國,野蠻遊戲：全面晉級,2019/12/04,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,2,286,0.00%,"32,490","806,440","190,053,135"
68,美國,暴走曼哈頓,2019/11/29,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",2,100,-47.92%,"11,200","32,966","7,181,618"
69,美國,布魯克林孤兒,2019/11/29,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,3,90,-71.79%,"5,835","22,186","4,794,014"
70,法國,寂寞診療室,2019/11/29,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,MK2 FILMS,1,62,0.00%,"4,800",987,"201,515"
71,丹麥,懸案密碼前傳-瓶中信,2019/11/29,峻龍國際有限公司,"MultiVisionnaire , Inc",2,19,-34.48%,"2,550","5,541","1,185,259"
72,美國,賽道狂人,2019/11/26,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",8,991,"1,638.60%","81,945","315,248","77,447,618"
73,南韓,82年生的金智英,2019/11/22,車庫娛樂股份有限公司,"LOTTE CULTUREWORKS CO., LTD.",9,990,-40.75%,"82,055","142,196","32,795,542"
74,美國,冰雪奇緣2,2019/11/21,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",1,32,-81.92%,"6,490","1,450,298","343,589,003"
75,印度,萬萬沒想到,2019/11/15,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STAR INDIA PRIVATE LIMITED, Through its division, FOX STAR STUDIOS",3,159,-66.24%,"9,125","50,314","11,050,389"
76,日本,HELLO WORLD,2019/11/15,車庫娛樂股份有限公司,"TOHO CO., LTD.",1,28,0.00%,"4,480","34,987","8,239,891"
77,美國,決戰中途島,2019/11/08,台北双喜電影發行股份有限公司,"BONA FILM INVESTMENT COMPANY (PACIFIC RIM, USA)",1,73,-57.80%,"5,920","319,138","72,908,271"
78,美國,魔鬼終結者：黑暗宿命,2019/11/07,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",3,92,-61.83%,"5,550","380,022","88,150,219"
79,美國,絕鯊47：猛鯊出籠,2019/11/01,車庫娛樂股份有限公司,GEM ENTERTAINMENT KFT.,7,362,-52.68%,"31,285","28,882","6,032,145"
80,中華民國,陪你很久很久,2019/10/25,威視股份有限公司,嘉揚電影有限公司##海寧鐵幕真文化傳媒有限公司##滿滿額娛樂股份有限公司##中環國際娛樂事業股份有限公司##貴金影業傳媒股份有限公司##思美傳媒股份有限公司##海寧夢生影視文化傳媒有限公司##北京喔沃娛樂文化傳媒有限公司##薩摩亞商羚邦亞洲有限公司台灣分公司Medialink (Asia) Limited Taiwan Branch,2,116,8.41%,"11,800","57,303","12,975,261"
81,美國,雙子殺手,2019/10/23,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,2,74,-60.43%,"3,925","553,227","132,796,401"
82,美國,黑魔女2,2019/10/17,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",2,50,-65.28%,"2,710","590,061","137,801,611"
83,美國,小丑,2019/10/03,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,10,120,-82.83%,"35,305","1,391,674","331,956,240"
84,美國,囧媽的極地任務,2019/09/27,車庫娛樂股份有限公司,METRO-GOLDWYN-MAYER STUDIOS INC.,1,30,-55.22%,"2,860","12,038","2,421,241"
85,中華民國,返校,2019/09/20,影一製作所股份有限公司,影一製作所股份有限公司##遊戲橘子數位科技股份有限公司##英屬維京群島商敦宜股份有限公司台灣分公司##樂到家國際娛樂股份有限公司##一條龍虎豹國際娛樂有限公司##財團法人臺中市影視發展基金會##高雄市電影館##美商華納兄弟（遠東）股份有限公司台灣分公司,1,35,-55.13%,"2,940","1,120,871","260,457,270"
86,南韓,極限逃生,2019/08/30,車庫娛樂股份有限公司,"CJ ENM CO., LTD.",1,165,0.00%,"37,745","143,677","32,125,643"
87,日本,普羅米亞,2019/08/16,中影股份有限公司,東寶株式會社,1,85,-62.05%,"22,950","76,811","21,325,450"
88,美國,從前，有個好萊塢,2019/07/24,台北双喜電影發行股份有限公司,"Bona Film Investment Company (Pacific RIM, USA)",1,5,-82.14%,"1,090","158,004","37,688,011"
89,南韓,寄生上流,2019/06/28,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,CJ ENM CO. LTD,25,"2,531",-57.01%,"592,163","647,396","150,984,015"
90,西班牙,騙局,2019/03/22,海鵬影業有限公司,Latido Consorcio De Exportacion Del Cine Espanol SL,1,4,0.00%,500,"6,407","1,430,188"
91,加拿大,哈柏太空之旅 3D,2019/02/04,國際電影事業有限公司,IMAX Corporation,1,0,-100.00%,0,597,"85,565"
92,加拿大,深海獵奇 3D,2019/02/03,國際電影事業有限公司,IMAX Corporation,1,0,0.00%,0,"1,196","148,899"
93,日本,夏日大作戰,2018/08/10,傳影互動股份有限公司,STUDIO CHIZU LLP,5,454,1.34%,"212,230","7,989","3,477,991"
94,日本,亂,2017/09/29,傳影互動股份有限公司,(英國)STUDIOCANAL LTD.,1,1,-83.33%,220,949,"215,015"
95,法國,巴黎交易員,2017/05/12,海鵬影業有限公司,LE PACTE,1,3,0.00%,400,"3,975","899,845"
96,英國,李爾王,2016/04/23,威秀影城股份有限公司,THE ROYAL NATIONAL THEATRE,2,33,175.00%,"22,540","1,456","1,010,700"
97,日本,羅生門,2015/02/05,傳影互動股份有限公司,KADOKAWA CORPORATION,1,1,100.00%,200,12,"2,335"
98,義大利,海上鋼琴師,1998/01/01,海鵬影業有限公司,True Colours Glorious Films Srl,1,12,-66.67%,"3,080","17,128","3,881,813"
99,日本,咒怨 電影版,2003/8/3,暗光鳥有限公司,KADOKAWA CORPORATION,6,160,-29.82%,"34,637",388,"85,470"
