序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,銷售金額,累計銷售票數,累計銷售金額
73,日本,銀魂2：規矩是為了被打破而存在的,2018/08/24,車庫娛樂股份有限公司,TV TOKYO CORPORATION,1,2,420,"26,932","6,373,013"
74,美國,拳力逃脫,2018/08/17,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX PRODUCTIONS,LLC",5,434,"53,360","49,129","10,781,262"
75,中華民國,范保德,2018/08/17,鏡象電影製作有限公司,積木影像製作有限公司,2,240,"40,455","16,844","3,769,875"
76,日本,每天回家老婆都在裝死,2018/08/17,車庫娛樂股份有限公司,COLORBIRD INC.,3,80,"17,465","48,305","11,106,797"
77,日本,未來的未來,2018/08/17,傳影互動股份有限公司,NIPPON TELEVISION-STUDIO CHIZU LLP,2,89,"15,055","55,183","12,651,238"
78,中華民國,鬥魚,2018/08/17,星泰國際娛樂股份有限公司,多曼尼製作有限公司##星泰國際娛樂股份有限公司##旺旺中時媒體集團##宏璟建設股份有限公司##樂到家國際娛樂股份有限公司##香港商福斯傳媒有限公司台灣分公司##(大陸)霍爾果斯鑫岳影視傳媒有限公司##(大陸)霍爾果斯觀達影視文化傳播有限公司,8,21,"4,870","134,033","30,359,639"
79,日本,娼年,2018/08/10,車庫娛樂股份有限公司,COLORBIRD INC.,1,24,"3,550","4,200","902,197"
80,日本,夏日大作戰,2018/08/10,傳影互動股份有限公司,STUDIO CHIZU LLP,1,22,"3,300",716,"157,206"
81,日本,怪物的孩子,2018/08/10,傳影互動股份有限公司,NIPPON TELEVISION-STUDIO CHIZU LLP,1,21,"3,200",230,"47,965"
82,美國,巨齒鯊,2018/08/10,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,2,9,"1,960","689,077","161,617,771"
83,南韓,與神同行：最終審判,2018/08/08,采昌國際多媒體股份有限公司,(匈牙利)FREEWAY ENTERTAINMENT KFT.,22,873,"205,695","2,006,954","479,371,229"
84,美國,怒火邊界2：毒刑者,2018/08/03,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,(英國)LIONS GATE INTERNATIONAL(UK) LIMITED,10,975,"80,565","27,639","5,550,431"
85,日本,道別的早晨就用約定之花點綴吧,2018/08/03,向洋影業有限公司,Hakuhodo DY music ＆ pictures Inc.,1,21,"4,840","16,369","4,024,258"
86,美國,超能救援,2018/07/27,威視股份有限公司,(英國)CONTENT MEDIA CORPORATION INTERNATIONAL LIMITED,1,66,"3,630","3,718","684,744"
87,美國,不可能的任務：全面瓦解,2018/07/25,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,9,286,"79,510","1,881,251","446,211,455"
88,泰國,把哥哥退貨可以嗎,2018/07/20,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,GDH 559 Company Limited,7,888,"89,165","42,990","9,146,880"
89,義大利,霧中的女孩,2018/07/20,車庫娛樂股份有限公司,(法國)STUDIOCANAL,2,100,"14,830","2,781","603,232"
90,日本,孤狼之血,2018/07/20,可樂藝術文創股份有限公司,"TOEI COMPANY,LTD.",2,94,"13,960","2,468","527,108"
91,俄羅斯,神佈局,2018/07/20,星泰國際娛樂股份有限公司,(美國)FREEWAY ENTERTAINMENT KFT.,2,101,"7,040","20,395","4,035,874"
92,美國,震撼真相,2018/07/20,華聯國際影音股份有限公司,"VOLTAGE PICTURES, LLC",3,100,"6,995","5,649","968,409"
93,印度,母親的告白,2018/07/20,車庫娛樂股份有限公司,(模里西斯)ATL MEDIA LTD,1,39,"6,240",765,"163,520"
94,南韓,揭密風暴,2018/07/20,華聯國際影音股份有限公司,M-LINE DISTRIBUTION,1,30,"4,500",633,"137,420"
95,義大利,願望咖啡館,2018/07/20,海鵬影業有限公司,TRUE COLOURS glorious films S.r.l.,1,28,"3,360","9,698","2,070,402"
96,美國,尖叫旅社3:怪獸假期,2018/07/19,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,1,67,"13,450","306,681","68,401,760"
97,日本,小偷家族,2018/07/13,采昌國際多媒體股份有限公司,GAGA Corporation,10,"1,216","117,610","64,679","14,233,512"
98,美國,高年級姐妹會,2018/07/13,威視股份有限公司,(匈牙利)GEM ENTERTAINMENT KFT.,4,381,"40,210","18,929","3,970,847"
99,美國,摩天大樓,2018/07/12,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,10,"2,762","193,315","802,577","187,198,117"
100,中華民國,切小金家的旅館,2018/07/12,良人行影業有限公司,良人行影業有限公司##麥加芬電影製作有限公司##阿榮影業股份有限公司##香港商福斯傳媒有限公司臺灣分公司##威像電影有限公司##(大陸)華策影業（天津）有限公司,4,362,"42,710","89,799","19,749,831"
101,日本,名偵探柯南:零的執行人,2018/07/06,向洋影業有限公司,"TMS ENTERTAINMENT CO.,LTD.",7,"1,182","73,360","381,185","87,671,094"
102,美國,蟻人與黃蜂女,2018/07/04,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",17,"2,598","218,935","1,265,099","296,572,409"
103,南韓,燃燒烈愛,2018/06/29,華聯國際影音股份有限公司,"FINECUT CO., LTD.",1,67,"10,490","8,388","1,819,843"
104,法國,愛情不輪轉,2018/06/29,海樂影業股份有限公司,GAUMONT S.A.,1,29,"4,450","2,646","556,422"
105,美國,超人特攻隊2,2018/06/27,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",5,670,"75,270","1,137,681","259,656,777"
106,美國,當愛未成往事,2018/06/22,威視股份有限公司,(英國)EMBANKMENT FILMS LIMITED.,2,176,"14,200","7,872","1,710,290"
107,美國,跟著IKEA衣櫥去旅行,2018/06/22,香港商甲上娛樂有限公司台灣分公司,(法國)TF1 DROITS AUDIOVISUELS,3,124,"10,570","25,434","5,342,130"
108,南韓,信徒,2018/06/22,車庫娛樂股份有限公司,CONTENTS PANDA,1,32,"4,480","5,499","1,194,021"
109,美國,貼背戰,2018/06/22,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,1,41,"3,280","144,979","32,690,121"
110,美國,宿怨,2018/06/15,傳影互動股份有限公司,A24 INTERNATIONAL LLC,1,38,"5,320","114,816","26,443,700"
111,南韓,小森林,2018/06/15,車庫娛樂股份有限公司,M-LINE DISTRIBUTION,1,29,"4,690",862,"188,926"
112,英國,時尚鬼才:McQueen,2018/06/15,捷傑有限公司,EMBANKMENT FILMS LTD,1,7,"1,100","4,777","1,083,596"
113,美國,瞞天過海:八面玲瓏,2018/06/14,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,3,309,"19,060","617,510","142,536,391"
114,日本,幻之光,2018/06/08,傳影互動股份有限公司,(法國)CELLULOID DREAMS SAS,1,31,"4,900","1,865","394,490"
115,美國,侏羅紀世界:殞落國度,2018/06/06,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,3,416,"25,820","2,554,061","621,635,854"
116,美國,2001太空漫遊,2018/06/04,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,1,67,"10,700","4,316","1,056,521"
117,美國,復仇者聯盟：無限之戰,2018/04/25,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",1,41,"3,300","2,596,803","641,776,135"
118,英國,春光之境,2018/04/13,車庫娛樂股份有限公司,PROTAGONIST PICTURES LIMITED,1,56,"8,870","1,509","323,625"
119,美國,一級玩家,2018/03/29,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,7,157,"57,170","1,416,308","362,043,453"
120,日本,第三次殺人,2018/01/12,傳影互動股份有限公司,GAGA CORPORATION,1,13,"2,050","5,370","1,197,903"
121,南韓,與神同行,2017/12/22,采昌國際多媒體股份有限公司,(匈牙利)FREEWAY ENTERTAINMENT KFT.,2,105,"25,275","2,201,857","513,309,442"
122,法國,今生情未了,2017/12/15,東昊影業有限公司,(法國)STUDIOCANAL S.A.S.,1,69,"12,860","1,864","377,885"
123,中華民國,血觀音,2017/11/24,原子映象有限公司,中環國際娛樂事業股份有限公司##原子映象有限公司##高雄人##?學影像製作有限公司,1,3,600,"394,831","88,619,725"
124,美國,哈佛沒教的幸福課,2017/09/08,海鵬影業有限公司,"RADIANT FILMS INTERNATIONAL,LLC##CARRIE PILBY PRODUCTIONS,LLC",1,100,"21,000","10,964","2,502,663"
125,法國,艾蜜莉的異想世界,2017/08/04,南強國際影視傳播有限公司,GAUMONT S.A.,1,81,"15,360","5,876","1,285,165"
126,日本,下一站，天國,2016/12/15,傳影互動股份有限公司,(法國)CELLULOID DREAMS SAS,1,30,"4,600","1,346","278,585"
127,日本,比海還深,2016/09/02,傳影互動股份有限公司,GAGA CORPORATION,1,43,"6,600","22,131","4,903,212"
128,法國,巴黎野玫瑰,2016/05/27,南強國際影視傳播有限公司,LE PETIT BUREAU,1,81,"15,260","2,769","626,555"
129,日本,少女與戰車劇場版,2016/05/13,睿客新創有限公司,HAKUHODO DY MUSIC & PICTURES INC.,5,85,"38,190","31,721","14,608,058"
130,日本,海街日記,2015/09/11,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,GA GA CORPORATION,1,33,"5,000",465,"91,780"
131,日本,我的意外爸爸,2013/10/25,傳影互動股份有限公司,GAGA CORPORATION,1,26,"4,000",483,"98,675"
132,日本,橫山家之味,2009/04/03,傳影互動股份有限公司,(法國) CELLULOID DREAMS SAS,1,17,"2,700","1,107","228,955"
133,日本,無人知曉的夏日清晨,2005/02/04,傳影互動股份有限公司,(法國) CELLULOID DREAMS SAS,1,73,"10,900","1,648","346,130"
