序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,銷售金額,累計銷售票數,累計銷售金額
1,荷蘭,去他X的放蕩青春,2018/10/01,鴻基國際視訊股份有限公司,(法國)WIDE SALES AGENT,1,73,"11,300",113,"17,300"
2,日本,當愛沉睡時,2018/10/01,車庫娛樂股份有限公司,(韓國)M-LINE DISTRIBUTION,1,59,"9,130",80,"12,430"
3,日本,仙人畫家：熊谷守一,2018/10/01,輝洪開發股份有限公司,NIKKATSU CORPORATION,1,35,"5,350",46,"7,050"
4,日本,送行者：禮儀師的樂章,2018/10/01,車庫娛樂股份有限公司,"SHOCHIKU CO.,LTD.",1,11,"1,750",30,"4,710"
5,美國,小腳怪,2018/09/28,美商華納兄弟(遠東)股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,90,"24,811","5,620,945","65,613","14,840,956"
6,美國,人肉搜索,2018/09/28,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,53,"20,106","4,658,003","40,683","9,402,024"
7,美國,判決,2018/09/28,傳影互動股份有限公司,(匈牙利)GEM ENTERTAINMENT KFT,15,"5,572","1,254,787","10,764","2,441,305"
8,馬來西亞,李宗偉：敗者為王,2018/09/28,星泰國際娛樂股份有限公司,志博影業有限公司##馬虎電影有限公司,15,"5,123","1,116,060","10,247","2,258,545"
9,俄羅斯,厲可拍,2018/09/28,威視股份有限公司,DECOMPIS TRADING LIMITED,37,"4,457","1,017,089","13,162","3,015,299"
10,日本,陪睡大人,2018/09/28,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"TOHO CO.,LTD",25,"2,539","552,831","6,323","1,393,621"
11,香港,歐洲攻略,2018/09/28,華映娛樂股份有限公司,（英屬維京群島）春光映?(BLOCK 2 PICTURES INC.)##（英屬維京群島）見天地電影工作室有限公司(MASTER CHINA FILMS LTD.)##（大陸）上海銀潤傳媒廣告有限公司##（大陸）西藏恆信天地影視有限公司##（大陸）浙江天意影視有限公司##（香港）美亞電影製作有限公司,54,"2,160","470,025","7,404","1,622,557"
12,美國,鬼店,2018/09/28,美商華納兄弟(遠東)股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,10,"1,830","441,400","5,581","1,392,431"
13,香港,阿飛正傳,2018/09/28,華映娛樂股份有限公司,(英屬維京群島)EAST ASIA FILMS DISTRIBUTION LIMITED##(香港)ESUN.COM LIMITED,7,"1,633","379,260","4,351","1,017,890"
14,南韓,物怪,2018/09/28,車庫娛樂股份有限公司,"FINECUT CO., LTD.",17,927,"203,615","4,225","934,503"
15,中國大陸,塑料王國,2018/09/28,視納華仁文化傳播股份有限公司,（香港）CNEX FOUNDATION LIMITED##（大陸）北京泰岳文化傳播有限責任公司（BEIJING TYC MEDIA）,9,649,"142,380","1,895","415,422"
16,義大利,外慾,2018/09/28,海鵬影業有限公司,TURE COLOURS GLORIOUS FILMS S.R.L.,9,652,"135,990","1,316","272,842"
17,日本,貓是用來抱的,2018/09/28,天馬行空數位有限公司,"KINO FILMS CO., LTD.",16,456,"100,325","1,405","316,874"
18,日本,愛哭鬼的棋蹟,2018/09/28,可樂藝術文創股份有限公司,WOWOW INC.,12,415,"90,155","1,134","251,308"
19,芬蘭,重金屬之旅,2018/09/28,聯影企業股份有限公司,(丹麥)LEVELKAPS,6,321,"71,275",680,"152,345"
20,南韓,中國城,2018/09/28,華聯國際影音股份有限公司,CJ E&M CORPORATION,6,173,"34,350",452,"93,250"
21,南韓,優雅的謊言,2018/09/28,華聯國際影音股份有限公司,CJ E&M CORPORATION,6,122,"24,405",348,"73,335"
22,南韓,青春，未完待續,2018/09/28,華聯國際影音股份有限公司,CJ E&M CORPORATION,6,75,"15,915",182,"39,525"
23,美國,極限獵殺,2018/09/28,暗光鳥有限公司,MPI MEDIA GROUP,4,62,"14,050",110,"24,630"
24,南韓,格鬥驕陽,2018/09/28,華聯國際影音股份有限公司,CJ E&M CORPORATION,5,57,"11,580",132,"27,055"
25,南韓,陽光姐妹淘,2018/09/28,華聯國際影音股份有限公司,CJ E&M CORPORATION,6,46,"9,045",104,"21,725"
26,英國,阿喀郎版吉賽兒,2018/09/27,威秀影城股份有限公司,ENGLISH NATIONAL BALLET,3,69,"46,400",69,"46,400"
27,日本,一屍到底,2018/09/21,車庫娛樂股份有限公司,NIKKATSU CORPORATION,76,"63,787","14,641,735","150,564","34,467,931"
28,美國,凸搥特派員:三度出擊,2018/09/21,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,89,"33,607","7,756,646","231,269","53,360,095"
29,美國,惡魔島,2018/09/21,香港商甲上娛樂有限公司台灣分公司,"RED GRANITE INTERNATIONAL,INC",58,"26,261","6,155,663","149,100","35,046,033"
30,香港,黃金兄弟,2018/09/21,牽猴子整合行銷股份有限公司,耀萊文娛發展有限公司##影藝人娛樂製作有限公司##(大陸)北京耀暘信盈投資有限公司##(中華民國)寬魚國際股份有限公司,79,"7,482","1,702,263","65,731","15,097,533"
31,美國,血薄荷,2018/09/21,海樂影業股份有限公司,(匈牙利)GEM ENTERTAINMENT KFT.,66,"6,215","1,361,297","66,747","14,660,764"
32,日本,電影版【空中急診英雄─海空災難最終救援─】,2018/09/21,英屬維京群島商高捷全球開發有限公司 台灣分公司,"PONY CANYON,INC",42,"5,205","1,214,823","39,365","9,344,515"
33,美國,極地之王,2018/09/21,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,52,"1,124","247,165","21,452","4,778,461"
34,日本,退而不休,2018/09/21,天馬行空數位有限公司,"TOEI COMPANY,LTD.",9,613,"123,860","3,702","780,762"
35,日本,麵包超人電影版閃耀吧！庫倫與生命之星,2018/09/21,曼迪傳播有限公司,"TMS ENTERTAINMENT CO.,LTD.",14,356,"80,048","3,966","897,819"
36,義大利,情遇那不勒斯,2018/09/21,海鵬影業有限公司,TRUE COLOURS GLORIOUS FILMS  S.R.L.,9,364,"76,970","2,788","568,084"
37,美國,盲點,2018/09/21,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,(英國)LIONS GATE INTERNATIONAL(UK) LIMITED,12,228,"53,750","2,758","630,069"
38,日本,睡著也好醒來也罷,2018/09/21,東昊影業有限公司,(法國)MK2,3,165,"37,410","1,374","305,368"
39,南韓,追擊者,2018/09/21,車庫娛樂股份有限公司,"FINECUT CO., LTD",3,99,"22,655","1,170","257,355"
40,泰國,明天，最後一天,2018/09/21,鏡象電影製作有限公司,(香港)ASIAN SHADOWS INTERNATIONAL SALES LIMITED,5,67,"15,195",971,"215,827"
41,義大利,活屍電梯,2018/09/21,暗光鳥有限公司,(德國)BETA CINEMA GMBH,2,9,"1,840",194,"42,245"
42,西班牙,鳥男孩,2018/09/21,本萃電影有限公司,LATIDO CONSORCIO DE EXPORTACION DEL CINE ESPANOL S.L.,2,6,"1,330",82,"18,330"
43,義大利,愛慾圓舞曲,2018/09/21,暗光鳥有限公司,(法國)WTFILMS,1,5,980,77,"16,670"
44,美國,失蹤網紅,2018/09/14,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,(英國)LIONS GATE INTERNATIONAL(UK) LIMITED,58,"6,547","1,568,888","98,448","22,829,211"
45,美國,終極戰士：掠奪者,2018/09/14,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,81,"3,752","864,636","183,740","43,101,660"
46,德國,無聊的人生我死也不要,2018/09/14,安可電影股份有限公司,GLOBAL SCREEN GMBH,6,530,"114,939","11,228","2,585,066"
47,中華民國,搖滾樂殺人事件,2018/09/14,星泰國際娛樂股份有限公司,大吉祥整合行銷有限公司,12,420,"93,360","5,620","1,280,294"
48,美國,德魯大叔,2018/09/14,車庫娛樂股份有限公司,(英國)LIONS GATE INTERNATIONAL(UK) LIMITED,13,243,"55,630","17,695","4,210,611"
49,南韓,致命目擊,2018/09/14,采昌國際多媒體股份有限公司,(匈牙利)ATRIUM PRODUCTIONS KFT,13,186,"43,205","19,326","4,425,060"
50,阿根廷,密謀,2018/09/14,本萃電影有限公司,(西班牙)LATIDO CONSORCIO DE EXPORTACION DEL CINE ESPANOL SL,10,183,"41,725","9,442","2,183,421"
51,英國,戲夢巴黎,2018/09/14,車庫娛樂股份有限公司,HANWAY FILMS LIMITED,3,184,"38,310","1,892","397,880"
52,中華民國,藍色項圈,2018/09/14,威視股份有限公司,中環國際娛樂事業股份有限公司##華文創股份有限公司##頑影映像有限公司,12,148,"33,575","11,068","2,510,144"
53,南韓,婚禮的那一天,2018/09/14,車庫娛樂股份有限公司,OPUS PICTURES,7,73,"17,320","8,557","1,992,989"
54,法國,北極上學趣,2018/09/14,佳映娛樂國際股份有限公司,KINOLOGY,3,68,"14,105","1,898","420,120"
55,美國,美國動物,2018/09/14,采昌國際多媒體股份有限公司,AMERICAN ANIMAL PICTURES LIMITED,2,64,"13,660","3,359","749,552"
56,日本,我很好,2018/09/14,捷傑有限公司,KINO FILMS,3,41,"8,870",820,"188,956"
57,義大利,當我們困在一起,2018/09/14,捷傑有限公司,(法國)INDIE SALES COMPANY,1,41,"6,330",906,"187,636"
58,日本,K SEVEN STORIES EPISODE 3「SIDE：GREEN～覆寫世界～」,2018/09/14,曼迪傳播有限公司,"KING RECORD CO., LTD.",2,7,"1,650",957,"220,503"
59,中華民國,山的那一邊,2018/09/07,內容物數位電影製作有限公司,內容物數位電影製作有限公司##華映娛樂股份有限公司##滿滿額娛樂有限公司,11,246,"53,495","24,110","5,353,191"
60,法國,與神同行的少年,2018/09/07,前景娛樂有限公司,LE PACTE,1,146,"24,300","1,257","263,815"
61,美國,婚禮冤家,2018/09/07,香港商甲上娛樂有限公司台灣分公司,"JELLYFISH BLOOM INTERNATIONAL,LLC",1,37,"7,990","27,124","6,290,663"
62,南韓,北風,2018/09/07,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,CJ E&M CORPORATION,2,27,"6,460","10,119","2,319,561"
63,美國,鬼修女,2018/09/06,美商華納兄弟(遠東)股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,77,"4,327","1,023,364","473,992","112,156,019"
64,中華民國,粽邪,2018/08/31,華影國際影藝有限公司,緯來電視網股份有限公司##一起影業製作有限公司##華達星多媒體事業股份有限公司##志嘉建設股份有限公司##華影國際影藝有限公司##和合佰納媒體事業股份有限公司,22,368,"83,696","217,862","49,081,260"
65,中華民國,生生,2018/08/31,老灰狼影片製作有限公司,老灰狼影片製作有限公司,1,89,"18,690","8,395","1,840,868"
66,美國,暗算,2018/08/31,可樂藝術文創股份有限公司,FORTITUDE INTERNATIONAL INC.,1,86,"13,140","1,169","254,357"
67,日本,HIDE：來春之約,2018/08/31,翻面映畫有限公司,KADOKAWA CORPORATION,1,25,"6,110","4,806","1,087,100"
68,日本,武士的一分,2018/08/31,車庫娛樂股份有限公司,"SHOCHIKU CO.,LTD.",1,5,700,603,"123,110"
69,美國,私刑教育2,2018/08/30,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,24,678,"159,550","300,313","69,628,485"
70,美國,瘋狂亞洲富豪,2018/08/24,美商華納兄弟(遠東)股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,38,"3,932","988,187","274,293","64,987,697"
71,美國,我願意,2018/08/24,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX PRODUCTIONS,LLC",6,717,"75,305","4,936","953,151"
72,香港,大師兄,2018/08/24,華映娛樂股份有限公司,(香港)星王朝有限公司##(香港)太陽娛樂文化有限公司##(香港)超級子彈影業有限公司##(大陸)北京博納影業有限公司##(大陸)耳東影業(北京)有限公司##(大陸)霍爾果斯環星影視傳媒有限公司##(大陸)上海博納文化傳媒有限公司,1,25,"6,640","142,015","31,459,664"
