序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額
11,中國大陸,破．局,2020/03/13,恆星多媒體股份有限公司,西藏恒信天地影視有限公司##霍爾果斯捷成瑞吉祥影視傳媒有限公司##北京春秋永樂文化傳播股份有限公司##天津貓眼文化傳媒有限公司##星空盛典影業(深圳)股份有限公司##深圳市東方富海投資管理股份有限公司##喀什嘉映文化傳媒有限公司##偉世兄弟文化傳媒有限公司##天津筋斗雲影視文化傳媒有限公司##上海博納文化傳媒有限公司##嘉映影業有限公司##宸銘影業(上海)有限公司##霍爾果斯宸銘影業有限公司##北京怪獸影視文化傳媒有限公司,1,123,-16.33%,"27,595",270,"61,045"
12,美國,牆內的房客,2020/03/13,暗光鳥有限公司,MPI MEDIA GROUP,5,101,-18.55%,"21,948",225,"49,438"
13,美國,血衛,2020/03/12,薩摩亞商雄讚股份有限公司台灣分公司,"Bona Film Investment Company (Pacific RIM, USA)",99,"75,727",-42.99%,"18,052,155","208,557","49,818,165"
14,越南,我，最親愛的,2020/03/12,水元素文化傳媒有限公司,"SKYLINE MEDIA CO., LTD",13,853,-19.22%,"193,548","1,909","437,022"
15,英國,天鵝湖,2020/03/07,威秀影城股份有限公司,More2Screen Limited,1,28,-15.15%,"20,840",65,"46,600"
16,南韓,大畫特務,2020/03/06,香港商甲上娛樂有限公司台灣分公司,"LOTTE CULTUREWORKS CO., LTD.",90,"6,731",-65.63%,"1,523,790","48,603","11,136,211"
17,南韓,明明會說話,2020/03/06,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,LittleBig Pictures,72,"2,051",-73.38%,"447,321","19,718","4,357,288"
18,美國,戰慄糖果屋,2020/03/06,車庫娛樂股份有限公司,METRO-GOLDWYN-MAYER STUDIOS INC.,36,607,-79.50%,"143,841","7,968","1,851,183"
19,美國,艾瑪﹒,2020/03/06,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,18,519,-72.04%,"119,522","4,029","949,312"
20,法國,導演先生的完美假期,2020/03/06,繁盛映畫有限公司,Wild Bunch,10,380,-68.28%,"80,900","2,456","522,347"
21,英國,親愛的莎瑪,2020/03/06,海鵬影業有限公司,Autlook Filmsales GmbH,9,231,-73.81%,"49,445","1,887","399,322"
22,北馬其頓,大地蜜語,2020/03/06,車庫娛樂股份有限公司,DECKERT DISTRIBUTION GMBH,5,210,-64.65%,"46,015","1,229","259,266"
23,日本,罪樂園,2020/03/06,海樂影業股份有限公司,KADOKAWA CORPORATION,6,46,-88.38%,"9,350",959,"202,141"
24,日本,失戀殺人：三角禁戀,2020/03/06,英屬維京群島商映畫聯合有限公司台灣分公司,"KING RECORD CO., LTD.",1,2,-95.00%,450,94,"20,048"
25,美國,隱形人,2020/02/27,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,97,"16,702",-60.50%,"3,930,193","209,673","49,869,174"
26,中華民國,女鬼橋,2020/02/27,星泰國際娛樂股份有限公司,樂到家國際娛樂股份有限公司##天馬傳播事業有限公司##得藝文創國際股份有限公司##大慕影藝國際事業股份有限公司##氧氣電影有限公司##華映娛樂股份有限公司##海樂影業股份有限公司,85,"17,039",-61.98%,"3,899,529","239,511","55,262,093"
27,美國,極地守護犬,2020/02/27,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",82,"2,740",-68.05%,"615,630","70,040","15,705,354"
28,日本,鳴鳥不飛：烏雲密布,2020/02/27,采昌國際多媒體股份有限公司,SPO Entertainment Inc.,13,"1,963",-59.71%,"484,560","26,736","6,504,073"
29,美國,怨咒,2020/02/27,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,36,544,-75.53%,"123,708","20,705","4,660,642"
30,日本,哥布林殺手：GOBLIN'S CROWN,2020/02/27,木棉花國際股份有限公司,Hakuhodo DY music & pictures Inc.,20,479,-73.09%,"117,699","23,140","5,502,449"
31,瑞典,千日千夜,2020/02/27,東昊影業有限公司,Roy Andersson Filmproduktion AB,4,196,-58.12%,"43,350","2,481","539,732"
32,香港,叔．叔,2020/02/27,采昌國際多媒體股份有限公司,先響電影有限公司New Voice Film Productions Ltd,6,81,-78.05%,"18,485","2,701","609,206"
33,泰國,娘娘腔日記,2020/02/27,車庫娛樂股份有限公司,GDH 559 COMPANY LIMITED,3,41,-91.51%,"9,340","7,486","1,726,256"
34,美國,音速小子,2020/02/21,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,61,"1,055",-74.61%,"241,903","102,057","23,942,137"
35,美國,李察朱威爾事件,2020/02/21,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,12,171,-81.89%,"39,712","27,234","6,209,031"
36,美國,電影音效傳奇：好萊塢之聲,2020/02/21,造次文化有限公司,Dogwoof Ltd,4,137,-70.85%,"31,450","4,226","983,636"
37,南韓,陰櫥,2020/02/21,車庫娛樂股份有限公司,"CJ ENM CO., LTD.",7,81,-85.25%,"19,540","30,265","7,110,100"
38,西班牙,絕命大平台,2020/02/21,原創娛樂股份有限公司,Latido Consorcio De Exportacion Del Cine Espanol SL,3,73,-65.89%,"16,700","7,212","1,593,583"
39,法國,悲慘世界,2020/02/21,海鵬影業有限公司,WILD BUNCH,3,29,-83.71%,"6,520","3,211","687,038"
40,羅馬尼亞,吹哨奇案,2020/02/21,光年映畫有限公司,MK2 FILMS,1,21,-70.83%,"4,360","1,564","334,950"
41,中華民國,失路人,2020/02/21,中影股份有限公司,中影股份有限公司,1,12,-85.54%,"2,340","1,421","305,383"
42,法國,閃閃小超人電影版,2020/02/21,采昌國際多媒體股份有限公司,STUDIOCANAL,1,8,-20.00%,"1,710","1,158","257,622"
43,南韓,"超""人""氣動物園",2020/02/14,車庫娛樂股份有限公司,"FINECUT CO., LTD.",27,378,-79.56%,"88,848","139,339","32,506,073"
44,美國,雨天 . 紐約,2020/02/14,香港商甲上娛樂有限公司台灣分公司,Krisolta Film & TV (UK) LIMITED,2,69,-74.25%,"15,350","11,074","2,557,898"
45,美國,逃出夢幻島,2020/02/14,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,4,58,-88.28%,"13,465","97,873","21,879,537"
46,日本,全境失控,2020/02/14,采昌國際多媒體股份有限公司,日本テレビ放送網株式会社,2,73,143.33%,"7,320","4,512","977,682"
47,泰國,就愛斷捨離,2020/02/14,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,GDH 559 COMPANY LIMITED,1,4,-69.23%,940,"5,614","1,292,751"
48,美國,我的寶貝男孩,2020/02/07,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,4,129,0.00%,"10,355","1,160","234,179"
49,美國,猛禽小隊: 小丑女大解放,2020/02/06,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,30,306,-85.67%,"73,795","469,457","112,290,725"
50,日本,王牌辯士,2020/01/31,天馬行空數位有限公司,"TOEI COMPANY, LTD.",2,38,0.00%,"6,080","1,341","285,615"
51,美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,26,691,-71.10%,"177,800","295,911","72,760,760"
52,南韓,紅鞋公主與七矮人,2020/01/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",3,13,-72.34%,"3,140","22,631","5,228,857"
53,美國,紳士追殺令,2020/01/23,車庫娛樂股份有限公司,"MIRAMAX DISTRIBUTION SERVICES, LLC",1,9,-85.25%,"2,790","93,012","22,385,742"
54,中華民國,你的情歌,2020/01/23,香港商甲上娛樂有限公司台灣分公司,奇想事企業有限公司##能率影業股份有限公司##香港商甲上娛樂有限公司台灣分公司 ##采昌國際多媒體股份有限公司  ##英屬維京群島商敦宜股份有限公司台灣分公司,1,3,-97.25%,580,"82,576","19,367,868"
55,美國,她們,2020/01/22,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,7,215,-65.76%,"52,013","91,247","21,728,478"
56,南韓,青春催落去,2020/01/17,車庫娛樂股份有限公司,CONTENTS PANDA,3,91,-26.61%,"9,660","5,399","1,165,340"
57,日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,17,36,-70.25%,"8,545","17,751","4,190,116"
58,丹麥,在黑暗中漫舞：20週年數位修復版,2020/01/17,光年映畫有限公司,TRUSTNORDISK APS,1,11,10.00%,"2,580","4,554","1,011,751"
59,美國,絕地戰警FOR LIFE,2020/01/16,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,2,9,-88.31%,"2,340","571,671","136,646,270"
60,西班牙,逃出天堂島,2020/01/10,海樂影業股份有限公司,GEM ENTERTAINMENT KFT.,5,321,-18.53%,"21,755","7,301","1,455,382"
61,法國,星星知我心,2020/01/10,采昌國際多媒體股份有限公司,PATHE FILMS S.A.S,2,55,0.00%,"2,915","1,497","297,145"
62,印度,真愛裁會贏,2020/01/03,水元素文化傳媒有限公司,YASH RAJ FILMS PRIVATE LIMITED,4,296,106.99%,"19,215","6,550","1,306,946"
63,美國,別告訴她,2020/01/03,車庫娛樂股份有限公司,"A24 INTERNATIONAL, LLC",2,79,146.88%,"7,460","10,699","2,337,688"
64,俄羅斯,陰兒,2020/01/03,可樂藝術文創股份有限公司,REASON8 Films Ltd.,1,30,50.00%,"4,360","2,086","463,630"
65,英國,國王與我,2020/01/01,威秀影城股份有限公司,Trafalgar Releasing Limited,1,0,0.00%,0,218,"156,760"
66,美國,霹靂嬌娃,2019/12/27,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,2,76,-80.51%,"9,680","129,142","28,912,919"
67,法國,潛艦追緝,2019/12/27,鴻聯國際開發股份有限公司,PATHE FILMS S.A.S,1,10,-85.29%,"1,400","10,459","2,208,517"
68,美國,CATS 貓,2019/12/24,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,5,141,-51.88%,"10,515","51,077","11,793,636"
69,法國,燃燒女子的畫像,2019/12/20,東昊影業有限公司,MK2 Films,1,20,-20.00%,"3,200","15,078","3,329,348"
70,美國,STAR WARS : 天行者的崛起,2019/12/18,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",8,563,-52.09%,"54,035","327,931","82,473,714"
71,加拿大,8級警戒,2019/12/13,車庫娛樂股份有限公司,"XYZ FILMS, LLC",1,85,-17.48%,"6,520","5,503","1,126,383"
72,美國,黑色聖誕節,2019/12/13,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,2,41,-78.76%,"3,900","18,750","4,151,102"
73,美國,去年聖誕節,2019/12/06,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,4,163,-59.45%,"16,145","95,784","22,362,900"
74,美國,野蠻遊戲：全面晉級,2019/12/04,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,8,"1,229",-9.70%,"93,535","809,197","190,266,550"
75,中華民國,狂飆一夢,2019/11/29,廖建華影像工作室,廖建華影像工作室##一顆星工作室有限公司,8,204,-65.01%,"47,950","1,455","314,471"
76,美國,布魯克林孤兒,2019/11/29,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,1,36,12.50%,"3,430","22,254","4,800,664"
77,法國,寂寞診療室,2019/11/29,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,MK2 FILMS,1,32,-40.74%,"2,520","1,167","215,655"
78,美國,賽道狂人,2019/11/26,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",6,466,-57.48%,"37,295","318,273","77,700,848"
79,美國,冰雪奇緣2,2019/11/21,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",9,"1,064",394.88%,"92,560","1,451,577","343,704,923"
80,美國,絕鯊47：猛鯊出籠,2019/11/01,車庫娛樂股份有限公司,GEM ENTERTAINMENT KFT.,2,93,-47.46%,"9,740","29,186","6,062,535"
81,日本,貓咪知道但是貓咪不說,2019/09/13,可樂藝術文創股份有限公司,"THE KLOCKWORX CO., LTD",1,18,-47.06%,"2,780","1,263","267,550"
82,日本,普羅米亞,2019/08/16,中影股份有限公司,東寶株式會社,5,367,-15.44%,"165,240","78,654","22,154,090"
83,南韓,寄生上流,2019/06/28,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,CJ ENM CO. LTD,12,203,-31.88%,"52,577","648,565","151,270,256"
84,美國,失控危城,2019/03/29,英屬維京群島商高捷全球開發有限公司 台灣分公司,"Arclight Films International, Pty., Ltd.",1,21,0.00%,"3,960","148,464","33,231,958"
85,西班牙,騙局,2019/03/22,海鵬影業有限公司,Latido Consorcio De Exportacion Del Cine Espanol SL,1,2,0.00%,200,"6,409","1,430,388"
86,日本,假面飯店,2019/03/15,英屬維京群島商高捷全球開發有限公司 台灣分公司,"PONY CANYON, INC.",1,15,0.00%,"3,000","51,005","11,321,643"
87,加拿大,哈柏太空之旅 3D,2019/02/04,國際電影事業有限公司,IMAX Corporation,1,0,-100.00%,0,599,"85,865"
88,加拿大,深海獵奇 3D,2019/02/03,國際電影事業有限公司,IMAX Corporation,1,0,0.00%,0,"1,196","148,899"
89,美國,潛艦獵殺令,2018/10/26,英屬維京群島商高捷全球開發有限公司 台灣分公司,NU IMAGE INCORPORATED,1,18,0.00%,"3,760","330,151","75,213,368"
90,日本,在咖啡冷掉之前,2018/10/05,英屬維京群島商高捷全球開發有限公司 台灣分公司,"TOKYO BROADCASTING SYSTEM TELEVISION, INC.",1,11,0.00%,"2,200","55,278","12,312,171"
91,日本,夏日大作戰,2018/08/10,傳影互動股份有限公司,STUDIO CHIZU LLP,5,56,0.00%,"24,780","8,147","3,549,131"
92,美國,噤界,2018/04/04,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,5,63,0.00%,"13,790","315,610","72,386,464"
93,法國,巴黎交易員,2017/05/12,海鵬影業有限公司,LE PACTE,1,4,0.00%,450,"3,979","900,295"
94,美國,出神入化2,2016/06/08,英屬維京群島商高捷全球開發有限公司台灣分公司,"SUMMIT ENTERTAINMENT, LLC",4,35,0.00%,"6,975","939,529","223,331,809"
95,英國,李爾王,2016/04/23,威秀影城股份有限公司,THE ROYAL NATIONAL THEATRE,2,14,0.00%,"10,040","1,486","1,032,260"
