序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,銷售金額,累計銷售票數,累計銷售金額
16,羅馬尼亞,禁身接觸,2018/10/05,海鵬影業有限公司,(法國)DOC & FILM INTERNATIONAL,6,282,"59,995","1,592","341,685"
17,美國,兩個爸爸,2018/10/05,香港商甲上娛樂有限公司台灣分公司,FORTITUDE INTERNATIONAL INC.,13,169,"36,090","2,857","641,134"
18,日本,藤子海敏：寂默鋼琴師,2018/10/05,亮點國際影業有限公司,NIKKATSU CORPORATION,6,149,"29,910","1,276","259,086"
19,美國,神秘肌膚,2018/10/05,車庫娛樂股份有限公司,(法國)MK2 FILMS,4,51,"10,295",728,"150,435"
20,西班牙,愛愛馬德里,2018/10/05,前景娛樂有限公司,(法國)WILD BUNCH,5,35,"7,820",678,"147,890"
21,荷蘭,格林納威：胡說爸道,2018/10/05,佳映娛樂國際股份有限公司,"(法國)WIDE HOUSE, SARL",1,8,"1,540",45,"9,970"
22,美國,戮營謎,2018/10/05,暗光鳥有限公司,(英國)JINGA FILMS LIMITED,3,5,"1,210",147,"33,600"
23,美國,猛毒,2018/10/03,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,94,"134,602","31,466,752","1,093,002","255,247,613"
24,美國,小腳怪,2018/09/28,美商華納兄弟(遠東)股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,69,"5,287","1,196,907","91,326","20,711,028"
25,美國,人肉搜索,2018/09/28,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,36,"4,240","990,085","57,017","13,232,021"
26,馬來西亞,李宗偉：敗者為王,2018/09/28,星泰國際娛樂股份有限公司,志博影業有限公司##馬虎電影有限公司,13,"1,393","305,020","15,109","3,333,035"
27,美國,判決,2018/09/28,傳影互動股份有限公司,(匈牙利)GEM ENTERTAINMENT KFT,11,"1,126","245,545","15,187","3,423,125"
28,香港,阿飛正傳,2018/09/28,華映娛樂股份有限公司,(英屬維京群島)EAST ASIA FILMS DISTRIBUTION LIMITED##(香港)ESUN.COM LIMITED,1,461,"105,740","5,809","1,343,420"
29,中國大陸,塑料王國,2018/09/28,視納華仁文化傳播股份有限公司,（香港）CNEX FOUNDATION LIMITED##（大陸）北京泰岳文化傳播有限責任公司（BEIJING TYC MEDIA）,4,390,"86,515","2,971","631,202"
30,日本,陪睡大人,2018/09/28,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"TOHO CO.,LTD",4,227,"48,720","7,415","1,633,578"
31,俄羅斯,厲可拍,2018/09/28,威視股份有限公司,DECOMPIS TRADING LIMITED,6,120,"27,290","14,473","3,325,211"
32,芬蘭,重金屬之旅,2018/09/28,聯影企業股份有限公司,(丹麥)LEVELKAPS,1,26,"5,490",813,"180,225"
33,義大利,外慾,2018/09/28,海鵬影業有限公司,TURE COLOURS GLORIOUS FILMS S.R.L.,1,11,"2,300","1,412","292,902"
34,日本,愛哭鬼的棋蹟,2018/09/28,可樂藝術文創股份有限公司,WOWOW INC.,1,8,"1,980","1,314","287,158"
35,南韓,物怪,2018/09/28,車庫娛樂股份有限公司,"FINECUT CO., LTD.",1,3,570,"4,308","953,143"
36,英國,阿喀郎版吉賽兒,2018/09/27,威秀影城股份有限公司,ENGLISH NATIONAL BALLET,1,74,"50,200",143,"96,600"
37,英國,胡桃鉗,2018/09/27,威秀影城股份有限公司,ROYAL OPERA HOUSE,2,52,"34,600",80,"52,360"
38,日本,一屍到底,2018/09/21,車庫娛樂股份有限公司,NIKKATSU CORPORATION,67,"17,852","4,147,412","215,240","49,484,423"
39,美國,凸搥特派員:三度出擊,2018/09/21,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,64,"4,000","931,604","252,017","58,195,932"
40,美國,惡魔島,2018/09/21,香港商甲上娛樂有限公司台灣分公司,"RED GRANITE INTERNATIONAL,INC",42,"3,051","712,361","163,898","38,556,065"
41,香港,黃金兄弟,2018/09/21,牽猴子整合行銷股份有限公司,耀萊文娛發展有限公司##影藝人娛樂製作有限公司##(大陸)北京耀暘信盈投資有限公司##(中華民國)寬魚國際股份有限公司,13,369,"87,040","67,886","15,597,501"
42,日本,電影版【空中急診英雄─海空災難最終救援─】,2018/09/21,英屬維京群島商高捷全球開發有限公司 台灣分公司,"PONY CANYON,INC",8,235,"55,978","40,882","9,701,070"
43,美國,血薄荷,2018/09/21,海樂影業股份有限公司,(匈牙利)GEM ENTERTAINMENT KFT.,4,112,"27,375","67,733","14,883,090"
44,日本,麵包超人電影版閃耀吧！庫倫與生命之星,2018/09/21,曼迪傳播有限公司,"TMS ENTERTAINMENT CO.,LTD.",6,115,"25,780","4,323","978,889"
45,日本,退而不休,2018/09/21,天馬行空數位有限公司,"TOEI COMPANY,LTD.",1,38,"7,180","3,984","836,797"
46,泰國,明天，最後一天,2018/09/21,鏡象電影製作有限公司,(香港)ASIAN SHADOWS INTERNATIONAL SALES LIMITED,1,11,"2,410",989,"219,617"
47,美國,失蹤網紅,2018/09/14,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,(英國)LIONS GATE INTERNATIONAL(UK) LIMITED,11,494,"128,470","100,773","23,417,721"
48,德國,無聊的人生我死也不要,2018/09/14,安可電影股份有限公司,GLOBAL SCREEN GMBH,2,198,"40,650","11,598","2,662,846"
49,中華民國,搖滾樂殺人事件,2018/09/14,星泰國際娛樂股份有限公司,大吉祥整合行銷有限公司,2,122,"25,620","5,809","1,320,884"
50,美國,美國動物,2018/09/14,采昌國際多媒體股份有限公司,AMERICAN ANIMAL PICTURES LIMITED,2,138,"11,260","3,497","760,812"
51,美國,終極戰士：掠奪者,2018/09/14,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,2,18,"3,790","184,055","43,174,834"
52,阿根廷,密謀,2018/09/14,本萃電影有限公司,(西班牙)LATIDO CONSORCIO DE EXPORTACION DEL CINE ESPANOL SL,1,37,"3,700","9,485","2,188,751"
53,美國,鬼修女,2018/09/06,美商華納兄弟(遠東)股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,4,151,"36,849","475,039","112,410,699"
54,中華民國,粽邪,2018/08/31,華影國際影藝有限公司,緯來電視網股份有限公司##一起影業製作有限公司##華達星多媒體事業股份有限公司##志嘉建設股份有限公司##華影國際影藝有限公司##和合佰納媒體事業股份有限公司,1,41,"9,990","217,995","49,113,265"
55,美國,暗算,2018/08/31,可樂藝術文創股份有限公司,FORTITUDE INTERNATIONAL INC.,1,30,"3,000","1,294","269,177"
56,中華民國,生生,2018/08/31,老灰狼影片製作有限公司,老灰狼影片製作有限公司,1,26,"2,600","8,462","1,847,568"
57,美國,瘋狂亞洲富豪,2018/08/24,美商華納兄弟(遠東)股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,7,487,"115,370","276,278","65,476,351"
58,香港,大師兄,2018/08/24,華映娛樂股份有限公司,(香港)星王朝有限公司##(香港)太陽娛樂文化有限公司##(香港)超級子彈影業有限公司##(大陸)北京博納影業有限公司##(大陸)耳東影業(北京)有限公司##(大陸)霍爾果斯環星影視傳媒有限公司##(大陸)上海博納文化傳媒有限公司,10,"1,104","88,225","143,270","31,565,179"
59,美國,闇黑之心,2018/08/24,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,7,531,"57,210","47,521","10,679,681"
60,美國,我願意,2018/08/24,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX PRODUCTIONS,LLC",4,365,"28,310","5,993","1,050,886"
61,法國,全面霾伏,2018/08/24,香港商甲上娛樂有限公司台灣分公司,TF1 DROITS AUDIOVISUELS,2,84,"11,160","35,388","8,212,682"
62,美國,拳力逃脫,2018/08/17,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX PRODUCTIONS,LLC",6,423,"43,570","50,018","10,883,762"
63,中華民國,范保德,2018/08/17,鏡象電影製作有限公司,積木影像製作有限公司,1,74,"16,240","17,027","3,803,395"
64,日本,未來的未來,2018/08/17,傳影互動股份有限公司,NIPPON TELEVISION-STUDIO CHIZU LLP,1,42,"6,720","55,251","12,661,948"
65,英國,湯瑪士小火車：環遊世界大冒險,2018/08/17,香港商甲上娛樂有限公司台灣分公司,GULLANE (THOMAS) LIMITED,1,17,"3,740","11,407","2,685,807"
66,美國,巨齒鯊,2018/08/10,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,5,"1,680","96,045","690,757","161,713,816"
67,美國,摯友維尼,2018/08/03,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",1,64,"5,760","99,503","23,170,394"
68,美國,怒火邊界2：毒刑者,2018/08/03,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,(英國)LIONS GATE INTERNATIONAL(UK) LIMITED,2,56,"4,460","28,079","5,584,871"
69,美國,媽媽咪呀！回來了,2018/08/01,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,11,"1,801","154,540","110,919","25,090,958"
70,美國,不可能的任務：全面瓦解,2018/07/25,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,1,31,"10,880","1,881,315","446,230,135"
71,印度,母親的告白,2018/07/20,車庫娛樂股份有限公司,(模里西斯)ATL MEDIA LTD,1,28,"4,200",883,"181,660"
72,泰國,把哥哥退貨可以嗎,2018/07/20,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,GDH 559 Company Limited,1,29,"4,060","43,278","9,180,250"
73,法國,一袋彈珠,2018/07/20,捷傑有限公司,GAUMONT S.A.,1,29,"2,900","3,761","773,155"
74,美國,尖叫旅社3:怪獸假期,2018/07/19,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,1,90,"8,070","306,771","68,409,830"
75,日本,小偷家族,2018/07/13,采昌國際多媒體股份有限公司,GAGA Corporation,6,695,"55,835","66,516","14,370,217"
76,美國,高年級姐妹會,2018/07/13,威視股份有限公司,(匈牙利)GEM ENTERTAINMENT KFT.,1,17,"1,700","18,993","3,979,327"
77,美國,摩天大樓,2018/07/12,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,13,"2,559","197,720","809,582","187,741,897"
78,中華民國,切小金家的旅館,2018/07/12,良人行影業有限公司,良人行影業有限公司##麥加芬電影製作有限公司##阿榮影業股份有限公司##香港商福斯傳媒有限公司臺灣分公司##威像電影有限公司##(大陸)華策影業（天津）有限公司,1,39,"5,460","89,959","19,771,591"
79,日本,名偵探柯南:零的執行人,2018/07/06,向洋影業有限公司,"TMS ENTERTAINMENT CO.,LTD.",8,"3,865","1,662,669","386,059","89,392,743"
80,南韓,妙探事務所,2018/07/06,車庫娛樂股份有限公司,CJ E&M CORPORATION,1,68,"10,380","1,614","360,670"
81,美國,蟻人與黃蜂女,2018/07/04,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",12,"1,986","183,430","1,270,388","297,039,454"
82,法國,愛情不輪轉,2018/06/29,海樂影業股份有限公司,GAUMONT S.A.,1,17,"1,700","2,688","561,922"
83,美國,超人特攻隊2,2018/06/27,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",13,"2,629","222,140","1,142,637","260,077,478"
84,美國,當愛未成往事,2018/06/22,威視股份有限公司,(英國)EMBANKMENT FILMS LIMITED.,1,28,"2,160","8,027","1,722,520"
85,南韓,信徒,2018/06/22,車庫娛樂股份有限公司,CONTENTS PANDA,1,16,"1,220","5,515","1,195,241"
86,美國,瞞天過海:八面玲瓏,2018/06/14,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,1,21,"1,640","617,710","142,550,296"
87,美國,侏羅紀世界:殞落國度,2018/06/06,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,2,166,"11,570","2,554,553","621,668,449"
88,中國大陸,大世界,2017/12/02,社團法人台灣電影文化協會,安樂影片有限公司,1,2,300,707,"156,446"
89,丹麥,丹麥共居生活,2016/08/12,聯影企業股份有限公司,TRUSTNORDISK APS,1,3,600,"1,507","292,415"
