序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,票數變動率,銷售金額,累計銷售票數,累計銷售金額
18,中華民國,重甲機神：神降臨,2019/11/08,威視股份有限公司,乾坤一擊創意股份有限公司,29,508,-77.21%,"124,221","7,078","1,647,829"
19,美國,拍厲得,2019/11/08,車庫娛樂股份有限公司,WEINSTEIN GLOBAL FILM CORP.,11,313,-80.11%,"68,850","3,605","800,297"
20,中國大陸,地久天長,2019/11/08,東昊影業有限公司,冬春（上海）影業有限公司##和和（上海）影業有限公司##浙江博納影視製作有限公司##風山漸文化傳播（北京）有限公司##春凡藝術電影（上海）有限公司##正夫影業有限公司##霍爾果斯萬年影業有限公司##北京萬年奈思文化傳媒有限公司,7,273,-69.39%,"63,020","2,398","553,080"
21,美國,遺怨,2019/11/08,暗光鳥有限公司,"ARSENAL PICTURES, INC.",3,96,-69.13%,"21,050",705,"158,606"
22,日本,山田孝之的痛苦與榮耀,2019/11/08,水元素文化傳媒有限公司,SDP INC.,3,58,-81.76%,"12,315",723,"159,322"
23,義大利,黑金叛徒,2019/11/08,可樂藝術文創股份有限公司,The Match Factory GmbH,2,20,-92.48%,"4,900",715,"150,532"
24,美國,魔鬼終結者：黑暗宿命,2019/11/07,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",98,"54,000",-56.88%,"12,660,332","350,225","82,217,352"
25,中華民國,陽光普照,2019/11/01,本地風光電影股份有限公司,本地風光電影股份有限公司##華文創股份有限公司##捌捌玖電影股份有限公司##鏡文學股份有限公司##聯聯看娛樂文化有限公司,42,"12,947",-5.40%,"3,070,702","59,687","14,157,606"
26,日本,紫羅蘭永恆花園外傳–永遠與自動手記人偶–,2019/11/01,采昌國際多媒體股份有限公司,"ABC ANIMATION, INC.",11,"4,178",-55.79%,"1,024,317","42,858","10,409,703"
27,美國,阿達一族,2019/11/01,高雄市電影館,Park Circus Limited,78,"4,268",-70.42%,"1,011,998","85,599","19,667,736"
28,中華民國,傻傻愛你，傻傻愛我,2019/11/01,華映娛樂股份有限公司,華映娛樂股份有限公司##講故事有限公司##中環國際娛樂事業股份有限公司##星泰國際娛樂股份有限公司##樂到家國際娛樂股份有限公司##艾迪昇傳播事業有限公司##滿滿額娛樂股份有限公司##天際娛樂股份有限公司##劇龍製作有限公司,34,"1,322",-72.87%,"299,978","41,152","9,243,722"
29,美國,絕鯊47：猛鯊出籠,2019/11/01,車庫娛樂股份有限公司,GEM ENTERTAINMENT KFT.,11,278,-84.28%,"61,530","26,410","5,823,325"
30,泰國,鬼玩伴,2019/11/01,海樂影業股份有限公司,"Hollywood (Thailand) Co.,Ltd.",2,13,-96.18%,"3,080","7,688","1,707,521"
31,德國,反間遊戲,2019/11/01,海鵬影業有限公司,Global Screen GmbH,1,14,-94.76%,"3,075","3,378","741,049"
32,香港,犯罪現場,2019/11/01,英屬維京群島商高捷全球開發有限公司 台灣分公司,"天下一電影製作有限公司,寰亞電影製作有限公司,廣東世紀海岸影業有限公司,太陽娛樂文化有限公司,聯瑞（上海）影業有限公司,浙江橫店影業有限公司,大名娛樂有限公司,中影寰亞音像製品有限公司,北京聚融優合技術有限公司,廣東天影國際影業有限公司,廣東類行星文化科技有限公司,紅中影業有限公司,意馬國際控股有限公司,天津貓眼微影文化傳媒有限公司,上海淘票票影視文化有限公司",1,2,-99.12%,460,"6,810","1,527,769"
33,中華民國,Thunderbolt Fantasy 西幽玹歌,2019/10/25,星泰國際娛樂股份有限公司,霹靂國際多媒體股份有限公司##株式會社 Nitroplus (株式会社ニトロプラス)##株式會社 GOOD SMILE COMPANY (株式会社グッドスマイルカンパニー),17,"1,138",-13.26%,"256,427","19,182","4,513,695"
34,中華民國,陪你很久很久,2019/10/25,威視股份有限公司,嘉揚電影有限公司##海寧鐵幕真文化傳媒有限公司##滿滿額娛樂股份有限公司##中環國際娛樂事業股份有限公司##貴金影業傳媒股份有限公司##思美傳媒股份有限公司##海寧夢生影視文化傳媒有限公司##北京喔沃娛樂文化傳媒有限公司##薩摩亞商羚邦亞洲有限公司台灣分公司Medialink (Asia) Limited Taiwan Branch,23,"1,042",-69.75%,"237,146","56,223","12,843,435"
35,日本,失憶的總理大臣,2019/10/25,傳影互動股份有限公司,PONY CANYON INC,3,147,-50.34%,"31,520","7,494","1,665,602"
36,美國,金翅雀,2019/10/25,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,2,29,-89.30%,"5,990","15,464","3,427,906"
37,日本,我的朋友霸王龍,2019/10/25,薩摩亞商羚邦(亞洲)有限公司台灣分公司,"TOEI COMPANY, LTD.",1,12,-62.50%,"2,480","2,467","559,410"
38,法國,狙擊獵殺: 救援行動,2019/10/25,亮點國際影業有限公司,Playtime,1,16,-77.14%,"2,080","3,742","821,402"
39,美國,雙子殺手,2019/10/23,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,93,"14,097",-58.54%,"3,328,411","540,120","130,983,816"
40,日本,電影版 吹響吧！上低音號～誓言的終章～,2019/10/23,車庫娛樂股份有限公司,PONY CANYON INC.,2,61,-32.22%,"15,595","6,056","1,505,977"
41,日本,新聞記者,2019/10/20,天馬行空數位有限公司,KADOKAWA CORPORATION,11,657,-3.81%,"142,189","1,515","332,288"
42,中華民國,盲人律師,2019/10/18,春暉映像有限公司,牧風電影事業有限合夥,9,"1,028",34.91%,"232,880","23,702","5,199,881"
43,中華民國,聖人大盜,2019/10/18,台北双喜電影發行股份有限公司,中環國際娛樂事業股份有限公司##聖人大盜電影有限合夥##影市堂股份有限公司,7,443,-52.62%,"96,563","35,241","8,103,974"
44,美國,黑魔女2,2019/10/17,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",82,"8,877",-60.97%,"2,072,336","578,389","136,429,548"
45,中華民國,江湖無難事,2019/10/09,鹿路電影有限公司,上海愛美影視文化傳媒有限公司##滿滿額娛樂股份有限公司##華映娛樂股份有限公司##內容物數位電影製作有限公司##高雄人##鹿路電影有限公司##發條映画有限公司##百聿數碼創意股份有限公司,1,43,-61.95%,"9,570","40,780","9,060,118"
46,日本,海獸之子,2019/10/09,香港商甲上娛樂有限公司台灣分公司,株式會社 Beyond C.,1,23,-80.00%,"5,120","36,800","8,656,816"
47,美國,弒婚遊戲,2019/10/09,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",1,7,-94.62%,"1,630","115,204","26,409,947"
48,美國,小丑,2019/10/03,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,72,"4,743",-62.12%,"1,159,921","1,375,739","329,689,008"
49,英國,無間行動,2019/09/27,星泰國際娛樂股份有限公司,Batrax Entertainment,4,362,12.77%,"36,810","33,738","7,633,342"
50,美國,瞞天機密,2019/09/27,采昌國際多媒體股份有限公司,FILM & TV HOUSE LIMITED,1,46,0.00%,"7,360","17,125","3,934,001"
51,美國,校外打怪教學,2019/09/27,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,PROTAGONIST PICTURES LIMITED,1,38,0.00%,"6,080","20,165","4,496,730"
52,日本,青春豬頭少年不會夢到懷夢美少女,2019/09/27,木棉花國際股份有限公司,Aniplex Inc.,2,14,-81.82%,"3,540","35,956","8,973,320"
53,中華民國,返校,2019/09/20,影一製作所股份有限公司,影一製作所股份有限公司##遊戲橘子數位科技股份有限公司##英屬維京群島商敦宜股份有限公司台灣分公司##樂到家國際娛樂股份有限公司##一條龍虎豹國際娛樂有限公司##財團法人臺中市影視發展基金會##高雄市電影館##美商華納兄弟（遠東）股份有限公司台灣分公司,19,"1,259",23.31%,"282,890","1,107,663","259,069,376"
54,美國,星際救援,2019/09/20,台北双喜電影發行股份有限公司,BONA FILM INVESTMENT COMPANY,7,"1,038",373.97%,"74,150","142,370","33,815,898"
55,日本,貓咪知道但是貓咪不說,2019/09/13,可樂藝術文創股份有限公司,"THE KLOCKWORX CO., LTD",1,22,-35.29%,"3,080","1,127","246,910"
56,日本,天氣之子,2019/09/12,車庫娛樂股份有限公司,"TOHO CO., LTD.",6,267,-60.96%,"59,415","685,324","164,764,801"
57,澳洲,夜鶯的哭聲,2019/09/12,傳影互動股份有限公司,FREEWAY ENTERTAINMENT KFT,2,374,62.61%,"40,570","4,241","884,640"
58,美國,舞孃騙很大,2019/09/12,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",3,415,21.70%,"39,090","30,695","6,919,979"
59,美國,我家有個開心農場,2019/09/12,佳映娛樂國際股份有限公司,"Bos Entertainment Inc. dba The Exchange as sales agent for Farm Lore Films,LLC",1,136,0.00%,"28,560","7,921","1,711,343"
60,香港,花椒之味,2019/09/12,華映娛樂股份有限公司,寰亞電影製作有限公司##北京拉近影業有限公司##大地時代文化傳播(北京)有限公司##英皇影業有限公司##高寶集團影視有限公司##高益創新投資公共有限公司##寰亞電影發行（北京）有限公司##中影寰亞音像製品有限公司##悅視（北京）文化傳媒有限公司##大地時代文化傳播（天津）有限公司##上海懿合文化傳媒股份有限公司##金門製作有限公司,3,168,-8.20%,"21,970","26,180","5,792,715"
61,加拿大,衝擊真相,2019/09/12,威視股份有限公司,BANKSIDE FILMS LTD,1,32,-56.16%,"4,800","8,120","1,845,208"
62,日本,大叔之愛電影版,2019/09/06,采昌國際多媒體股份有限公司,TV Asahi Corporation,1,45,-27.42%,"6,870","28,883","6,769,167"
63,俄羅斯,魔法禁界,2019/09/06,台北双喜電影發行股份有限公司,Media Film International,1,62,-65.17%,"3,410","14,137","3,119,092"
64,美國,牠 第二章,2019/09/05,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,6,673,985.48%,"63,690","475,828","116,294,421"
65,南韓,極限逃生,2019/08/30,車庫娛樂股份有限公司,"CJ ENM CO., LTD.",5,745,-26.38%,"51,340","143,005","32,052,248"
66,中華民國,未來無恙,2019/08/30,牽猴子整合行銷股份有限公司,大照國際影像有限公司Conjunction Films,1,103,186.11%,"22,660","5,855","1,268,818"
67,法國,巴黎之王：闇黑正義,2019/08/30,鴻聯國際開發股份有限公司,Gaumont S.A.,2,58,-69.31%,"8,520","5,001","1,063,972"
68,美國,雙面特務,2019/08/30,威視股份有限公司,FREEWAY ENTERTAINMENT KFT.,1,42,0.00%,"6,720","11,879","2,633,338"
69,美國,你願意嫁給我老公嗎？,2019/08/30,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Cornerstone Films LTD,2,66,-67.16%,"5,075","8,230","1,694,243"
70,中華民國,第九分局,2019/08/29,華文創股份有限公司,華文創股份有限公司##全能製作股份有限公司##樂到家國際娛樂股份有限公司##滿滿額娛樂股份有限公司,3,290,0.00%,"29,570","247,730","56,684,992"
71,中華民國,下半場,2019/08/23,下半場電影股份有限公司,下半場電影股份有限公司##華研國際音樂(股)公司##國賓影城(股)公司##高雄市電影館##美商華納兄弟(遠東)股份有限公司##逆光電影(股)公司##有享娛樂(股)公司##福斯傳媒有限公司##華策影業(天津)有限公司,4,308,-20.62%,"53,020","100,705","22,848,231"
72,美國,全面攻佔3: 天使救援,2019/08/21,海樂影業股份有限公司,"NU IMAGE,INC.",7,"2,263",56.39%,"146,855","630,373","146,861,767"
73,日本,普羅米亞,2019/08/16,中影股份有限公司,東寶株式會社,10,699,6.72%,"162,821","64,358","15,980,947"
74,南韓,驅魔使者,2019/08/16,車庫娛樂股份有限公司,"LOTTE CULTUREWORKS CO., LTD.",2,414,459.46%,"22,310","125,729","28,362,112"
75,美國,炫目之光,2019/08/16,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,1,14,-83.53%,"1,960","6,615","1,346,049"
76,美國,仙戒奇緣,2019/08/16,新竹市政府文化局,Gold Valley Films Inc.,2,5,-66.67%,"1,020","5,764","1,313,095"
77,美國,憤怒鳥玩電影2：冰的啦！,2019/08/14,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,2,140,-55.13%,"7,565","88,382","19,598,051"
78,美國,朵拉與失落的黃金城,2019/08/09,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,4,421,-40.37%,"28,030","63,658","14,021,297"
79,美國,玩命關頭:特別行動,2019/07/31,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,9,"1,352",-40.78%,"115,530","1,904,985","454,420,059"
80,德國,瑪雅蜜蜂大冒險：蜜糖危機,2019/07/19,捷傑有限公司,Studio 100 Film GmbH,1,125,0.00%,"26,250","2,659","596,184"
81,美國,獅子王,2019/07/17,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",8,"1,347",-25.50%,"104,600","1,316,839","314,701,192"
82,日本,阿嬤，不要忘記我,2019/07/03,水元素文化傳媒有限公司,Broadmedia Studios Corporation,1,103,0.00%,"20,600","3,516","707,607"
83,美國,蜘蛛人：離家日,2019/07/02,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,3,227,-2.16%,"13,505","1,596,703","379,823,324"
84,南韓,寄生上流,2019/06/28,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,CJ ENM CO. LTD,6,509,-56.01%,"35,110","626,502","146,093,368"
85,美國,玩具總動員 4,2019/06/20,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",5,548,-41.08%,"40,615","1,346,529","312,634,785"
86,美國,阿拉丁,2019/05/22,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",1,45,-77.83%,"2,475","1,250,869","290,433,029"
87,加拿大,哈柏太空之旅 3D,2019/02/04,國際電影事業有限公司,IMAX Corporation,1,0,-100.00%,0,552,"79,260"
88,加拿大,深海獵奇 3D,2019/02/03,國際電影事業有限公司,IMAX Corporation,1,0,-100.00%,0,809,"101,769"
89,法國,全面開戰,2018/12/02,佳映娛樂國際股份有限公司,MK2 Films,1,0,0.00%,0,823,"176,991"
90,捷克,無人知曉的七月十日,2016/07/22,聯影企業股份有限公司,ARIZONA PRODUCTIONS,1,2,0.00%,300,"2,180","467,560"
