序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額
14,美國,杜立德,2020/01/23,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,86,"1,060",-1.03%,"246,900","310,855","74,625,288"
15,美國,紳士追殺令,2020/01/23,車庫娛樂股份有限公司,"MIRAMAX DISTRIBUTION SERVICES, LLC",28,319,8.87%,"75,565","90,971","21,854,148"
16,香港,肥龍過江,2020/01/23,華映娛樂股份有限公司,星王朝有限公司##上海博納文化傳媒有限公司##博納影業集團股份有限公司##上海新文化影業有限公司##電視廣播有限公司##太陽娛樂文化有限公司##上海杠杠影視文化有限公司##霍爾果斯環星影視傳媒有限公司##上海優創影視文化有限公司,7,17,240.00%,"3,670","61,038","13,527,052"
17,日本,我們的7日戰爭,2020/01/23,海樂影業股份有限公司,KADOKAWA CORPORATION,1,5,0.00%,"1,220","4,197","996,768"
18,美國,她們,2020/01/22,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,44,945,10.53%,"224,885","81,409","19,363,906"
19,美國,變身特務,2020/01/22,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",68,524,-16.16%,"117,626","178,673","40,825,104"
20,美國,深海終劫站,2020/01/22,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",67,389,-22.36%,"85,630","175,800","40,138,203"
21,日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,17,31,-8.82%,"7,100","16,966","4,004,592"
22,美國,不完美的正義,2020/01/17,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,7,33,-21.43%,"7,100","46,804","10,806,462"
23,丹麥,在黑暗中漫舞：20週年數位修復版,2020/01/17,光年映畫有限公司,TRUSTNORDISK APS,1,3,-72.73%,720,"4,490","995,771"
24,瑞典,然後我們跳了舞,2020/01/17,海鵬影業有限公司,TOTEM FILMS SAS,1,1,0.00%,220,"2,187","463,385"
25,美國,絕地戰警FOR LIFE,2020/01/16,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,80,"1,132",-4.23%,"263,150","565,200","135,109,292"
26,法國,星星知我心,2020/01/10,采昌國際多媒體股份有限公司,PATHE FILMS S.A.S,2,13,-7.14%,"1,890","1,318","275,750"
27,美國,兔嘲男孩,2020/01/03,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",10,82,-14.58%,"18,645","88,321","20,699,863"
28,中華民國,你的情歌,2020/01/02,香港商甲上娛樂有限公司台灣分公司,奇想事企業有限公司##能率影業股份有限公司##香港商甲上娛樂有限公司台灣分公司 ##采昌國際多媒體股份有限公司  ##英屬維京群島商敦宜股份有限公司台灣分公司,50,882,-10.73%,"205,819","76,062","17,842,950"
29,法國,潛艦追緝,2019/12/27,鴻聯國際開發股份有限公司,PATHE FILMS S.A.S,2,10,-16.67%,"1,480","9,753","2,136,297"
30,美國,倒數計死,2019/12/27,采昌國際多媒體股份有限公司,"STX Productions, LLC",2,4,-42.86%,900,"72,734","16,613,421"
31,中國大陸,吹哨人,2019/12/27,內容物數位電影製作有限公司,華文映像（北京）影業有限公司##珠海市洲際金瑪文化有限公司##北京和禾和文化傳媒有限責任公司##浙江火麥影視傳媒有限公司##中英電影文化基金有限公司##天津貓眼微影文化傳媒有限公司##溫和巨人媒體集團##天津十間影視傳媒有限公司##騰訊影業文化傳播有限公司##完美威秀娛樂（香港）有限公司 ##安樂影片有限公司##北京佳文映畫文化傳媒有限責任公司##墨客行影業(北京)有限公司##耳東文化（北京）有限公司,1,2,0.00%,300,"2,224","477,461"
32,南韓,白頭山：半島浩劫,2019/12/24,車庫娛樂股份有限公司,"CJ ENM CO., LTD.",4,20,-4.76%,"4,540","498,308","115,746,593"
33,法國,燃燒女子的畫像,2019/12/20,東昊影業有限公司,MK2 Films,3,25,47.06%,"5,630","14,617","3,228,393"
34,美國,怨靈古堡,2019/12/20,車庫娛樂股份有限公司,GEM ENTERTAINMENT KFT.,1,14,-30.00%,770,"2,862","612,083"
35,香港,葉問4：完結篇,2019/12/19,華映娛樂股份有限公司,東方影業出品有限公司,2,8,0.00%,"1,930","806,526","185,145,073"
36,美國,大說謊家,2019/12/13,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,8,84,-1.18%,"7,060","36,133","8,065,085"
37,南韓,黑計畫,2019/12/13,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Contents Panda,4,36,-28.00%,"2,955","5,086","1,073,045"
38,加拿大,8級警戒,2019/12/13,車庫娛樂股份有限公司,"XYZ FILMS, LLC",1,36,0.00%,"1,980","4,763","1,083,838"
39,英國,茱蒂,2019/12/10,采昌國際多媒體股份有限公司,"PATHE FUND LIMITED, acting through its division PATHE INTERNATIONAL",12,69,38.00%,"15,790","11,990","2,659,203"
40,英國,茱莉小姐,2019/12/04,威秀影城股份有限公司,The Royal National Theatre,2,42,0.00%,"26,280",331,"214,340"
41,美國,布魯克林孤兒,2019/11/29,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,5,51,0.00%,"5,000","21,879","4,771,029"
42,美國,暴走曼哈頓,2019/11/29,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",2,5,25.00%,720,"32,683","7,150,468"
43,丹麥,懸案密碼前傳-瓶中信,2019/11/29,峻龍國際有限公司,"MultiVisionnaire , Inc",1,3,-25.00%,420,"5,500","1,179,429"
44,美國,賽道狂人,2019/11/26,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",2,1,0.00%,180,"314,202","77,359,078"
45,南韓,82年生的金智英,2019/11/22,車庫娛樂股份有限公司,"LOTTE CULTUREWORKS CO., LTD.",10,217,-8.82%,"19,120","139,990","32,610,857"
46,美國,冰雪奇緣2,2019/11/21,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",4,22,-4.35%,"4,710","1,450,134","343,555,503"
47,印度,萬萬沒想到,2019/11/15,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STAR INDIA PRIVATE LIMITED, Through its division, FOX STAR STUDIOS",4,59,-13.24%,"3,895","49,811","11,020,979"
48,美國,安眠醫生,2019/11/08,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,2,47,2.17%,"4,870","125,580","29,662,189"
49,美國,決戰中途島,2019/11/08,台北双喜電影發行股份有限公司,"BONA FILM INVESTMENT COMPANY (PACIFIC RIM, USA)",3,23,0.00%,"2,130","318,938","72,891,561"
50,美國,魔鬼終結者：黑暗宿命,2019/11/07,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",3,28,12.00%,"1,625","379,742","88,133,284"
51,美國,絕鯊47：猛鯊出籠,2019/11/01,車庫娛樂股份有限公司,GEM ENTERTAINMENT KFT.,7,94,-12.96%,"8,365","27,957","5,952,605"
52,中華民國,陪你很久很久,2019/10/25,威視股份有限公司,嘉揚電影有限公司##海寧鐵幕真文化傳媒有限公司##滿滿額娛樂股份有限公司##中環國際娛樂事業股份有限公司##貴金影業傳媒股份有限公司##思美傳媒股份有限公司##海寧夢生影視文化傳媒有限公司##北京喔沃娛樂文化傳媒有限公司##薩摩亞商羚邦亞洲有限公司台灣分公司Medialink (Asia) Limited Taiwan Branch,1,17,13.33%,"1,420","57,112","12,957,481"
53,美國,雙子殺手,2019/10/23,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,2,25,78.57%,"1,305","553,005","132,784,666"
54,日本,七個會議,2019/10/18,鴻聯國際開發股份有限公司,"Tokyo Broadcasting System Television, Inc.",1,4,0.00%,560,"5,233","1,138,482"
55,美國,黑魔女2,2019/10/17,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",4,24,0.00%,"1,850","589,915","137,792,701"
56,中華民國,江湖無難事,2019/10/09,鹿路電影有限公司,上海愛美影視文化傳媒有限公司##滿滿額娛樂股份有限公司##華映娛樂股份有限公司##內容物數位電影製作有限公司##高雄人##鹿路電影有限公司##發條映画有限公司##百聿數碼創意股份有限公司,1,4,-42.86%,350,"42,624","9,230,798"
57,美國,小丑,2019/10/03,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,18,157,0.64%,"39,731","1,391,168","331,815,865"
58,美國,囧媽的極地任務,2019/09/27,車庫娛樂股份有限公司,METRO-GOLDWYN-MAYER STUDIOS INC.,1,10,-16.67%,970,"11,963","2,414,071"
59,中華民國,返校,2019/09/20,影一製作所股份有限公司,影一製作所股份有限公司##遊戲橘子數位科技股份有限公司##英屬維京群島商敦宜股份有限公司台灣分公司##樂到家國際娛樂股份有限公司##一條龍虎豹國際娛樂有限公司##財團法人臺中市影視發展基金會##高雄市電影館##美商華納兄弟（遠東）股份有限公司台灣分公司,1,6,-25.00%,500,"1,120,772","260,448,990"
60,日本,天氣之子,2019/09/12,車庫娛樂股份有限公司,"TOHO CO., LTD.",3,76,4.11%,"5,405","692,590","165,433,815"
61,美國,從前，有個好萊塢,2019/07/24,台北双喜電影發行股份有限公司,"Bona Film Investment Company (Pacific RIM, USA)",3,7,-12.50%,"1,445","157,986","37,683,836"
62,南韓,寄生上流,2019/06/28,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,CJ ENM CO. LTD,25,698,-8.88%,"161,915","640,442","149,335,279"
63,加拿大,哈柏太空之旅 3D,2019/02/04,國際電影事業有限公司,IMAX Corporation,1,0,0.00%,0,590,"84,825"
64,日本,亂,2017/09/29,傳影互動股份有限公司,(英國)STUDIOCANAL LTD.,1,6,0.00%,"1,400",948,"214,795"
65,義大利,海上鋼琴師,1998/01/01,海鵬影業有限公司,True Colours Glorious Films Srl,1,4,33.33%,950,"17,087","3,871,503"
66,美國,亂世佳人,1939/01/01,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL,1,25,-13.79%,"2,750","9,592","2,332,568"
