序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,周票數變動率,銷售金額,累計銷售票數,累計銷售金額
1,美國,朵拉與失落的黃金城,2019/08/09,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,82,"1,592",8.74%,"347,645","54,109","12,131,946"
2,日本,蠟筆小新電影 新婚旅行風暴-奪回廣志大作戰,2019/08/09,木棉花國際股份有限公司,ADK EMOTIOS INC.,32,"1,196",2.84%,"277,625","30,297","6,996,482"
3,日本,乘浪之約,2019/08/09,台北双喜電影發行股份有限公司,Fuji Creative Coporation,24,405,-12.72%,"94,200","11,130","2,589,693"
4,法國,懸案判決,2019/08/09,亮點國際影業有限公司,CHARADES,10,140,-0.71%,"28,395","3,765","778,093"
5,俄羅斯,絕世名伶,2019/08/09,天馬行空數位有限公司,(德國)KINOSTAR FILMVERLEIH GMBH,8,142,-23.66%,"28,020","4,063","830,096"
6,法國,出發吧！我的脫單假期,2019/08/09,海鵬影業有限公司,Le Pacte,8,75,102.70%,"16,385","2,012","436,904"
7,南韓,怎麼就，結婚了,2019/08/09,可樂藝術文創股份有限公司,M-Line Distribution,5,36,-33.33%,"8,530",990,"226,586"
8,日本,一定要結婚嗎,2019/08/09,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"MCIP HOLDINGS., LTD",4,28,-9.68%,"5,785","1,322","292,481"
9,美國,是誰在搞鬼,2019/08/09,暗光鳥有限公司,BLACK MANDALA LTD.,1,4,-20.00%,860,261,"58,567"
10,日本,櫻花開了,2019/08/09,春暉映像有限公司,株式会社クリエイターズユニオン,4,39,-15.22%,"7,110","1,404","285,803"
11,美國,靈異乍現,2019/0807,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,48,238,-9.85%,"54,210","19,014","4,287,911"
12,美國,在黑暗中說的鬼故事,2019/08/07,香港商甲上娛樂有限公司台灣分公司,"eONE FEATURES, LLC",92,"5,822",-8.07%,"1,335,090","184,294","42,226,156"
13,西班牙,痛苦與榮耀,2019/08/02,傳影互動股份有限公司,BATRAX ENTERTAINMENT B.V.,9,223,0.00%,"48,535","9,861","2,120,479"
14,印度,電梯男孩的奇蹟,2019/08/02,聯影企業股份有限公司,Caroline Pictures Private Limited,2,29,190.00%,"6,030","1,831","377,248"
15,南韓,王的文字,2019/08/02,采昌國際多媒體股份有限公司,Freeway Entertainment Kft.,3,6,-53.85%,"1,240","1,950","430,723"
16,美國,玩命關頭:特別行動,2019/07/31,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,100,"16,859",-18.24%,"4,022,529","1,693,548","405,855,955"
17,日本,電影哆啦A夢：大雄的月球探測記,2019/07/26,車庫娛樂股份有限公司,"TOHO CO., LTD.",47,"1,403",71.10%,"304,135","89,349","20,089,128"
18,美國,人生消極掰,2019/07/26,采昌國際多媒體股份有限公司,GEM Entertainment Kft.,15,196,8.29%,"43,145","31,222","7,221,110"
19,美國,駭客任務,2019/07/26,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,3,30,-21.05%,"6,855","12,536","2,965,727"
20,以色列,出走巴黎,2019/07/26,海鵬影業有限公司,SBS Distribution,2,24,-14.29%,"4,920","3,416","716,531"
21,南韓,鬼學怨,2019/07/26,威視股份有限公司,"CJ ENM CO., LTD.",3,15,-21.05%,"3,060","18,900","4,344,252"
22,日本,漫長的告別,2019/07/26,天馬行空數位有限公司,"ASMIK ACE, INC.",1,10,233.33%,"2,250","4,297","899,816"
23,美國,從前，有個好萊塢,2019/07/24,台北双喜電影發行股份有限公司,"Bona Film Investment Company (Pacific RIM, USA)",41,620,-10.53%,"154,455","145,391","35,182,356"
24,美國,電流大戰,2019/07/19,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Lantern Entertainment LLC,13,82,-32.79%,"20,070","96,243","22,205,635"
