序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,票數變動率,銷售金額,累計銷售票數,累計銷售金額
13,日本,電影版 吹響吧！上低音號～想傳達的旋律～,2019/10/17,車庫娛樂股份有限公司,PONY CANYON INC.,10,329,-51.62%,"75,159","1,009","241,760"
14,日本,電影版 吹響吧！上低音號～歡迎加入北宇治高中管樂社～,2019/10/17,車庫娛樂股份有限公司,PONY CANYON INC.,10,237,-66.90%,"54,175",953,"227,912"
15,美國,弒婚遊戲,2019/10/09,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",78,"11,226",-67.94%,"2,575,998","108,968","24,969,288"
16,美國,藍波:最後一滴血,2019/10/09,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",83,"9,551",-72.59%,"2,158,994","117,149","26,438,841"
17,美國,屍樂園：髒比雙拼,2019/10/09,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,67,"3,857",-76.29%,"890,268","60,098","13,819,367"
18,日本,海獸之子,2019/10/09,香港商甲上娛樂有限公司台灣分公司,株式會社 Beyond C.,35,"3,521",-61.27%,"831,988","34,821","8,181,035"
19,中華民國,江湖無難事,2019/10/09,鹿路電影有限公司,上海愛美影視文化傳媒有限公司##滿滿額娛樂股份有限公司##華映娛樂股份有限公司##內容物數位電影製作有限公司##高雄人##鹿路電影有限公司##發條映画有限公司##百聿數碼創意股份有限公司,72,"3,057",-73.17%,"684,460","39,345","8,743,078"
20,南韓,電影版 壞傢伙們,2019/10/09,車庫娛樂股份有限公司,"CJ ENM CO., LTD.",36,"1,344",-83.93%,"301,414","27,782","6,340,133"
21,阿根廷,計高一籌,2019/10/09,海鵬影業有限公司,Latido Consorcio De Exportacion Del Cine Espanol SL,9,340,-65.90%,"70,615","3,008","615,780"
22,日本,在時間停止的世界相遇,2019/10/09,采昌國際多媒體股份有限公司,ColorBird Inc.,8,46,-95.07%,"9,675","3,723","826,312"
23,義大利,克林姆與席勒：靈慾之間,2019/10/09,車庫娛樂股份有限公司,NEXO DIGITAL S.R.L.,2,24,-80.80%,"5,465",385,"83,590"
24,美國,壞壞萌雪怪,2019/10/04,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,71,"1,834",-81.57%,"416,885","73,476","16,674,984"
25,澳洲,108悍將,2019/10/04,台北双喜電影發行股份有限公司,Media Film International,9,252,-86.88%,"55,880","22,850","5,256,215"
26,日本,小小戀歌,2019/10/04,光年映畫有限公司,"TOEI COMPANY,LTD.",3,60,-76.10%,"12,950","2,663","599,433"
27,美國,小丑,2019/10/03,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,101,"105,244",-54.14%,"24,835,305","1,270,621","304,577,648"
28,日本,青春豬頭少年不會夢到懷夢美少女,2019/09/27,木棉花國際股份有限公司,Aniplex Inc.,12,483,-77.28%,"118,585","35,600","8,884,471"
29,泰國,只有我能喜歡妳,2019/09/27,威視股份有限公司,M PICTURES COMPANY LIMITED,32,460,-86.50%,"103,620","14,911","3,435,440"
30,日本,信用詐欺師JP,2019/09/27,傳影互動股份有限公司,PONY CANYON INC,5,289,-44.85%,"64,785","15,254","3,510,537"
31,美國,囧媽的極地任務,2019/09/27,車庫娛樂股份有限公司,METRO-GOLDWYN-MAYER STUDIOS INC.,4,273,-16.51%,"60,235","10,108","2,255,711"
32,美國,笑笑羊大電影：外星人來了,2019/09/27,采昌國際多媒體股份有限公司,STUDIOCANAL,4,229,-63.00%,"51,980","8,125","1,887,329"
33,美國,瞞天機密,2019/09/27,采昌國際多媒體股份有限公司,FILM & TV HOUSE LIMITED,2,40,-80.49%,"9,245","16,986","3,907,601"
34,英國,無間行動,2019/09/27,星泰國際娛樂股份有限公司,Batrax Entertainment,8,34,-93.88%,"7,760","33,055","7,565,762"
35,美國,校外打怪教學,2019/09/27,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,PROTAGONIST PICTURES LIMITED,1,8,-94.41%,"1,750","20,127","4,490,650"
36,英國,雪地之光,2019/09/27,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,TASKOVSKI FILMS,1,6,-71.43%,"1,170","1,924","417,317"
37,中華民國,返校,2019/09/20,影一製作所股份有限公司,影一製作所股份有限公司##遊戲橘子數位科技股份有限公司##英屬維京群島商敦宜股份有限公司台灣分公司##樂到家國際娛樂股份有限公司##一條龍虎豹國際娛樂有限公司##財團法人臺中市影視發展基金會##高雄市電影館##美商華納兄弟（遠東）股份有限公司台灣分公司,99,"15,030",-65.72%,"3,513,494","1,096,081","256,365,392"
38,美國,星際救援,2019/09/20,台北双喜電影發行股份有限公司,BONA FILM INVESTMENT COMPANY,7,194,-80.70%,"43,955","140,532","33,592,638"
39,美國,唐頓莊園,2019/09/20,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,2,168,-59.22%,"35,810","10,485","2,453,683"
40,日本,天氣之子,2019/09/12,車庫娛樂股份有限公司,"TOHO CO., LTD.",66,"6,276",-59.71%,"1,483,612","679,006","163,273,952"
41,美國,我家有個開心農場,2019/09/12,佳映娛樂國際股份有限公司,"Bos Entertainment Inc. dba The Exchange as sales agent for Farm Lore Films,LLC",3,185,-32.23%,"35,200","7,785","1,682,783"
42,香港,再見了!小Q,2019/09/12,海樂影業股份有限公司,星皓影業(香港)有限公司,1,40,0.00%,"6,400","4,977","1,120,780"
43,日本,薔薇與武士,2019/09/11,威秀影城股份有限公司,Village INC.,1,24,-85.96%,"17,680",431,"302,920"
44,美國,牠 第二章,2019/09/05,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,3,48,-81.89%,"12,320","475,093","116,225,161"
45,香港,使徒行者2 諜影行動,2019/08/30,華映娛樂股份有限公司,"影聚天際影視傳媒（天津）有限公司##北京嘉映文化傳媒有限公司##喀什嘉映文化傳媒有限公司	##北京國影縱橫電影發行有限公司	##新疆烈火文化傳媒有限公司	##優酷電影有限公司	##華夏電影發行有限責任公司	##阿里巴巴影業(北京)有限公司	##天津貓眼微影文化傳媒有限公司	##耳東文化(北京)有限公司	##大名娛樂有限公司	##電視廣播有限公司	##天下一電影製作有限公司	##北京嘉映春天影業有限公司	##邵氏兄弟國際影業有限公司	##墨客行影業（北京）有限公司##天馬電影出品(香港)有限公司",3,458,27.22%,"39,285","22,948","4,952,227"
46,美國,雙面特務,2019/08/30,威視股份有限公司,FREEWAY ENTERTAINMENT KFT.,2,109,0.00%,"9,260","11,601","2,606,788"
47,中華民國,第九分局,2019/08/29,華文創股份有限公司,華文創股份有限公司##全能製作股份有限公司##樂到家國際娛樂股份有限公司##滿滿額娛樂股份有限公司,2,12,-94.23%,"2,640","247,440","56,655,422"
48,中華民國,下半場,2019/08/23,下半場電影股份有限公司,下半場電影股份有限公司##華研國際音樂(股)公司##國賓影城(股)公司##高雄市電影館##美商華納兄弟(遠東)股份有限公司##逆光電影(股)公司##有享娛樂(股)公司##福斯傳媒有限公司##華策影業(天津)有限公司,1,142,121.88%,"34,080","99,611","22,688,991"
49,日本,殺手寓言,2019/08/23,采昌國際多媒體股份有限公司,NIPPON TELEVISION NETWORK COPORATION,2,105,-9.48%,"15,480","8,563","1,928,400"
50,美國,深夜加油站遇見抓狂衰事,2019/08/23,本萃電影有限公司,"Film Mode Entertainment, LLC",1,63,-43.75%,"9,220","2,085","455,759"
51,美國,全面攻佔3: 天使救援,2019/08/21,海樂影業股份有限公司,"NU IMAGE,INC.",6,87,-71.66%,"21,990","626,247","146,577,932"
52,日本,普羅米亞,2019/08/16,中影股份有限公司,東寶株式會社,11,"1,575",-40.34%,"376,718","61,396","15,301,770"
53,美國,仙戒奇緣,2019/08/16,新竹市政府文化局,Gold Valley Films Inc.,16,479,-54.16%,"106,035","5,444","1,241,875"
54,中華民國,緝魔,2019/08/16,華映娛樂股份有限公司,傳遞娛樂傳媒有限公司##華映娛樂股份有限公司,5,350,-31.51%,"25,815","50,991","11,320,464"
55,美國,炫目之光,2019/08/16,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,3,174,-40.61%,"11,095","6,347","1,308,519"
56,南韓,驅魔使者,2019/08/16,車庫娛樂股份有限公司,"LOTTE CULTUREWORKS CO., LTD.",2,55,0.00%,"8,530","124,346","28,241,052"
57,日本,乘浪之約,2019/08/09,台北双喜電影發行股份有限公司,Fuji Creative Coporation,2,108,170.00%,"16,740","13,070","3,046,287"
58,俄羅斯,絕世名伶,2019/08/09,天馬行空數位有限公司,(德國)KINOSTAR FILMVERLEIH GMBH,1,31,-26.19%,"4,770","5,642","1,145,521"
59,美國,在黑暗中說的鬼故事,2019/08/07,香港商甲上娛樂有限公司台灣分公司,"eONE FEATURES, LLC",5,410,144.05%,"48,630","228,766","52,622,259"
60,美國,靈異乍現,2019/08/07,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,2,79,-77.56%,"7,700","20,580","4,452,521"
61,西班牙,痛苦與榮耀,2019/08/02,傳影互動股份有限公司,BATRAX ENTERTAINMENT B.V.,3,597,155.13%,"70,130","13,827","2,891,052"
62,美國,玩命關頭:特別行動,2019/07/31,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,9,"2,275",0.00%,"162,235","1,896,032","453,686,969"
63,日本,電影哆啦A夢：大雄的月球探測記,2019/07/26,車庫娛樂股份有限公司,"TOHO CO., LTD.",3,328,-23.36%,"21,880","97,956","21,773,966"
64,美國,從前，有個好萊塢,2019/07/24,台北双喜電影發行股份有限公司,"Bona Film Investment Company (Pacific RIM, USA)",3,330,-30.67%,"42,140","156,975","37,457,165"
65,美國,電流大戰,2019/07/19,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Lantern Entertainment LLC,6,378,-59.96%,"31,370","100,788","22,707,575"
66,中華民國,灼人秘密,2019/07/19,岸上影像有限公司,"岸上影像有限公司,禾豐九路娛樂有限公司,爵士電影製作公司 JAZZY PICTURES (M) SDN. BHD.",2,72,-67.42%,"4,000","32,043","7,350,364"
67,美國,獅子王,2019/07/17,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",1,123,33.70%,"11,240","1,309,610","314,157,782"
68,美國,鱷魔,2019/07/12,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,1,73,0.00%,"6,670","128,643","28,681,419"
69,日本,王者天下,2019/07/11,傳影互動股份有限公司,Columbia Pictures Industries Inc,1,128,172.34%,"13,310","22,600","5,133,317"
70,日本,名偵探柯南：紺青之拳,2019/07/10,向洋影業有限公司,株式会社トムス・エンタテインメント,7,652,-53.53%,"56,000","472,296","109,657,774"
71,日本,寄生下流,2019/07/05,英屬維京群島商映畫聯合有限公司台灣分公司,HAPPINET CORPORATION,2,392,0.00%,"39,420",529,"68,910"
72,美國,蜘蛛人：離家日,2019/07/02,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,10,"1,771",-43.05%,"153,045","1,595,101","379,712,144"
73,南韓,寄生上流,2019/06/28,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,CJ ENM CO. LTD,8,"1,570",0.00%,"116,050","619,564","145,523,963"
74,美國,玩具總動員 4,2019/06/20,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",5,"1,431",-3.31%,"84,225","1,342,367","312,310,480"
75,丹麥,懸案密碼-第64號,2019/06/14,峻龍國際有限公司,"MultiVisionnaire , Inc",1,191,-6.83%,"10,505","21,569","4,575,383"
76,中華民國,出發,2019/05/31,牽猴子整合行銷股份有限公司,相知國際股份有限公司,2,124,0.00%,"24,940","69,374","15,430,131"
77,美國,阿拉丁,2019/05/22,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",6,719,-53.34%,"48,765","1,249,767","290,369,839"
78,美國,復仇者聯盟:終局之戰,2019/04/24,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",1,66,-55.10%,"5,320","3,492,311","910,456,089"
79,加拿大,哈柏太空之旅 3D,2019/02/04,國際電影事業有限公司,IMAX Corporation,1,2,-60.00%,480,549,"78,660"
80,加拿大,深海獵奇 3D,2019/02/03,國際電影事業有限公司,IMAX Corporation,1,201,20000.00%,"20,120",804,"100,994"
81,法國,全面開戰,2018/12/02,佳映娛樂國際股份有限公司,MK2 Films,1,1,0.00%,100,823,"176,991"
82,日本,黃昏清兵衛,2018/08/17,車庫娛樂股份有限公司,"SHOCHIKU CO.,LTD.",1,12,0.00%,"2,480",619,"127,845"
83,捷克,無人知曉的七月十日,2016/07/22,聯影企業股份有限公司,ARIZONA PRODUCTIONS,1,3,0.00%,440,"2,178","467,260"
84,日本,幸福的黃手帕,2016/04/01,東昊影業有限公司,松竹株式會社,1,8,0.00%,"1,320",8,"1,320"
85,美國,教父II,1974/01/01,捷傑有限公司,United International Pictures,1,12,-90.08%,"2,400","3,197","858,704"
86,美國,教父I,1972/01/01,捷傑有限公司,United International Pictures,1,8,-94.12%,"1,700","4,369","1,152,842"
