序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,銷售金額,累計銷售票數,累計銷售金額
31,美國,巨齒鯊,2018/08/10,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,82,"17,609","4,083,495","680,727","159,703,507"
32,日本,蠟筆小新電影功夫小子之拉麵大亂鬥！,2018/08/10,木棉花國際股份有限公司,ASATSU-DK INC.,10,520,"121,285","26,628","6,059,617"
33,南韓,與神同行：最終審判,2018/08/08,采昌國際多媒體股份有限公司,(匈牙利)FREEWAY ENTERTAINMENT KFT.,81,"54,968","12,891,155","1,963,535","469,136,454"
34,美國,摯友維尼,2018/08/03,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",6,573,"140,371","99,224","23,111,669"
35,日本,道別的早晨就用約定之花點綴吧,2018/08/03,向洋影業有限公司,Hakuhodo DY music ＆ pictures Inc.,3,288,"67,834","15,704","3,862,436"
36,美國,怒火邊界2：毒刑者,2018/08/03,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,(英國)LIONS GATE INTERNATIONAL(UK) LIMITED,2,27,"6,480","23,737","5,235,901"
37,美國,媽媽咪呀！回來了,2018/08/01,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,4,407,"95,690","107,433","24,733,808"
38,美國,不可能的任務：全面瓦解,2018/07/25,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,67,"22,115","5,288,456","1,860,510","441,099,147"
39,俄羅斯,神佈局,2018/07/20,星泰國際娛樂股份有限公司,(美國)FREEWAY ENTERTAINMENT KFT.,6,765,"62,235","17,516","3,804,664"
40,美國,震撼真相,2018/07/20,華聯國際影音股份有限公司,"VOLTAGE PICTURES, LLC",3,172,"23,560","3,853","802,414"
41,美國,尖叫旅社3:怪獸假期,2018/07/19,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,17,"1,225","281,118","305,329","68,113,280"
42,日本,小偷家族,2018/07/13,采昌國際多媒體股份有限公司,GAGA Corporation,5,581,"128,890","62,071","13,865,812"
43,美國,高年級姐妹會,2018/07/13,威視股份有限公司,(匈牙利)GEM ENTERTAINMENT KFT.,5,303,"36,960","16,034","3,706,127"
44,中華民國,命帶追逐（2018數位修復版）,2018/07/13,鏡象電影製作有限公司,積木影像製作有限公司,1,99,"21,455","3,018","666,296"
45,瑞典,決戰賽末點,2018/07/13,車庫娛樂股份有限公司,AB SVENSK FILMINDUSTRI,2,100,"14,490",991,"185,320"
46,中華民國,切小金家的旅館,2018/07/12,良人行影業有限公司,良人行影業有限公司##麥加芬電影製作有限公司##阿榮影業股份有限公司##香港商福斯傳媒有限公司臺灣分公司##威像電影有限公司##(大陸)華策影業（天津）有限公司,7,915,"66,460","86,576","19,450,166"
47,美國,摩天大樓,2018/07/12,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,1,10,"2,095","799,815","187,004,802"
48,日本,名偵探柯南:零的執行人,2018/07/06,向洋影業有限公司,"TMS ENTERTAINMENT CO.,LTD.",5,281,"71,151","377,924","87,439,559"
49,英國,愛，留在海灘那一天,2018/07/06,亮點國際影業有限公司,ROCKET SCIENCE INDUSTRIES LTD,1,73,"11,150","3,627","775,091"
50,日本,電影哆啦A夢:大雄的金銀島,2018/07/02,鴻基國際視訊股份有限公司,"TOHO CO.,LTD",1,5,940,"44,882","10,285,419"
51,美國,鋼鐵墳墓2,2018/06/29,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,(匈牙利)ESCAPE PLAN 2,6,638,"47,135","70,539","15,273,689"
52,美國,超人特攻隊2,2018/06/27,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",7,562,"129,740","1,136,039","259,364,967"
53,美國,貼背戰,2018/06/22,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,10,"1,274","118,635","143,811","32,575,936"
54,美國,跟著IKEA衣櫥去旅行,2018/06/22,香港商甲上娛樂有限公司台灣分公司,(法國)TF1 DROITS AUDIOVISUELS,4,466,"31,840","22,879","5,120,135"
55,中華民國,看不見的台灣,2018/06/15,牽猴子整合行銷股份有限公司,影市堂股份有限公司,3,274,"54,160","10,783","2,291,547"
56,南韓,冠軍大叔,2018/06/15,華映娛樂股份有限公司,"FINECUT CO., LTD.",7,634,"47,965","205,494","45,227,149"
57,美國,宿怨,2018/06/15,傳影互動股份有限公司,A24 INTERNATIONAL LLC,3,405,"24,600","113,893","26,366,765"
58,美國,瞞天過海:八面玲瓏,2018/06/14,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,12,"3,460","297,900","612,087","142,085,011"
59,美國,侏羅紀世界:殞落國度,2018/06/06,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,13,"4,494","323,930","2,547,815","621,196,489"
60,美國,犬之島,2018/06/01,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,4,596,"64,740","55,802","12,483,733"
61,美國,猛龍怪客,2018/06/01,車庫娛樂股份有限公司,(香港)OCEAN WAVE MOTION PICTURES (INTERNATIONAL) LIMITED,3,319,"19,455","56,288","12,243,179"
62,美國,真愛收信中,2018/06/01,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,(法國)STUDIOCANAL SAS,3,165,"12,685","7,419","1,367,600"
63,日本,被愛妄想症,2018/06/01,鴻基國際視訊股份有限公司,COLORBIRD INC.,1,62,"9,460","2,537","553,980"
64,日本,新參者完結篇：當祈禱落幕時,2018/05/25,車庫娛樂股份有限公司,"TOKYO BROADCASTING SYSTEM TELEVISION, INC.",1,47,"6,580","11,826","2,634,293"
65,義大利,波伽利：聲命之歌,2018/05/25,采昌國際多媒體股份有限公司,(匈牙利)FREEWAY ENTERTAINMENT KFT.,1,37,"5,180","6,559","1,382,445"
66,美國,星際大戰外傳:韓索羅,2018/05/23,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",3,194,"27,560","125,244","29,557,117"
67,美國,死侍2,2018/05/15,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,4,356,"31,405","1,228,427","287,616,545"
68,美國,真心話大冒險,2018/05/11,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,2,179,"10,260","222,455","50,154,442"
69,美國,復仇者聯盟：無限之戰,2018/04/25,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",4,548,"34,290","2,595,884","641,712,235"
70,美國,頂尖高手,2018/04/20,佳映娛樂國際股份有限公司,(比利時) AUTLOOK FILMSALES GMBH,4,458,"94,980","1,520","322,670"
71,美國,一級玩家,2018/03/29,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,5,136,"72,560","1,415,734","361,830,647"
72,美國,極盜戰,2018/03/16,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",1,53,"4,850","104,788","23,119,844"
73,美國,奇蹟男孩,2017/12/01,香港商甲上娛樂有限公司台灣分公司,LIONS GATE INTERNATIONAL(UK) LIMITED,1,100,"21,000","274,378","61,186,718"
74,美國,私刑教育2,2014/10/24,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,83,"99,504","22,926,775","235,607","54,698,077"
