序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,周票數變動率,銷售金額,累計銷售票數,累計銷售金額
35,南韓,寄生上流,2019/06/28,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,CJ ENM CO. LTD,53,"4,311",-4.73%,"996,725","551,414","129,513,431"
36,中華民國,如常,2019/06/28,星泰國際娛樂股份有限公司,財團法人中華民國佛教慈濟慈善事業基金會,5,67,-6.94%,"13,480","39,412","8,510,118"
37,日本,聖☆哥傳: 第Ⅱ紀,2019/06/28,香港商甲上娛樂有限公司台灣分公司,"SDP,INC.",1,1,0.00%,220,"1,337","318,285"
38,日本,電影版 妖怪手錶：永遠的朋友,2019/06/28,華藝娛樂股份有限公司,Level 5 abby,1,0,-100.00%,0,"6,696","1,520,364"
39,美國,安娜貝爾回家囉,2019/06/25,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,5,67,3.08%,"13,720","357,979","83,807,761"
40,香港,九龍不敗,2019/06/25,華映娛樂股份有限公司,天馬電影出品(香港)有限公司##天馬影聯影視文化(北京)有限公司##大名娛樂有限公司,2,16,-5.88%,"2,320","6,516","1,402,152"
41,加拿大,金錢性騙局,2019/06/21,佳映娛樂國際股份有限公司,Seville International,2,20,-4.76%,"2,900",843,"169,768"
42,美國,玩具總動員 4,2019/06/20,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",66,"1,415",9.44%,"322,885","1,311,912","305,777,192"
43,美國,安娜,2019/06/19,海樂影業股份有限公司,LIONS GATE INTERNATIONAL (UK) LIMITED,1,11,175.00%,"2,440","147,411","33,893,305"
44,美國,帕爾曼的音樂遍歷,2019/06/14,翻面映畫有限公司,"ROCO Films International, LLC",1,7,133.33%,"1,990","13,088","3,014,893"
45,丹麥,懸案密碼-第64號,2019/06/14,峻龍國際有限公司,"MultiVisionnaire , Inc",2,9,-25.00%,"1,480","19,634","4,401,703"
46,香港,追龍II：賊王,2019/06/12,華映娛樂股份有限公司,霍爾果斯環星影視傳媒有限公司##上海杠杠影視文化有限公司##銀都機構有限公司##耳東文化（北京）有限公司##太陽娛樂文化有限公司##海墨文化傳媒股份有限公司##萬達影視傳媒有限公司##上海復逸文化傳播有限公司##電視廣播有限公司##上海新文化影業有限公司 ##阿里巴巴影業（北京）有限公司##北京博納影業集團有限公司##星王朝有限公司##浙江博納影視製作有限公司##博納影視娛樂有限公司,8,163,-4.12%,"14,170","53,270","11,676,473"
47,美國,X戰警：黑鳳凰,2019/06/06,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,3,42,-20.75%,"4,240","442,107","104,783,087"
48,中華民國,亡命之途,2019/06/06,威視股份有限公司,想映電影有限公司##有限会社四面楚歌,4,50,-10.71%,"3,380","7,460","1,599,062"
49,美國,紅色密令,2019/05/31,采昌國際多媒體股份有限公司,EMBANKMENT FILMS LIMITED,2,37,-24.49%,"2,630","6,012","1,190,745"
50,日本,這條路上: 百年童謠的誕生,2019/05/31,亮點國際影業有限公司,CREi Inc,1,6,0.00%,840,"2,190","423,486"
51,法國,城市獵人,2019/05/24,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,SOFINERGIE CAPAC,3,52,-18.75%,"3,145","20,655","4,442,424"
52,英國,選情尬翻天,2019/05/24,英屬維京群島商高捷全球開發有限公司 台灣分公司,"Lions Gate International(UK), Limited.",3,24,-22.58%,"3,040","14,250","2,830,338"
53,日本,馬拉松武士,2019/05/24,天馬行空數位有限公司,GAGA Corporation,1,5,0.00%,500,"1,743","370,243"
54,美國,阿拉丁,2019/05/22,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",12,259,-5.13%,"64,755","1,232,586","288,543,613"
55,美國,極惡人魔,2019/05/17,車庫娛樂股份有限公司,"MELVILLE FILMS, INC.",1,4,-20.00%,600,"3,654","813,022"
56,瑞典,極地先鋒,2019/05/10,采昌國際多媒體股份有限公司,AB Svensk Filmindustri,4,81,-24.30%,"6,560","3,183","543,326"
57,美國,名偵探皮卡丘,2019/05/09,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.##WARNER BROS. PICTURES INTERNATIONAL.,11,383,12.98%,"34,135","680,692","160,432,046"
58,美國,詐騙女神,2019/05/09,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,8,405,-14.19%,"29,150","364,462","83,900,518"
59,南韓,親愛的仇人,2019/05/04,可樂藝術文創股份有限公司,M-Line Distribution,3,35,-22.22%,"3,630","2,276","449,560"
60,日本,福爾圖娜之瞳,2019/05/03,車庫娛樂股份有限公司,"TOHO CO., LTD.",1,6,50.00%,900,"8,840","1,986,035"
61,香港,淪落人,2019/04/19,香港商甲上娛樂有限公司台灣分公司,無際電影製作有限公司 No Ceiling Film Production Limited,3,59,-7.81%,"3,295","14,691","3,170,315"
62,美國,魔力女聲,2019/04/19,威視股份有限公司,ME TEEN SPIRIT LIMITED,1,4,-20.00%,600,"8,337","1,775,826"
63,法國,女王的柯基,2019/04/12,傳影互動股份有限公司,CHARADES SAS,2,311,576.09%,"15,605","103,988","23,147,083"
64,美國,禁入墳場,2019/04/12,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,1,12 ,-7.69%,"1,680","94,374","21,426,357"
65,美國,小飛象,2019/03/29,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",4,58 ,13.73%,"4,035","379,450","86,286,973"
66,中華民國,老大人,2019/03/22,威視股份有限公司,興揚電影有限公司##中環國際娛樂事業股份有限公司##(大陸)海寧鐵幕真文化傳媒有限公司##(大陸)喀什嘉映文化傳媒有限公司,1,13 ,0.00%,"1,000","61,449","13,445,081"
67,日本,假面飯店,2019/03/15,英屬維京群島商高捷全球開發有限公司 台灣分公司,"PONY CANYON, INC.",1,6 ,-40.00%,560,"50,973","11,317,083"
68,美國,驚奇隊長,2019/03/06,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",3,32 ,-13.51%,"2,100","1,699,135","404,377,371"
69,美國,樂高玩電影2,2019/02/14,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,1,8 ,14.29%,740,"42,958","9,681,615"
70,加拿大,深海獵奇 3D,2019/02/03,國際電影事業有限公司,IMAX Corporation,1,2 ,0.00%,300,549,"71,374"
