序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額
25,美國,惡靈20,2020/01/10,華映娛樂股份有限公司,Hyde Park Entertainment LLC,1,33,-87.01%,"6,270","4,821","1,091,098"
26,英國,大監獄行動,2020/01/10,台北双喜電影發行股份有限公司,Media Film International,4,27,-97.61%,"6,960","13,384","2,954,830"
27,日本,《少女與戰車 總集篇4DX》-第63屆戰車道全國高中生大會,2020/01/03,蜜蜂工房創藝有限公司,Hakuhodo DY music &amp## pictures Inc.,6,101,-35.26%,"44,657","3,833","1,743,803"
28,印度,真愛裁會贏,2020/01/03,水元素文化傳媒有限公司,YASH RAJ FILMS PRIVATE LIMITED,2,250,-12.28%,"52,235","5,952","1,256,651"
29,美國,兔嘲男孩,2020/01/03,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",36,"4,665",-47.77%,"1,108,648","84,434","19,798,446"
30,美國,別告訴她,2020/01/03,車庫娛樂股份有限公司,"A24 INTERNATIONAL, LLC",1,110,-73.30%,"25,080","10,383","2,300,798"
31,中華民國,你的情歌,2020/01/02,香港商甲上娛樂有限公司台灣分公司,奇想事企業有限公司##能率影業股份有限公司##香港商甲上娛樂有限公司台灣分公司 ##采昌國際多媒體股份有限公司  ##英屬維京群島商敦宜股份有限公司台灣分公司,67,"29,615",112.61%,"6,949,077","44,451","10,476,798"
32,法國,潛艦追緝,2019/12/27,鴻聯國際開發股份有限公司,PATHE FILMS S.A.S,3,19,-89.33%,"4,865","9,655","2,122,457"
33,美國,倒數計死,2019/12/27,采昌國際多媒體股份有限公司,"STX Productions, LLC",15,"1,064",-72.31%,"232,043","72,331","16,529,481"
34,美國,霹靂嬌娃,2019/12/27,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,10,236,-90.98%,"58,448","124,719","28,533,639"
35,南韓,白頭山：半島浩劫,2019/12/24,車庫娛樂股份有限公司,"CJ ENM CO., LTD.",51,"14,157",-51.43%,"3,407,416","495,633","115,111,719"
36,美國,CATS 貓,2019/12/24,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,1,25,-88.79%,"6,200","50,402","11,750,811"
37,法國,燃燒女子的畫像,2019/12/20,東昊影業有限公司,MK2 Films,7,604,-32.36%,"131,840","13,772","3,039,983"
38,香港,葉問4：完結篇,2019/12/19,華映娛樂股份有限公司,東方影業出品有限公司,60,"7,171",-58.00%,"1,726,778","805,283","184,836,686"
39,美國,STAR WARS : 天行者的崛起,2019/12/18,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",4,301,-87.51%,"80,396","324,285","82,137,964"
40,中華民國,黑熊來了,2019/12/13,牽猴子整合行銷股份有限公司,大麥影像傳播工作室,11,610,-67.38%,"135,208","51,270","11,688,770"
41,法國,巴黎小情聖,2019/12/13,鴻聯國際開發股份有限公司,Gaumont,1,15,-46.43%,"2,360",983,"202,460"
42,英國,茱蒂,2019/12/10,采昌國際多媒體股份有限公司,"PATHE FUND LIMITED, acting through its division PATHE INTERNATIONAL",6,179,-34.67%,"40,393","10,760","2,369,483"
43,日本,特約經紀公司,2019/12/06,華映娛樂股份有限公司,"SHOCHIKU CO., LTD.",1,26,0.00%,"4,160","7,136","1,595,100"
44,美國,野蠻遊戲：全面晉級,2019/12/04,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,28,"2,531",-60.15%,"606,907","805,753","189,920,100"
45,英國,茱莉小姐,2019/12/04,威秀影城股份有限公司,The Royal National Theatre,3,77,0.00%,"49,340",260,"168,260"
46,丹麥,懸案密碼前傳-瓶中信,2019/11/29,峻龍國際有限公司,"MultiVisionnaire , Inc",1,19,-58.70%,"2,990","5,406","1,165,469"
47,美國,暴走曼哈頓,2019/11/29,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",3,313,79.89%,"29,100","32,257","7,101,688"
48,美國,布魯克林孤兒,2019/11/29,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,3,181,4.02%,"24,580","21,057","4,697,454"
49,美國,鋒迴路轉,2019/11/28,車庫娛樂股份有限公司,LIONS GATE INTERNATIONAL (UK) LIMITED,3,137,-57.05%,"29,640","165,782","38,492,994"
50,美國,賽道狂人,2019/11/26,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",7,346,-48.13%,"86,700","314,095","77,332,468"
51,南韓,82年生的金智英,2019/11/22,車庫娛樂股份有限公司,"LOTTE CULTUREWORKS CO., LTD.",1,5,-96.50%,"1,178","138,396","32,474,452"
52,美國,冰雪奇緣2,2019/11/21,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",42,"4,032",-56.56%,"958,031","1,448,684","343,220,919"
53,印度,萬萬沒想到,2019/11/15,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STAR INDIA PRIVATE LIMITED, Through its division, FOX STAR STUDIOS",3,231,"1,055.00%","20,150","48,214","10,913,904"
54,香港,催眠 . 裁決,2019/11/15,香港商甲上娛樂有限公司台灣分公司,大河影業揚州有限公司##完美威秀娛樂（香港）有限公司##美亞電影製作有限公司##星門娛樂有限公司##耳東影業(北京)有限公司##北京太平盛世文化傳播股份有限公司##北京盛世影隆文化傳播有限公司##北京潤德澤鑫投資基金管理有限公司 ##中映華夏（北京）文化傳媒有限公司,1,56,-12.50%,"8,640","12,241","2,795,664"
55,中華民國,重甲機神：神降臨,2019/11/08,威視股份有限公司,乾坤一擊創意股份有限公司,1,0,-100.00%,0,"7,174","1,670,229"
56,美國,決戰中途島,2019/11/08,台北双喜電影發行股份有限公司,"BONA FILM INVESTMENT COMPANY (PACIFIC RIM, USA)",9,"2,001",142.55%,"159,665","316,472","72,669,291"
57,美國,安眠醫生,2019/11/08,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,5,559,12.70%,"61,010","124,813","29,578,489"
58,美國,救火奶爸,2019/11/08,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,6,444,0.00%,"35,185","20,118","4,503,077"
59,美國,魔鬼終結者：黑暗宿命,2019/11/07,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",10,"2,587",64.25%,"216,495","378,375","88,028,629"
60,中華民國,傻傻愛你，傻傻愛我,2019/11/01,華映娛樂股份有限公司,華映娛樂股份有限公司##講故事有限公司##中環國際娛樂事業股份有限公司##星泰國際娛樂股份有限公司##樂到家國際娛樂股份有限公司##艾迪昇傳播事業有限公司##滿滿額娛樂股份有限公司##天際娛樂股份有限公司##劇龍製作有限公司,1,54,-6.90%,"8,360","42,284","9,475,767"
61,美國,阿達一族,2019/11/01,美商美國環球影片股份有限公司台灣分公司,Park Circus Limited,4,629,-12.40%,"40,400","89,207","20,188,195"
62,美國,雙子殺手,2019/10/23,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,5,908,-43.43%,"54,335","552,183","132,737,816"
63,日本,新聞記者,2019/10/20,天馬行空數位有限公司,KADOKAWA CORPORATION,1,52,36.84%,"8,160","1,841","395,778"
64,中華民國,盲人律師,2019/10/18,春暉映像有限公司,牧風電影事業有限合夥,1,6,-92.77%,"1,330","28,343","6,204,076"
65,南韓,加油吧 ! 李先生,2019/10/18,車庫娛樂股份有限公司,CONTENTS PANDA,1,70,84.21%,"10,880","3,344","739,747"
66,美國,黑魔女2,2019/10/17,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",10,"1,770",28.17%,"152,425","588,230","137,646,301"
67,美國,小丑,2019/10/03,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,3,150,-74.92%,"14,440","1,388,723","331,191,750"
68,日本,信用詐欺師JP,2019/09/27,傳影互動股份有限公司,PONY CANYON INC,1,58,0.00%,"8,960","15,554","3,557,847"
69,美國,囧媽的極地任務,2019/09/27,車庫娛樂股份有限公司,METRO-GOLDWYN-MAYER STUDIOS INC.,3,300,-32.28%,"18,715","11,796","2,402,676"
70,英國,無間行動,2019/09/27,星泰國際娛樂股份有限公司,Batrax Entertainment,1,158,0.00%,"8,690","36,315","7,820,972"
71,中華民國,返校,2019/09/20,影一製作所股份有限公司,影一製作所股份有限公司##遊戲橘子數位科技股份有限公司##英屬維京群島商敦宜股份有限公司台灣分公司##樂到家國際娛樂股份有限公司##一條龍虎豹國際娛樂有限公司##財團法人臺中市影視發展基金會##高雄市電影館##美商華納兄弟（遠東）股份有限公司台灣分公司,4,861,-39.71%,"64,050","1,120,425","260,427,890"
72,日本,天氣之子,2019/09/12,車庫娛樂股份有限公司,"TOHO CO., LTD.",10,"2,889",105.92%,"238,245","690,111","165,243,800"
73,美國,仙戒奇緣,2019/08/16,可樂藝術文創股份有限公司,Gold Valley Films Inc.,1,327,133.57%,"16,350","6,537","1,360,565"
74,西班牙,痛苦與榮耀,2019/08/02,傳影互動股份有限公司,BATRAX ENTERTAINMENT B.V.,1,52,271.43%,"10,720","14,620","2,979,002"
75,美國,從前，有個好萊塢,2019/07/24,台北双喜電影發行股份有限公司,"Bona Film Investment Company (Pacific RIM, USA)",9,133,5.56%,"31,522","157,598","37,590,924"
76,南韓,寄生上流,2019/06/28,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,CJ ENM CO. LTD,15,863,-13.18%,"201,604","629,288","146,699,030"
77,義大利,上流世界,2019/04/19,海鵬影業有限公司,PATHE FILMS S.A.S.,1,3,0.00%,470,"3,203","699,547"
78,加拿大,哈柏太空之旅 3D,2019/02/04,國際電影事業有限公司,IMAX Corporation,1,9,900.00%,"1,290",587,"84,015"
79,加拿大,深海獵奇 3D,2019/02/03,國際電影事業有限公司,IMAX Corporation,1,0,0.00%,0,"1,189","147,889"
80,南韓,分秒幣爭,2018/11/30,華映娛樂股份有限公司,"CJ ENM CO., LTD",1,1,0.00%,100,"22,102","4,929,376"
81,法國,巴黎野玫瑰,2016/05/27,南強國際影視傳播有限公司,LE PETIT BUREAU,1,10,42.86%,"1,850","2,786","629,885"
82,義大利,新天堂樂園,2016/04/08,香港商甲上娛樂有限公司台灣分公司,CRISTAL DI FILM,1,2,-33.33%,560,862,"153,010"
83,義大利,海上鋼琴師,1998/01/01,海鵬影業有限公司,True Colours Glorious Films Srl,10,444,-50.72%,"96,750","16,862","3,820,958"
