序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,周票數變動率,銷售金額,累計銷售票數,累計銷售金額
1,美國,去年聖誕節,2019/12/06,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,93,"36,724",31.89%,"8,554,610","64,568","15,132,574"
2,日本,人間失格：太宰治與他的3個女人,2019/12/06,車庫娛樂股份有限公司,"ASMIK ACE, INC.",24,"4,043",22.74%,"927,230","7,337","1,698,287"
3,日本,特約經紀公司,2019/12/06,華映娛樂股份有限公司,"SHOCHIKU CO., LTD.",44,"2,558",-32.83%,"564,301","6,366","1,422,690"
4,中華民國,我的靈魂是愛做的,2019/12/06,即刻映像有限公司,即刻映像有限公司##海鵬影業有限公司,14,"1,819",-39.25%,"409,678","5,016","1,110,246"
5,中華民國,絕世情歌,2019/12/06,星泰國際娛樂股份有限公司,滿滿額娛樂股份有限公司##百聿數碼創意股份有限公司##萬利娛樂有限公司##特納廣播系統亞太公司,50,804,-52.48%,"172,235","2,496","539,344"
6,阿爾及利亞,女孩要革命,2019/12/06,光年映畫有限公司,Jour2Fête,8,300,-28.06%,"62,980",717,"148,895"
7,日本,一屍到底番外篇：好萊塢大作戰！,2019/12/06,車庫娛樂股份有限公司,NIKKATSU CORPORATION,14,242,-22.93%,"53,800",556,"128,423"
8,法國,抓狂博物館,2019/12/06,天馬行空數位有限公司,CHARADES,6,194,-3.48%,"39,800",395,"82,692"
9,美國,餓魔餐廳,2019/12/06,暗光鳥有限公司,DEVILWORKS LIMITED,4,56,-26.32%,"11,980",132,"28,500"
10,德國,呆萌特務,2019/12/06,木棉花國際股份有限公司,Telepool GmbH,31,"2,561",-29.57%,"568,299","6,197","1,385,565"
11,美國,花生醬獵鷹的願望,2019/12/06,采昌國際多媒體股份有限公司,FREEWAY ENTERTAINMENT KFT.,9,"1,033",1.18%,"220,210","2,054","443,278"
12,美國,野蠻遊戲：全面晉級,2019/12/04,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,98,"237,781",-23.85%,"55,871,160","550,015","130,291,828"
13,英國,《悲慘世界》25周年紀念演唱會,2019/12/01,威秀影城股份有限公司,Universal Pictures Visual Programming Limited,6,107,94.55%,"78,840",162,"118,760"
14,馬來西亞,夕霧花園,2019/11/29,香港商甲上娛樂有限公司台灣分公司,"CJ ENM CO.,LTD",26,"3,260",-49.89%,"732,181","15,648","3,547,155"
15,美國,暴走曼哈頓,2019/11/29,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",73,"2,521",-75.10%,"550,317","31,547","7,008,893"
16,美國,布魯克林孤兒,2019/11/29,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,81,"2,093",-71.83%,"474,521","20,364","4,590,199"
17,丹麥,懸案密碼前傳-瓶中信,2019/11/29,峻龍國際有限公司,"MultiVisionnaire , Inc",21,381,-80.44%,"81,570","5,162","1,124,749"
18,西班牙/德國/荷蘭,布紐爾 超現實人生,2019/11/29,佳映娛樂國際股份有限公司,LATIDO CONSORCIO DE EXPORTACION DEL CINE ESPANOL SL,2,108,-55.00%,"22,940",647,"140,610"
19,法國,寂寞診療室,2019/11/29,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,MK2 FILMS,3,44,-89.40%,"9,725",923,"196,195"
20,美國,鋒迴路轉,2019/11/28,車庫娛樂股份有限公司,LIONS GATE INTERNATIONAL (UK) LIMITED,62,"33,846",-31.19%,"7,860,067","131,905","30,509,667"
21,美國,賽道狂人,2019/11/26,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",97,"60,335",-31.95%,"14,595,190","250,875","61,481,628"
22,南韓,82年生的金智英,2019/11/22,車庫娛樂股份有限公司,"LOTTE CULTUREWORKS CO., LTD.",48,"20,809",-23.37%,"4,927,537","112,727","26,433,646"
23,日本,BanG Dream! FILM LIVE,2019/11/22,木棉花國際股份有限公司,Bushiroad Inc.,9,375,-53.18%,"87,347","9,367","2,243,708"
24,法國,許怨房,2019/11/22,采昌國際多媒體股份有限公司,ELLE DRIVER,6,92,-79.37%,"21,005","8,994","2,017,205"
25,英國,麂皮：永不滿足,2019/11/22,翻面映畫有限公司,White Light International Media Ltd,2,76,-50.65%,"18,120","1,561","360,465"
26,日本,麵包超人電影版：發光吧！冰淇淋王國的香草公主,2019/11/22,曼迪傳播有限公司,"TMS ENTERTAINMENT CO., LTD.",10,53,-56.56%,"12,644",963,"229,215"
27,美國,冰雪奇緣2,2019/11/21,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",99,"144,199",-39.58%,"33,450,896","1,250,906","296,607,729"
28,日本,為美好的世界獻上祝福！紅傳說,2019/11/15,向洋影業有限公司,株式会社KADOKAWA,10,"1,885",-43.85%,"472,594","41,225","10,371,180"
29,印度,萬萬沒想到,2019/11/15,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STAR INDIA PRIVATE LIMITED, Through its division, FOX STAR STUDIOS",18,"1,174",-60.98%,"260,418","47,415","10,770,606"
30,日本,HELLO WORLD,2019/11/15,車庫娛樂股份有限公司,"TOHO CO., LTD.",10,"1,073",-49.10%,"259,992","34,285","8,079,964"
31,美國,神機有毛病,2019/11/15,采昌國際多媒體股份有限公司,FILM & TV HOUSE LIMITED,8,66,-85.75%,"15,500","37,115","8,600,420"
32,中華民國,大餓,2019/11/15,一晌電影有限公司,一晌電影有限公司,3,54,-81.76%,"12,370","10,546","2,347,236"
33,英國,抱歉我們錯過你了,2019/11/15,捷傑有限公司,WHY NOT PRODUCTIONS,1,45,-59.09%,"9,600","2,786","584,082"
34,義大利,失竊神畫：卡拉瓦喬,2019/11/15,佳映娛樂國際股份有限公司,Rai Com S.p.A.,1,48,77.78%,"9,120",657,"128,705"
35,香港,催眠 . 裁決,2019/11/15,香港商甲上娛樂有限公司台灣分公司,大河影業揚州有限公司##完美威秀娛樂（香港）有限公司##美亞電影製作有限公司##星門娛樂有限公司##耳東影業(北京)有限公司##北京太平盛世文化傳播股份有限公司##北京盛世影隆文化傳播有限公司##北京潤德澤鑫投資基金管理有限公司 ##中映華夏（北京）文化傳媒有限公司,1,13,-76.36%,"2,935","11,949","2,750,684"
36,中華民國,那個我最親愛的陌生人,2019/11/12,張作驥電影工作室有限公司,張作驥電影工作室有限公司,2,106,-32.05%,"23,445","5,730","1,219,892"
37,美國,決戰中途島,2019/11/08,台北双喜電影發行股份有限公司,"BONA FILM INVESTMENT COMPANY (PACIFIC RIM, USA)",60,"3,977",-61.06%,"922,788","311,436","71,939,383"
38,美國,安眠醫生,2019/11/08,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,16,491,-74.56%,"117,300","122,540","29,386,994"
39,中華民國,樂園,2019/11/08,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,滿滿額娛樂股份有限公司##新世紀南向開發有限公司##神州娛樂股份有限公司##鳳凰藝能股份有限公司,1,4,-97.77%,800,"18,889","4,012,739"
40,日本,山田孝之的痛苦與榮耀,2019/11/08,水元素文化傳媒有限公司,SDP INC.,1,12,0.00%,600,735,"159,922"
41,中華民國,重甲機神：神降臨,2019/11/08,威視股份有限公司,乾坤一擊創意股份有限公司,1,2,-71.43%,460,"7,138","1,661,859"
42,美國,魔鬼終結者：黑暗宿命,2019/11/07,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",26,524,-83.11%,"125,366","373,632","87,586,714"
43,中華民國,陽光普照,2019/11/01,本地風光電影股份有限公司,本地風光電影股份有限公司##華文創股份有限公司##捌捌玖電影股份有限公司##鏡文學股份有限公司##聯聯看娛樂文化有限公司,44,"5,403",-55.52%,"1,289,046","106,084","25,134,945"
44,日本,紫羅蘭永恆花園外傳–永遠與自動手記人偶–,2019/11/01,采昌國際多媒體股份有限公司,"ABC ANIMATION, INC.",7,710,32.22%,"171,924","46,164","11,214,805"
45,中華民國,傻傻愛你，傻傻愛我,2019/11/01,華映娛樂股份有限公司,華映娛樂股份有限公司##講故事有限公司##中環國際娛樂事業股份有限公司##星泰國際娛樂股份有限公司##樂到家國際娛樂股份有限公司##艾迪昇傳播事業有限公司##滿滿額娛樂股份有限公司##天際娛樂股份有限公司##劇龍製作有限公司,3,151,196.08%,"30,850","42,056","9,440,587"
46,美國,阿達一族,2019/11/01,高雄市電影館,Park Circus Limited,3,27,-88.93%,"6,650","87,156","20,025,415"
47,美國,絕鯊47：猛鯊出籠,2019/11/01,車庫娛樂股份有限公司,GEM ENTERTAINMENT KFT.,1,3,0.00%,600,"26,426","5,827,260"
48,法國,狙擊獵殺: 救援行動,2019/10/25,亮點國際影業有限公司,Playtime,1,86,17.81%,"13,140","3,919","844,922"
49,中華民國,陪你很久很久,2019/10/25,威視股份有限公司,嘉揚電影有限公司##海寧鐵幕真文化傳媒有限公司##滿滿額娛樂股份有限公司##中環國際娛樂事業股份有限公司##貴金影業傳媒股份有限公司##思美傳媒股份有限公司##海寧夢生影視文化傳媒有限公司##北京喔沃娛樂文化傳媒有限公司##薩摩亞商羚邦亞洲有限公司台灣分公司Medialink (Asia) Limited Taiwan Branch,2,4,-91.67%,910,"56,580","12,927,341"
50,美國,雙子殺手,2019/10/23,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,3,176,-61.15%,"39,015","545,161","132,153,171"
51,中華民國,盲人律師,2019/10/18,春暉映像有限公司,牧風電影事業有限合夥,7,909,77.19%,"191,675","26,097","5,715,616"
52,美國,黑魔女2,2019/10/17,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",7,71,-81.12%,"16,430","581,350","137,115,981"
53,美國,藍波:最後一滴血,2019/10/09,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",11,"1,699",1149.26%,"136,485","122,544","27,408,021"
