序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,周票數變動率,銷售金額,累計銷售票數,累計銷售金額
35,日本,電影刀劍亂舞,2019/04/19,天馬行空數位有限公司,Marvelous Inc.,4,130,-87.96%,"30,400","13,432","3,280,141"
36,義大利,上流世界,2019/04/19,海鵬影業有限公司,PATHE FILMS S.A.S.,2,14,-79.41%,"2,905","3,197","698,627"
37,日本,原本以為只是手機掉了,2019/04/19,車庫娛樂股份有限公司,"TOKYO BROADCASTING SYSTEM TELEVISION, INC.",2,7,-95.07%,"1,540","8,397","1,889,531"
38,美國,哭泣的女人,2019/04/17,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,49,"2,053",-71.76%,"481,830","132,304","30,909,828"
39,法國,蒙特梭利小教室,2019/04/13,佳映娛樂國際股份有限公司,Wide House,2,221,"5,425.00%","46,730",741,"153,795"
40,法國,女王的柯基,2019/04/12,傳影互動股份有限公司,CHARADES SAS,28,821,-75.37%,"191,651","99,014","22,792,508"
41,中華民國,我們的青春，在台灣,2019/04/12,七日印象電影有限公司,七日印象電影有限公司,3,261,-63.03%,"61,275","13,817","3,100,059"
42,日本,十二個想死的少年,2019/04/12,中影股份有限公司,NIPPON TELEVISION NETWORK CORPORATION,2,292,-42.41%,"60,785","18,860","4,294,364"
43,美國,禁入墳場,2019/04/12,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,8,154,-76.67%,"35,033","92,776","21,301,167"
44,美國,真愛，再出發,2019/04/12,華聯國際影音股份有限公司,"VOLTAGE PICTURES, LLC",1,46,0.00%,"7,360","1,958","428,915"
45,中華民國,一念,2019/04/12,牽猴子整合行銷股份有限公司,舊視界文化藝術有限公司,1,7,-12.50%,"1,325","1,839","396,667"
46,南韓,沒有你的生日,2019/04/12,車庫娛樂股份有限公司,CONTENTS PANDA,2,4,-97.30%,780,"12,116","2,764,324"
47,美國,地獄怪客:血后的崛起,2019/04/11,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",7,25,-94.79%,"5,540","135,383","30,954,057"
48,美國,奇幻遊樂園,2019/04/04,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,5,290,104.23%,"48,960","50,933","11,441,742"
49,美國,小飛象,2019/03/29,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",24,"1,129",-49.93%,"245,736","366,310","85,182,948"
50,美國,失控危城,2019/03/29,英屬維京群島商高捷全球開發有限公司 台灣分公司,"Arclight Films International, Pty., Ltd.",9,722,-63.99%,"168,597","141,293","32,587,943"
51,英國,第十二夜,2019/03/29,威秀影城股份有限公司,Shakespeare’s Globe Trust,1,91,30.00%,"63,800",395,"266,200"
52,英國,威尼斯商人,2019/03/29,威秀影城股份有限公司,Shakespeare's Globe Trust,2,82,-55.91%,"56,040",388,"258,920"
53,美國,沙贊！,2019/03/29,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,9,55,-91.13%,"12,555","545,844","130,019,262"
54,美國,愛上觸不到的你,2019/03/29,采昌國際多媒體股份有限公司,CBS Films Inc.,4,49,-96.16%,"12,175","121,625","28,216,222"
55,法國,太陽之女,2019/03/29,亮點國際影業有限公司,ELLE DRIVER,1,65,116.67%,"9,930",604,"123,040"
56,中華民國,老大人,2019/03/22,威視股份有限公司,興揚電影有限公司##中環國際娛樂事業股份有限公司##(大陸)海寧鐵幕真文化傳媒有限公司##(大陸)喀什嘉映文化傳媒有限公司,1,36,-67.57%,"7,920","58,862","13,179,251"
57,美國,活個精彩,2019/03/15,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",5,775,140.68%,"55,225","28,533","6,300,684"
58,美國,情，敵,2019/03/15,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,4,278,17.30%,"31,720","7,803","1,668,516"
59,丹麥,厄夜追緝令,2019/03/15,鏡象電影製作有限公司,TRUSTNORDISK APS,3,142,12.70%,"19,250","9,089","1,983,107"
60,法國,苦兒流浪記,2019/03/15,香港商甲上娛樂有限公司台灣分公司,TF1 DROITS AUDIOVISUELS,2,94,-19.66%,"11,250","5,128","1,110,637"
61,美國,RBG：不恐龍大法官,2019/03/08,亮點國際影業有限公司,Magnolia Pictures LLC,1,75,0.00%,"16,500","5,163","1,111,048"
62,德國,無主之作,2019/03/08,車庫娛樂股份有限公司,BETA CINEMA GMBH,1,40,0.00%,"6,400","3,339","730,368"
63,美國,驚奇隊長,2019/03/06,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",10,361,-70.82%,"84,690","1,686,102","403,322,176"
64,美國,酷寒殺手,2019/02/27,海樂影業股份有限公司,STUDIOCANAL,9,"1,298",-32.43%,"105,535","113,772","24,953,563"
65,美國,密弑遊戲,2019/02/27,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,7,"1,009",92.19%,"75,090","97,079","21,933,077"
66,美國,為副不仁,2019/02/27,車庫娛樂股份有限公司,METRO-GOLDWYN-MAYER STUDIOS INC.,4,245,-38.29%,"16,120","28,353","6,201,401"
67,美國,法律女王,2019/02/27,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"Storyteller Distribution Co., LLC pursuant to its arrangements with Participant Media, LLC",2,78,-69.41%,"10,780","7,807","1,746,637"
68,南韓,雞不可失,2019/02/22,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,CJ ENM CO. LTD,1,90,429.41%,"20,700","505,253","116,723,892"
69,比利時,芭蕾少女夢,2019/02/22,鏡象電影製作有限公司,The Match Factory GmbH,3,40,0.00%,"8,510","2,749","590,835"
70,美國,梵谷：在永恆之門,2019/02/22,車庫娛樂股份有限公司,"WALK HOME PRODUCTIONS, LLC",2,97,-71.88%,"5,145","12,161","2,608,379"
71,加拿大,嬰魂不散,2019/02/22,海樂影業股份有限公司,SAVAGE PRODUCTION LTD,1,28,-54.10%,"3,920","27,455","6,299,695"
72,南韓,證人,2019/02/21,香港商甲上娛樂有限公司台灣分公司,"LOTTE CULTUREWORKS CO., LTD.",1,26,36.84%,"3,380","62,783","14,521,274"
73,美國,祝你忌日快樂,2019/02/14,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,6,413,61.96%,"49,550","129,494","29,690,065"
74,中華民國,一吻定情,2019/02/14,車庫娛樂股份有限公司,當樂娛樂股份有限公司,2,188,8.05%,"10,065","108,557","24,690,615"
75,美國,愛‧欺,2019/02/14,威視股份有限公司,EMBANKMENT FILMS LIMITED,1,32,-50.00%,"4,480","19,076","4,212,220"
76,美國,艾莉塔：戰鬥天使,2019/02/05,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,12,"3,202",22.26%,"243,660","1,100,769","276,594,281"
77,加拿大,哈柏太空之旅3D,2019/02/04,國際電影事業有限公司,IMAX Corporation,1,7,75.00%,960,402,"57,200"
78,加拿大,深海獵奇3D,2019/02/03,國際電影事業有限公司,IMAX Corporation,1,5,-16.67%,765,401,"52,332"
79,美國,愛‧滿人間,2019/02/01,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",2,132,-55.85%,"9,295","78,397","17,979,324"
80,美國,福爾摩濕與滑生,2019/02/01,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,1,32,-57.33%,"2,950","26,191","5,728,516"
81,美國,馴龍高手3,2019/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,9,"2,047",20.70%,"156,865","712,678","166,512,188"
82,美國,幸福綠皮書,2019/01/25,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"Storyteller Distribution Co., LLC pursuant to its arrangements with Participant Media, LLC",12,"1,725",0.00%,"146,260","184,506","42,967,217"
83,美國,真寵,2019/01/25,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,3,244,-36.46%,"25,270","45,233","10,104,705"
84,中華民國,寒單,2019/01/23,威視股份有限公司,想亮影藝股份有限公司##聚善美文創娛樂有限公司##奧瑪優勢傳媒娛樂行銷有限公司##如意休閒事業股份有限公司##彩虹塗裝有限公司##台北影業股份有限公司##北京中視星馳文化傳媒有限公司##深圳善為影業股份有限公司##廣州海盟佐佐文化傳播有限公司##東風沐電影工作室,3,69,-75.27%,"6,190","221,472","49,291,780"
85,日本,巧虎電影魔法島大冒險,2019/01/18,全民大劇團股份有限公司,法人倍樂生株式會社,8,202,57.81%,"50,372","39,374","9,324,174"
86,美國,異裂,2019/01/16,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",4,314,-41.20%,"22,955","397,133","92,199,651"
87,美國,蜘蛛人：新宇宙,2018/12/13,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,4,509,-58.00%,"32,985","200,250","45,625,906"
88,美國,水行俠,2018/12/12,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,2,338,-30.45%,"17,570","1,956,808","470,951,015"
89,美國,無敵破壞王2：網路大暴走,2018/11/29,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",1,24,-76.92%,"3,360","607,402","139,108,858"
90,中華民國,疾風魅影-黑貓中隊,2018/10/26,寬和影像事業有限公司,寬和影像事業有限公司,1,24,0.00%,"5,120","17,010","3,635,028"
91,美國,一個巨星的誕生,2018/10/09,美商華納兄弟(遠東)股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,1,48,0.00%,"9,120","703,661","164,429,267"
92,中國大陸,七月與安生,2018/03/23,香港商甲上娛樂有限公司台灣分公司,(大陸)極客影業（上海）有限公司 ##(大陸)嘉映影業有限公司##(大陸)霍爾果斯嘉美影業有限公司##(大陸)上海極客文化傳播有限公司##(大陸)上海尚世影業有限公司##(大陸)亞博思文化傳媒（北京）有限公司##(香港)我們製作有限公司##(香港)阿里巴巴影業集團有限公司##(香港)天恩娛樂有限公司,1,6,0.00%,880,"24,257","5,618,391"
93,美國,現代啟示錄,2017/12/11,傳影互動股份有限公司,(英國)STUDIOCANAL LTD.,2,172,0.00%,"39,220",222,"49,045"
94,美國,越戰獵鹿人,2017/11/06,傳影互動股份有限公司,(英國)STUDIOCANAL LTD,2,176,0.00%,"37,330",219,"45,735"
95,法國,馬克白,2016/03/25,傳影互動股份有限公司,STUDIOCANAL,2,132,60.98%,"91,200",401,"268,920"
