序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,周票數變動率,銷售金額,累計銷售票數,累計銷售金額
14,日本,這條路上:百年童謠的誕生,2019/05/31,亮點國際影業有限公司,CREi Inc,6,263,-50.38%,"52,365","1,623","336,101"
15,俄羅斯,文字慾,2019/05/31,佳映娛樂國際股份有限公司,Alpha Violet,5,196,226.67%,"39,140",318,"59,560"
16,芬蘭,意亂提琴手,2019/05/31,聯影企業股份有限公司,SUMMERSIDE MEDIA SRL.,4,181,-71.89%,"34,370","1,308","253,816"
17,義大利,結婚哪有那麼男,2019/05/31,東昊影業有限公司,TRUE COLOURS GLORIOUS FILMS srl,5,64,-82.02%,"13,420",788,"164,081"
18,愛爾蘭,奪命大夜班,2019/05/31,暗光鳥有限公司,ARCHSTONE DISTRIBUTION LLC,2,10,-95.10%,"2,310",446,"97,376"
19,美國,哥吉拉II怪獸之王,2019/05/29,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,99,"109,985",-68.55%,"25,948,693","985,421","241,007,596"
20,日本,CODEGEASS復活的魯路修,2019/05/29,香港商甲上娛樂有限公司台灣分公司,SUNRISE INC,8,"3,672",-58.04%,"916,413","23,877","5,947,082"
21,法國,莒哈絲的漫長等待,2019/05/25,佳映娛樂國際股份有限公司,TF1 DROITS AUDIOVISUELS,5,393,0.00%,"76,065",535,"100,305"
22,中華民國,五月天人生無限公司,2019/05/24,相信音樂國際股份有限公司,相信音樂國際股份有限公司##安樂電影公司(聯合出品),52,"10,169",-65.11%,"3,313,138","144,562","48,837,661"
23,南韓,完美搭檔,2019/05/24,采昌國際多媒體股份有限公司,ATRIUM PRODUCTIONS KFT.,9,528,-76.91%,"118,079","13,440","3,077,827"
24,法國,城市獵人,2019/05/24,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,SOFINERGIE CAPAC,7,220,-87.35%,"53,080","18,669","4,281,444"
25,法國,亨利先生的秘密,2019/05/24,原創娛樂股份有限公司,GAUMONT S.A.,4,242,-61.71%,"51,265","2,759","577,042"
26,英國,選情尬翻天,2019/05/24,英屬維京群島商高捷全球開發有限公司 台灣分公司,"Lions Gate International(UK), Limited.",2,214,-73.25%,"46,770","11,349","2,559,818"
27,德國,過境情謎,2019/05/24,佳映娛樂國際股份有限公司,THE MATCH FACTORY GmbH,5,220,0.00%,"41,575",329,"59,715"
28,印尼,鬼入鏡：靈之鬼跡,2019/05/24,水元素文化傳媒有限公司,Nikkatsu Corporation,2,41,-91.01%,"10,500","8,659","2,053,364"
29,中華民國,不滅之光,2019/05/24,春暉映像有限公司,臺北市鷺江學術文化協會,1,45,-59.09%,"10,020",768,"170,270"
30,日本,馬拉松武士,2019/05/24,天馬行空數位有限公司,GAGA Corporation,2,30,-82.56%,"6,265","1,712","366,438"
31,香港,非分熟女,2019/05/24,華映娛樂股份有限公司,英皇影業有限公司,2,22,-89.47%,"5,070","3,465","765,970"
32,美國,阿拉丁,2019/05/22,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",96,"156,024",-39.92%,"36,523,713","947,429","221,026,108"
33,中華民國,你的臉+光,2019/05/17,汯呄霖電影有限公司,汯呄霖電影有限公司##財團法人公共電視文化事業基金會,2,421,-70.25%,"88,375","6,668","1,360,960"
34,美國,狗狗的旅程,2019/05/17,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,4,110,-92.01%,"26,543","52,797","12,174,341"
35,美國,捍衛任務3：全面開戰,2019/05/15,威視股份有限公司,LIONS GATE INTERNATIONAL (UK) LIMITED,77,"11,559",-69.90%,"2,763,284","609,636","140,016,978"
36,日本,母親過世時，我想吃掉她的骨灰,2019/05/10,車庫娛樂股份有限公司,HAKUHODO DY MUSIC & PICTURES INC.,1,150,0.00%,"36,000","2,519","550,158"
37,瑞典,極地先鋒,2019/05/10,采昌國際多媒體股份有限公司,AB Svensk Filmindustri,1,120,0.00%,"28,800","1,975","425,551"
38,美國,名偵探皮卡丘,2019/05/09,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.##WARNER BROS. PICTURES INTERNATIONAL.,53,"3,659",-79.61%,"873,772","671,141","159,490,161"
39,美國,詐騙女神,2019/05/09,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,26,"1,588",-80.88%,"359,633","360,690","83,549,250"
40,美國,赤手登峰,2019/05/07,海鵬影業有限公司,Park Circus Limited,4,306,-54.33%,"66,610","5,935","1,286,580"
41,美國,大冒險家,2019/05/03,香港商甲上娛樂有限公司台灣分公司,SHANGRILA FILMS LLC,1,49,276.92%,"9,800","18,017","4,156,233"
42,埃及,逆著風的旅行,2019/05/03,海鵬影業有限公司,WILD BUNCH,1,39,0.00%,"8,190","1,769","375,566"
43,美國,柏林我愛你,2019/05/03,采昌國際多媒體股份有限公司,Atrium Productions Kft.,1,40,0.00%,"6,400","4,367","936,433"
44,中國大陸,平靜冬日,2019/04/29,春暉映像有限公司,芝麻影業有限公司,1,81,0.00%,"19,740","1,545","343,298"
45,義大利,幸福的拉札洛,2019/04/26,鏡象電影製作有限公司,The Match Factory GmbH,2,80,-69.92%,"17,060","7,178","1,549,663"
46,美國,復仇者聯盟:終局之戰,2019/04/24,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",43,"6,576",-64.12%,"1,666,189","3,443,004","898,725,679"
47,日本,電影刀劍亂舞,2019/04/19,天馬行空數位有限公司,Marvelous Inc.,1,170,0.00%,"37,400","13,602","3,317,541"
48,美國,牛津解密,2019/04/19,采昌國際多媒體股份有限公司,Freeway Entertainment Kft.,1,117,50.00%,"17,970","11,489","2,582,623"
49,美國,魔力女聲,2019/04/19,威視股份有限公司,ME TEEN SPIRIT LIMITED,2,134,0.00%,"7,235","7,377","1,690,116"
50,日本,原本以為只是手機掉了,2019/04/19,車庫娛樂股份有限公司,"TOKYO BROADCASTING SYSTEM TELEVISION, INC.",1,44,-50.00%,"6,600","8,567","1,915,851"
51,法國,蒙特梭利小教室,2019/04/13,佳映娛樂國際股份有限公司,Wide House,1,81,0.00%,"17,010",903,"187,005"
52,南韓,沒有你的生日,2019/04/12,車庫娛樂股份有限公司,CONTENTS PANDA,1,72,33.33%,"11,000","12,242","2,783,964"
53,俄羅斯,電競殺手,2019/04/12,鴻聯國際開發股份有限公司,Filmatico LLC.,1,4,-63.64%,520,"1,406","302,019"
54,美國,地獄怪客:血后的崛起,2019/04/11,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",7,656,470.43%,"66,860","136,154","31,032,627"
55,美國,侵密室友,2019/04/03,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"ANTON CAPITAL ENTERTAINMENT, S.C.A.",2,128,52.38%,"18,570","25,121","5,746,140"
56,法國,我的巴黎舅舅,2019/04/03,東昊影業有限公司,MK2 Films,1,82,-8.89%,"12,080","2,393","484,235"
57,美國,沙贊！,2019/03/29,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,11,"2,994",16.45%,"250,550","551,409","130,474,552"
58,美國,毀滅者,2019/03/29,車庫娛樂股份有限公司,ROCKET SCIENCE INDUSTRIES LTD.,2,297,-31.25%,"19,165","4,402","824,624"
59,美國,小飛象,2019/03/29,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",1,57,-24.00%,"5,700","366,717","85,257,138"
60,美國,我們,2019/03/22,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,10,"1,182",1047.57%,"96,810","270,614","62,913,831"
61,美國,庫爾斯克號:深海救援,2019/03/22,海樂影業股份有限公司,EuropaCorp,6,744,-44.89%,"61,550","70,079","15,186,504"
62,中華民國,老大人,2019/03/22,威視股份有限公司,興揚電影有限公司##中環國際娛樂事業股份有限公司##(大陸)海寧鐵幕真文化傳媒有限公司##(大陸)喀什嘉映文化傳媒有限公司,3,257,0.00%,"14,905","59,393","13,256,076"
63,印度,跳痛先生,2019/03/22,華映娛樂股份有限公司,"International Production Associates, Inc.",1,35,-65.35%,"2,720","13,330","2,912,527"
64,日本,假面飯店,2019/03/15,英屬維京群島商高捷全球開發有限公司 台灣分公司,"PONY CANYON, INC.",6,682,12.17%,"59,845","49,799","11,207,558"
65,美國,鬼裔,2019/03/15,車庫娛樂股份有限公司,METRO-GOLDWYN-MAYER STUDIOS INC.,2,152,-42.21%,"14,000","32,806","7,327,063"
66,丹麥,厄夜追緝令,2019/03/15,鏡象電影製作有限公司,TRUSTNORDISK APS,2,42,-60.38%,"5,820","9,450","2,034,407"
67,美國,情，敵,2019/03/15,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,1,43,-70.34%,"2,365","8,720","1,743,491"
68,泰國,限時好友,2019/03/08,威視股份有限公司,GDH 599 COMPANY LIMITED,3,398,-40.06%,"26,640","57,457","13,058,400"
69,美國,驚奇隊長,2019/03/06,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",1,110,-8.33%,"10,100","1,686,434","403,367,106"
70,美國,密弑遊戲,2019/02/27,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,1,154,-35.02%,"8,470","98,892","22,048,467"
71,美國,法律女王,2019/02/27,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"Storyteller Distribution Co., LLC pursuant to its arrangements with Participant Media, LLC",1,42,-73.42%,"3,240","8,393","1,793,707"
72,南韓,雞不可失,2019/02/22,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,CJ ENM CO. LTD,11,"2,319",-45.09%,"194,400","514,448","117,461,195"
73,南韓,證人,2019/02/21,香港商甲上娛樂有限公司台灣分公司,"LOTTE CULTUREWORKS CO., LTD.",3,536,-20.83%,"32,990","64,424","14,649,524"
74,美國,樂高玩電影2,2019/02/14,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,2,181,-32.96%,"15,020","41,908","9,603,145"
75,美國,愛‧欺,2019/02/14,威視股份有限公司,EMBANKMENT FILMS LIMITED,2,58,-70.10%,"6,450","19,577","4,272,420"
76,美國,祝你忌日快樂,2019/02/14,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,2,89,-72.62%,"4,680","131,036","29,789,520"
77,美國,艾莉塔：戰鬥天使,2019/02/05,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,3,370,-52.13%,"20,880","1,104,511","276,847,926"
78,加拿大,哈柏太空之旅3D,2019/02/04,國際電影事業有限公司,IMAX Corporation,1,5,150.00%,480,419,"59,450"
79,加拿大,深海獵奇3D,2019/02/03,國際電影事業有限公司,IMAX Corporation,1,4,-60.00%,575,427,"56,112"
80,美國,愛‧滿人間,2019/02/01,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",1,219,-51.66%,"22,660","79,954","18,135,124"
81,美國,馴龍高手3,2019/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,1,51,-89.84%,"2,550","715,423","166,704,288"
82,美國,真寵,2019/01/25,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,3,118,-59.17%,"9,160","46,436","10,193,205"
83,美國,幸福綠皮書,2019/01/25,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"Storyteller Distribution Co., LLC pursuant to its arrangements with Participant Media, LLC",1,29,-95.28%,"4,350","190,215","43,482,237"
84,日本,巧虎電影魔法島大冒險,2019/01/18,全民大劇團股份有限公司,法人倍樂生株式會社,9,109,2.83%,"26,150","39,847","9,438,501"
85,中國大陸,七月與安生,2018/03/23,香港商甲上娛樂有限公司台灣分公司,(大陸)極客影業（上海）有限公司 ##(大陸)嘉映影業有限公司##(大陸)霍爾果斯嘉美影業有限公司##(大陸)上海極客文化傳播有限公司##(大陸)上海尚世影業有限公司##(大陸)亞博思文化傳媒（北京）有限公司##(香港)我們製作有限公司##(香港)阿里巴巴影業集團有限公司##(香港)天恩娛樂有限公司,1,7,0.00%,"1,110","24,264","5,619,501"
86,美國,現代啟示錄,2017/12/11,傳影互動股份有限公司,(英國)STUDIOCANAL LTD.,1,49,-47.31%,"11,515",860,"192,575"
