序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,銷售金額,累計銷售票數,累計銷售金額
17,日本,我很好,2018/9/14,捷傑有限公司,KINO FILMS,10,239,"55,092",389,"91,092"
18,波蘭,B面人生,2018/9/14,可樂藝術文創股份有限公司,(法國) MOMENTO FILMS,5,261,"53,485",462,"96,215"
19,美國,利斧狂魔,2018/9/14,暗光鳥有限公司,MPI MEDIA GROUP,4,46,"10,360",108,"23,350"
20,中華民國,山的那一邊,2018/9/7,內容物數位電影製作有限公司,內容物數位電影製作有限公司##華映娛樂股份有限公司##滿滿額娛樂有限公司,29,"3,096","688,401","22,364","4,958,832"
21,美國,婚禮冤家,2018/9/7,香港商甲上娛樂有限公司台灣分公司,"JELLYFISH BLOOM INTERNATIONAL,LLC",41,"2,382","542,079","26,717","6,198,200"
22,南韓,北風,2018/9/7,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,CJ E&M CORPORATION,16,"1,405","325,686","9,665","2,215,351"
23,美國,笑畫人生,2018/9/7,傳影互動股份有限公司,FILMNATION INTERNATIONAL LLC,11,481,"102,440","3,427","741,117"
24,英國,葛飾北齋:畫狂老人,2018/9/7,威秀影城股份有限公司,THE BRITISH MUSEUM,5,241,"92,400",559,"216,384"
25,法國,與神同行的少年,2018/9/7,前景娛樂有限公司,LE PACTE,7,160,"35,722","1,085","233,815"
26,日本,我們的50次初吻,2018/9/7,車庫娛樂股份有限公司,NIPPON TELEVISION NETWORK CORPORATION,14,130,"32,370","3,023","678,150"
27,德國,愛情無論如何,2018/9/7,海鵬影業有限公司,GLOBAL SCREEN GMBH,5,151,"30,885","1,646","354,527"
28,法國,永遠的朋友：靈犬貝兒,2018/9/7,原創娛樂股份有限公司,GAUMONT S.A.,8,136,"30,185","1,809","404,329"
29,日本,喔！露西,2018/9/7,天馬行空數位有限公司,(法國)ELLE DRIVER,5,87,"17,620","1,115","234,170"
30,泰國,暹羅訣九神戰甲,2018/9/7,台北?喜電影發行股份有限公司,EXFORMAT FILMS,9,55,"12,570","2,708","607,956"
31,英國,屍控警戒,2018/9/7,暗光鳥有限公司,"(美國) EPIC PICTURES GROUP, INC.",3,53,"12,350",995,"230,010"
32,美國,男孩愛最大,2018/9/7,威視股份有限公司,(英國)WESTEND FILMS LTD,4,17,"3,840","1,186","268,144"
33,日本,虹色時光,2018/9/7,天馬行空數位有限公司,"SHOCHIKU CO., LTD.",2,10,"2,450",755,"171,794"
34,日本,青夏：戀上你的30日,2018/9/7,英屬維京群島商高捷全球開發有限公司 台灣分公司,"TOKYO BROADCASTING SYSTEM TELEVISION, INC.",2,4,"1,000",735,"162,943"
35,美國,鬼修女,2018/9/6,美商華納兄弟(遠東)股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,93,"48,630","11,385,699","445,624","105,453,264"
36,日本,銀魂2特別篇：世界奇妙銀魂醬,2018/9/1,車庫娛樂股份有限公司,AVEX PICTURES INC.,3,29,"6,700","2,047","476,046"
37,中華民國,粽邪,2018/8/31,華影國際影藝有限公司,緯來電視網股份有限公司##一起影業製作有限公司##華達星多媒體事業股份有限公司##志嘉建設股份有限公司##華影國際影藝有限公司##和合佰納媒體事業股份有限公司,81,"9,897","2,194,826","213,625","48,133,219"
38,中華民國,生生,2018/8/31,老灰狼影片製作有限公司,老灰狼影片製作有限公司,11,478,"100,210","8,091","1,774,713"
39,中華民國,引爆點,2018/8/31,牽猴子整合行銷股份有限公司,闊世電影股份有限公司##大清華傳媒股份有限公司##和利財務顧問股份有限公司##財團法人天來文化藝術基金會##高雄市電影館(高雄人)##松澤國際影業股份有限公司##十二果子有限公司##行式管理顧問股份有限公司,15,412,"91,595","30,088","6,769,316"
40,日本,HIDE：來春之約,2018/8/31,翻面映畫有限公司,KADOKAWA CORPORATION,2,100,"22,360","4,699","1,061,360"
41,中華民國,王牌教師麻辣出擊,2018/8/30,威視股份有限公司,奧瑪優勢傳媒娛樂行銷有限公司##弘熹娛樂有限公司##(香港)W INVESTMENT GROUP LIMITED,8,127,"28,685","16,970","3,801,297"
42,美國,瘋狂亞洲富豪,2018/8/24,美商華納兄弟(遠東)股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,72,"21,440","5,105,940","256,123","60,535,653"
43,香港,大師兄,2018/8/24,華映娛樂股份有限公司,(香港)星王朝有限公司##(香港)太陽娛樂文化有限公司##(香港)超級子彈影業有限公司##(大陸)北京博納影業有限公司##(大陸)耳東影業(北京)有限公司##(大陸)霍爾果斯環星影視傳媒有限公司##(大陸)上海博納文化傳媒有限公司,41,925,"200,910","141,912","31,434,784"
44,日本,銀魂2：規矩是為了被打破而存在的,2018/8/24,車庫娛樂股份有限公司,TV TOKYO CORPORATION,9,278,"65,025","26,890","6,362,953"
45,美國,殺戮元年,2018/8/24,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,10,106,"25,610","65,979","15,106,864"
46,法國,全面霾伏,2018/8/24,香港商甲上娛樂有限公司台灣分公司,TF1 DROITS AUDIOVISUELS,4,49,"10,925","35,304","8,201,522"
47,美國,闇黑之心,2018/8/24,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,4,51,"10,460","46,794","10,596,601"
48,丹麥,頂尖高手,2018/8/24,佳映娛樂國際股份有限公司,(比利時)AUTLOOK FILMSALES GMBH,2,38,"7,610","1,677","353,730"
49,中華民國,鬥魚,2018/8/17,星泰國際娛樂股份有限公司,多曼尼製作有限公司##星泰國際娛樂股份有限公司##旺旺中時媒體集團##宏璟建設股份有限公司##樂到家國際娛樂股份有限公司##香港商福斯傳媒有限公司台灣分公司##(大陸)霍爾果斯鑫岳影視傳媒有限公司##(大陸)霍爾果斯觀達影視文化傳播有限公司,19,696,"160,410","133,703","30,282,999"
50,日本,每天回家老婆都在裝死,2018/8/17,車庫娛樂股份有限公司,COLORBIRD INC.,9,572,"130,360","47,878","11,010,757"
51,中華民國,范保德,2018/8/17,鏡象電影製作有限公司,積木影像製作有限公司,4,490,"110,825","16,342","3,671,420"
52,日本,未來的未來,2018/8/17,傳影互動股份有限公司,NIPPON TELEVISION-STUDIO CHIZU LLP,4,227,"51,755","54,977","12,610,333"
53,英國,湯瑪士小火車：環遊世界大冒險,2018/8/17,香港商甲上娛樂有限公司台灣分公司,GULLANE (THOMAS) LIMITED,4,100,"21,080","11,311","2,666,777"
54,英國,老娘也要當間諜,2018/8/17,英屬維京群島商高捷全球開發有限公司 台灣分公司,LIONS GATE INTERNATIONAL (UK) LIMITED,1,48,"10,275","47,376","10,845,435"
55,美國,巨齒鯊,2018/8/10,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,41,"1,432","327,159","688,836","161,562,692"
56,日本,蠟筆小新電影功夫小子之拉麵大亂鬥！,2018/8/10,木棉花國際股份有限公司,ASATSU-DK INC.,4,56,"11,965","26,900","6,120,877"
57,南韓,與神同行：最終審判,2018/8/8,采昌國際多媒體股份有限公司,(匈牙利)FREEWAY ENTERTAINMENT KFT.,65,"10,427","2,467,182","1,999,287","477,538,484"
58,美國,怒火邊界2：毒刑者,2018/8/3,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,(英國)LIONS GATE INTERNATIONAL(UK) LIMITED,7,"1,005","76,380","24,742","5,312,281"
59,日本,道別的早晨就用約定之花點綴吧,2018/8/3,向洋影業有限公司,Hakuhodo DY music ＆ pictures Inc.,1,169,"42,906","16,185","3,978,914"
60,美國,摯友維尼,2018/8/3,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",1,35,"8,780","99,439","23,164,634"
61,美國,媽媽咪呀！回來了,2018/8/1,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,2,90,"21,220","107,805","24,816,448"
62,美國,超能救援,2018/7/27,威視股份有限公司,(英國)CONTENT MEDIA CORPORATION INTERNATIONAL LIMITED,3,422,"28,330","3,389","665,194"
63,美國,不可能的任務：全面瓦解,2018/7/25,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,39,"5,203","1,276,102","1,878,281","445,428,235"
64,泰國,把哥哥退貨可以嗎,2018/7/20,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,GDH 559 Company Limited,9,"1,353","96,515","40,650","8,936,290"
65,俄羅斯,神佈局,2018/7/20,星泰國際娛樂股份有限公司,(美國)FREEWAY ENTERTAINMENT KFT.,8,967,"77,825","19,690","3,981,279"
66,美國,震撼真相,2018/7/20,華聯國際影音股份有限公司,"VOLTAGE PICTURES, LLC",6,646,"58,540","5,021","919,584"
67,日本,孤狼之血,2018/7/20,可樂藝術文創股份有限公司,"TOEI COMPANY,LTD.",1,98,"14,280","2,275","498,008"
68,法國,一袋彈珠,2018/7/20,捷傑有限公司,GAUMONT S.A.,1,77,"11,790","3,651","760,405"
69,義大利,霧中的女孩,2018/7/20,車庫娛樂股份有限公司,(法國)STUDIOCANAL,2,72,"11,520","2,491","559,562"
70,南韓,揭密風暴,2018/7/20,華聯國際影音股份有限公司,M-LINE DISTRIBUTION,1,36,"5,760",523,"120,560"
71,美國,尖叫旅社3:怪獸假期,2018/7/19,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,7,260,"56,110","306,309","68,323,990"
72,美國,高年級姐妹會,2018/7/13,威視股份有限公司,(匈牙利)GEM ENTERTAINMENT KFT.,9,"1,009","95,670","17,867","3,867,352"
73,日本,小偷家族,2018/7/13,采昌國際多媒體股份有限公司,GAGA Corporation,1,314,"68,160","62,724","14,009,452"
74,中華民國,切小金家的旅館,2018/7/12,良人行影業有限公司,良人行影業有限公司##麥加芬電影製作有限公司##阿榮影業股份有限公司##香港商福斯傳媒有限公司臺灣分公司##威像電影有限公司##(大陸)華策影業（天津）有限公司,8,862,"68,390","88,654","19,634,311"
75,日本,名偵探柯南:零的執行人,2018/7/6,向洋影業有限公司,"TMS ENTERTAINMENT CO.,LTD.",5,460,"39,940","378,430","87,490,629"
76,美國,蟻人與黃蜂女,2018/7/4,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",2,159,"15,090","1,260,286","296,127,544"
77,美國,超人特攻隊2,2018/6/27,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",5,237,"52,510","1,136,720","259,517,777"
78,美國,跟著IKEA衣櫥去旅行,2018/6/22,香港商甲上娛樂有限公司台灣分公司,(法國)TF1 DROITS AUDIOVISUELS,6,912,"84,455","24,728","5,275,280"
79,美國,貼背戰,2018/6/22,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,4,286,"29,460","144,823","32,677,541"
80,南韓,信徒,2018/6/22,車庫娛樂股份有限公司,CONTENTS PANDA,1,95,"13,860","5,406","1,180,401"
81,美國,宿怨,2018/6/15,傳影互動股份有限公司,A24 INTERNATIONAL LLC,3,259,"23,890","114,656","26,424,140"
82,中華民國,看不見的台灣,2018/6/15,牽猴子整合行銷股份有限公司,影市堂股份有限公司,2,70,"6,165","10,915","2,303,052"
83,美國,瞞天過海:八面玲瓏,2018/6/14,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,11,"1,649","142,705","616,231","142,445,221"
84,美國,侏羅紀世界:殞落國度,2018/6/6,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,10,"1,691","121,020","2,552,292","621,524,214"
85,美國,真愛收信中,2018/6/1,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,(法國)STUDIOCANAL SAS,1,70,"10,160","7,572","1,389,940"
86,美國,星際大戰外傳:韓索羅,2018/5/23,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",1,69,"10,510","125,499","29,593,917"
87,美國,姐就是美！,2018/5/21,華聯國際影音股份有限公司,"VOLTAGE PICTURES, LLC",2,114,"10,650","54,782","12,262,725"
88,美國,真心話大冒險,2018/5/11,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,1,33,"3,300","222,624","50,168,372"
89,美國,復仇者聯盟：無限之戰,2018/4/25,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",3,279,"19,400","2,596,543","641,757,415"
90,美國,極盜戰,2018/3/16,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",1,28,"2,700","104,891","23,129,424"
91,美國,奇蹟男孩,2017/12/1,香港商甲上娛樂有限公司台灣分公司,LIONS GATE INTERNATIONAL(UK) LIMITED,1,100,"21,000","274,478","61,207,718"
92,美國,大河戀：4K數位修復版,2017/11/10,可樂藝術文創股份有限公司,(法國)PATHE FILMS S.A.S.,1,5,980,"1,396","287,110"
93,南韓,REAL,2017/8/4,車庫娛樂股份有限公司,(匈牙利)GEM ENTERTAINMENT KFT.,1,31,"6,820","23,376","5,164,978"
94,日本,少女與戰車劇場版,2016/5/13,睿客新創有限公司,HAKUHODO DY MUSIC & PICTURES INC.,5,757,"343,575","30,856","14,213,918"
95,美國,私刑教育2,2014/10/24,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,80,"15,367","3,543,816","293,856","68,090,561"
