序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,周票數變動率,銷售金額,累計銷售票數,累計銷售金額
18,紐西蘭,完全邪惡指南,2019/08/02,暗光鳥有限公司,ARCHSTONE DISTRIBUTION LLC,1,1,100.00%,210,293,"64,429"
19,美國,玩命關頭:特別行動,2019/07/31,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,99,"34,335",-12.70%,"8,172,858","1,455,628","348,691,329"
20,日本,電影哆啦A夢：大雄的月球探測記,2019/07/26,車庫娛樂股份有限公司,"TOHO CO., LTD.",65,"1,240",20.39%,"271,405","79,513","17,886,438"
21,美國,人生消極掰,2019/07/26,采昌國際多媒體股份有限公司,GEM Entertainment Kft.,22,451,-1.74%,"99,615","28,657","6,635,502"
22,美國,駭客任務,2019/07/26,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,8,101,32.89%,"22,615","12,198","2,887,212"
23,南韓,鬼學怨,2019/07/26,威視股份有限公司,"CJ ENM CO., LTD.",10,58,65.71%,"12,090","18,761","4,313,494"
24,日本,漫長的告別,2019/07/26,天馬行空數位有限公司,"ASMIK ACE, INC.",2,48,11.63%,"10,140","4,129","863,956"
25,以色列,出走巴黎,2019/07/26,海鵬影業有限公司,SBS Distribution,2,42,100.00%,"9,240","3,170","663,226"
26,美國,從前，有個好萊塢,2019/07/24,台北双喜電影發行股份有限公司,"Bona Film Investment Company (Pacific RIM, USA)",67,"1,355",-4.38%,"330,035","136,577","32,967,569"
27,美國,電流大戰,2019/07/19,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Lantern Entertainment LLC,30,338,-13.11%,"78,300","94,791","21,868,200"
28,荷蘭,首席指揮家,2019/07/19,海鵬影業有限公司,Incredible Film BV,5,67,13.56%,"12,790","6,204","1,292,170"
29,德國,瑪雅蜜蜂大冒險：蜜糖危機,2019/07/19,捷傑有限公司,Studio 100 Film GmbH,9,27,50.00%,"5,965","2,173","493,224"
30,日本,城市獵人劇場版 新宿Private Eyes,2019/07/19,木棉花國際股份有限公司,Aniplex Inc.,1,3,-57.14%,720,"7,190","1,782,403"
31,美國,獅子王,2019/07/17,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",97,"8,149",5.42%,"1,848,373","1,194,760","287,445,411"
32,中華民國,灼人秘密,2019/07/16,岸上影像有限公司,"岸上影像有限公司,禾豐九路娛樂有限公司,爵士電影製作公司 JAZZY PICTURES (M) SDN. BHD.",8,124,-22.50%,"29,215","30,480","7,080,189"
33,美國,鱷魔,2019/07/12,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,11,26,-21.21%,"6,150","124,301","28,320,444"
34,美國,仲夏魘,2019/07/12,車庫娛樂股份有限公司,"A24 INTERNATIONAL, LLC",2,19,5.56%,"4,320","10,932","2,449,440"
35,日本,王者天下,2019/07/11,傳影互動股份有限公司,Columbia Pictures Industries Inc,3,32,6.67%,"7,400","21,766","5,028,752"
36,香港,掃毒2 天地對決,2019/07/05,華映娛樂股份有限公司,寰宇娛樂有限公司##廣東昇格傳媒股份有限公司##銀都機構有限公司##映藝娛樂有限公司##太陽娛樂文化有限公司##北京合瑞影業文化有限公司,8,51,13.33%,"11,690","175,732","40,271,518"
37,義大利,米開朗基羅：無盡之詩,2019/07/05,海鵬影業有限公司,TRUE COLOURS glorious S.r.l.,1,7,-22.22%,"1,755","6,984","1,446,221"
38,日本,名偵探柯南：紺青之拳,2019/07/03,向洋影業有限公司,株式会社トムス・エンタテインメント,55,"1,300",6.73%,"304,085","445,141","102,913,421"
39,日本,阿嬤，不要忘記我,2019/07/03,水元素文化傳媒有限公司,Broadmedia Studios Corporation,1,2,0.00%,200,"2,924","607,827"
40,美國,蜘蛛人：離家日,2019/07/02,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,69,"1,133",-2.41%,"267,265","1,574,934","376,297,369"
41,南韓,寄生上流,2019/06/28,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,CJ ENM CO. LTD,52,"2,676",7.86%,"626,960","582,936","136,995,833"
42,中華民國,如常,2019/06/28,星泰國際娛樂股份有限公司,財團法人中華民國佛教慈濟慈善事業基金會,3,63,0.00%,"12,600","40,224","8,679,188"
43,德國,大叔好神騎,2019/06/28,可樂藝術文創股份有限公司,Beta Cinema GmbH,3,26,-7.14%,"2,820",836,"159,155"
44,香港,九龍不敗,2019/06/25,華映娛樂股份有限公司,天馬電影出品(香港)有限公司##天馬影聯影視文化(北京)有限公司##大名娛樂有限公司,5,61,-10.29%,"5,795","6,949","1,444,532"
45,美國,安娜貝爾回家囉,2019/06/25,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,1,4,-33.33%,810,"358,039","83,820,961"
46,加拿大,金錢性騙局,2019/06/21,佳映娛樂國際股份有限公司,Seville International,3,70,2.94%,"7,530","1,293","221,088"
47,法國,別問我是誰,2019/06/21,天馬行空數位有限公司,Playtime,2,26,-7.14%,"3,780","4,106","859,365"
48,美國,玩具總動員 4,2019/06/20,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",46,994,12.44%,"226,035","1,323,418","308,479,719"
49,丹麥,懸案密碼-第64號,2019/06/14,峻龍國際有限公司,"MultiVisionnaire , Inc",3,49,32.43%,"6,160","19,846","4,433,228"
50,美國,帕爾曼的音樂遍歷,2019/06/14,翻面映畫有限公司,"ROCO Films International, LLC",1,2,0.00%,590,"13,108","3,019,823"
51,香港,追龍II：賊王,2019/06/12,華映娛樂股份有限公司,霍爾果斯環星影視傳媒有限公司##上海杠杠影視文化有限公司##銀都機構有限公司##耳東文化（北京）有限公司##太陽娛樂文化有限公司##海墨文化傳媒股份有限公司##萬達影視傳媒有限公司##上海復逸文化傳播有限公司##電視廣播有限公司##上海新文化影業有限公司 ##阿里巴巴影業（北京）有限公司##北京博納影業集團有限公司##星王朝有限公司##浙江博納影視製作有限公司##博納影視娛樂有限公司,5,74,10.45%,"7,630","54,124","11,761,043"
52,美國,MIB星際戰警：跨國行動,2019/06/12,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,1,22,22.22%,"2,200","398,913","93,856,145"
53,美國,X戰警：黑鳳凰,2019/06/06,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,6,269,-4.27%,"17,195","444,330","104,922,072"
54,中華民國,亡命之途,2019/06/06,威視股份有限公司,想映電影有限公司##有限会社四面楚歌,2,16,-23.81%,"1,070","7,657","1,612,662"
55,中華民國,出發,2019/05/31,牽猴子整合行銷股份有限公司,相知國際股份有限公司,1,133,0.00%,"23,940","68,627","15,282,001"
56,美國,紅色密令,2019/05/31,采昌國際多媒體股份有限公司,EMBANKMENT FILMS LIMITED,2,39,-23.53%,"2,465","6,475","1,222,425"
57,英國,選情尬翻天,2019/05/24,英屬維京群島商高捷全球開發有限公司 台灣分公司,"Lions Gate International(UK), Limited.",2,50,2.04%,"5,020","14,584","2,865,878"
58,香港,非分熟女,2019/05/24,華映娛樂股份有限公司,英皇影業有限公司,1,22,-4.35%,"1,760","3,679","782,690"
59,日本,馬拉松武士,2019/05/24,天馬行空數位有限公司,GAGA Corporation,2,12,20.00%,"1,700","1,823","381,163"
60,法國,城市獵人,2019/05/24,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,SOFINERGIE CAPAC,1,10,0.00%,"1,500","20,799","4,456,409"
61,美國,阿拉丁,2019/05/22,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",10,150,-0.66%,"35,880","1,234,339","288,974,007"
62,瑞典,極地先鋒,2019/05/10,采昌國際多媒體股份有限公司,AB Svensk Filmindustri,3,52,13.04%,"2,990","3,776","586,451"
63,美國,詐騙女神,2019/05/09,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,9,313,1.95%,"23,365","367,844","84,147,763"
64,美國,名偵探皮卡丘,2019/05/09,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.##WARNER BROS. PICTURES INTERNATIONAL.,8,226,-2.59%,"21,020","683,356","160,671,186"
65,南韓,親愛的仇人,2019/05/04,可樂藝術文創股份有限公司,M-Line Distribution,1,15,-16.67%,"1,240","2,500","470,190"
66,香港,淪落人,2019/04/19,香港商甲上娛樂有限公司台灣分公司,無際電影製作有限公司 No Ceiling Film Production Limited,2,39,11.43%,"2,585","15,089","3,195,650"
67,法國,女王的柯基,2019/04/12,傳影互動股份有限公司,CHARADES SAS,3,43,-17.31%,"2,775","104,704","23,193,333"
68,美國,禁入墳場,2019/04/12,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,1,7,16.67%,980,"94,445","21,436,737"
69,美國,奇幻遊樂園,2019/04/04,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,1,14,16.67%,"1,400","53,064","11,585,892"
70,美國,小飛象,2019/03/29,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",3,61,117.86%,"3,950","379,945","86,323,398"
71,美國,驚奇隊長,2019/03/06,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",1,12,100.00%,600,"1,699,287","404,385,751"
72,加拿大,哈柏太空之旅 3D,2019/02/04,國際電影事業有限公司,IMAX Corporation,1,0,0.00%,0,485,"69,140"
