序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額
18,美國,變身特務,2020/01/22,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",98,"19,659",-74.75%,"4,453,321","167,411","38,275,464"
19,美國,深海終劫站,2020/01/22,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",93,"19,140",-74.90%,"4,338,303","167,027","38,176,037"
20,美國,她們,2020/01/22,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,49,"15,665",-46.80%,"3,712,979","67,126","15,964,740"
21,美國,不完美的正義,2020/01/17,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,53,"1,487",-83.48%,"343,917","46,147","10,654,283"
22,日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,17,"1,087",-71.68%,"250,671","16,283","3,847,246"
23,丹麥,在黑暗中漫舞：20週年數位修復版,2020/01/17,光年映畫有限公司,TRUSTNORDISK APS,8,320,-49.84%,"73,460","4,339","958,986"
24,瑞典,然後我們跳了舞,2020/01/17,海鵬影業有限公司,TOTEM FILMS SAS,5,142,-67.05%,"31,225","2,160","457,255"
25,南韓,青春催落去,2020/01/17,車庫娛樂股份有限公司,CONTENTS PANDA,2,23,-83.21%,"5,400","5,027","1,124,700"
26,美國,絕地戰警FOR LIFE,2020/01/16,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,98,"37,091",-73.99%,"8,773,439","543,236","129,956,225"
27,中華民國,台北物語2-獲利者,2020/01/16,丰采公關行銷有限公司,丰采公關行銷有限公司##健友國際企業有限公司,1,63,152.00%,"14,040","1,330","305,165"
28,加拿大,哥哥戀愛了，我怎麼辦!?,2020/01/15,亮點國際影業有限公司,Seville Pictures Inc,1,3,-94.44%,630,608,"127,705"
29,美國,重磅腥聞,2020/01/10,車庫娛樂股份有限公司,LIONS GATE INTERNATIONAL (UK) LIMITED,20,364,-75.07%,"81,926","49,725","11,582,593"
30,日本,魯邦三世 THE FIRST,2020/01/10,向洋影業有限公司,株式会社トムス・エンタテインメント,1,51,-64.08%,"12,230","13,337","2,986,230"
31,日本,動畫電影版 我想吃掉你的胰臟,2020/01/10,車庫娛樂股份有限公司,ANIPLEX INC.,1,13,-75.93%,"3,400","4,174","1,009,066"
32,美國,惡靈20,2020/01/10,華映娛樂股份有限公司,Hyde Park Entertainment LLC,1,2,-93.94%,380,"4,823","1,091,478"
33,美國,兔嘲男孩,2020/01/03,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",29,"1,940",-58.41%,"452,228","86,374","20,250,674"
34,印度,真愛裁會贏,2020/01/03,水元素文化傳媒有限公司,YASH RAJ FILMS PRIVATE LIMITED,2,20,-92.00%,"4,140","5,972","1,260,791"
35,中華民國,你的情歌,2020/01/02,香港商甲上娛樂有限公司台灣分公司,奇想事企業有限公司##能率影業股份有限公司##香港商甲上娛樂有限公司台灣分公司 ##采昌國際多媒體股份有限公司  ##英屬維京群島商敦宜股份有限公司台灣分公司,67,"17,141",-42.12%,"3,994,406","61,590","14,470,784"
36,英國,國王與我,2020/01/01,威秀影城股份有限公司,Trafalgar Releasing Limited,2,47,0.00%,"34,640",218,"156,760"
37,美國,倒數計死,2019/12/27,采昌國際多媒體股份有限公司,"STX Productions, LLC",6,271,-74.53%,"56,660","72,602","16,586,141"
38,中國大陸,吹哨人,2019/12/27,內容物數位電影製作有限公司,華文映像（北京）影業有限公司##珠海市洲際金瑪文化有限公司##北京和禾和文化傳媒有限責任公司##浙江火麥影視傳媒有限公司##中英電影文化基金有限公司##天津貓眼微影文化傳媒有限公司##溫和巨人媒體集團##天津十間影視傳媒有限公司##騰訊影業文化傳播有限公司##完美威秀娛樂（香港）有限公司 ##安樂影片有限公司##北京佳文映畫文化傳媒有限責任公司##墨客行影業(北京)有限公司##耳東文化（北京）有限公司,1,24,0.00%,"3,840","2,182","471,101"
39,法國,潛艦追緝,2019/12/27,鴻聯國際開發股份有限公司,PATHE FILMS S.A.S,1,24,26.32%,"3,120","9,679","2,125,577"
40,美國,霹靂嬌娃,2019/12/27,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,3,8,-96.61%,"1,770","124,727","28,535,409"
41,南韓,白頭山：半島浩劫,2019/12/24,車庫娛樂股份有限公司,"CJ ENM CO., LTD.",38,"2,186",-84.56%,"521,736","497,817","115,633,055"
42,法國,燃燒女子的畫像,2019/12/20,東昊影業有限公司,MK2 Films,6,432,-28.48%,"94,940","14,204","3,134,923"
43,香港,葉問4：完結篇,2019/12/19,華映娛樂股份有限公司,東方影業出品有限公司,40,"1,011",-85.90%,"244,762","806,294","185,081,448"
44,美國,STAR WARS : 天行者的崛起,2019/12/18,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",2,46,-84.72%,"12,275","324,331","82,150,239"
45,中華民國,黑熊來了,2019/12/13,牽猴子整合行銷股份有限公司,大麥影像傳播工作室,7,157,-74.26%,"36,460","51,427","11,725,230"
46,美國,大說謊家,2019/12/13,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,4,357,0.00%,"23,790","35,291","8,000,270"
47,南韓,黑計畫,2019/12/13,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Contents Panda,2,118,0.00%,"8,800","4,636","1,038,915"
48,法國,巴黎小情聖,2019/12/13,鴻聯國際開發股份有限公司,Gaumont,1,2,-86.67%,400,985,"202,860"
49,英國,給我一個參選的理由,2019/12/11,威秀影城股份有限公司,The Royal National Theatre,1,70,0.00%,"44,500",303,"193,580"
50,英國,茱蒂,2019/12/10,采昌國際多媒體股份有限公司,"PATHE FUND LIMITED, acting through its division PATHE INTERNATIONAL",12,260,45.25%,"61,804","11,020","2,431,287"
51,日本,特約經紀公司,2019/12/06,華映娛樂股份有限公司,"SHOCHIKU CO., LTD.",1,38,46.15%,"5,780","7,174","1,600,880"
52,美國,野蠻遊戲：全面晉級,2019/12/04,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,12,357,-85.89%,"89,470","806,110","190,009,570"
53,英國,哈利路亞！,2019/12/04,威秀影城股份有限公司,The Royal National Theatre,2,58,0.00%,"35,800",248,"155,440"
54,英國,茱莉小姐,2019/12/04,威秀影城股份有限公司,The Royal National Theatre,3,29,-62.34%,"19,800",289,"188,060"
55,美國,暴走曼哈頓,2019/11/29,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",5,254,-18.85%,"28,760","32,511","7,130,448"
56,美國,布魯克林孤兒,2019/11/29,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,4,255,40.88%,"25,255","21,312","4,722,709"
57,丹麥,懸案密碼前傳-瓶中信,2019/11/29,峻龍國際有限公司,"MultiVisionnaire , Inc",1,32,68.42%,"5,120","5,438","1,170,589"
58,美國,鋒迴路轉,2019/11/28,車庫娛樂股份有限公司,LIONS GATE INTERNATIONAL (UK) LIMITED,1,8,-94.16%,"1,730","165,790","38,494,724"
59,美國,賽道狂人,2019/11/26,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",4,62,-82.08%,"15,425","314,157","77,347,893"
60,南韓,82年生的金智英,2019/11/22,車庫娛樂股份有限公司,"LOTTE CULTUREWORKS CO., LTD.",1,2,-60.00%,510,"138,398","32,474,962"
61,美國,冰雪奇緣2,2019/11/21,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",23,848,-78.97%,"199,754","1,449,532","343,420,673"
62,印度,萬萬沒想到,2019/11/15,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STAR INDIA PRIVATE LIMITED, Through its division, FOX STAR STUDIOS",7,660,185.71%,"46,535","48,874","10,960,439"
63,美國,決戰中途島,2019/11/08,台北双喜電影發行股份有限公司,"BONA FILM INVESTMENT COMPANY (PACIFIC RIM, USA)",9,"1,512",-24.44%,"134,270","317,984","72,803,561"
64,美國,安眠醫生,2019/11/08,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,5,422,-24.51%,"46,660","125,235","29,625,149"
65,美國,救火奶爸,2019/11/08,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,7,537,20.95%,"44,905","20,655","4,547,982"
66,美國,魔鬼終結者：黑暗宿命,2019/11/07,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",9,921,-64.40%,"74,075","379,296","88,102,704"
67,美國,絕鯊47：猛鯊出籠,2019/11/01,車庫娛樂股份有限公司,GEM ENTERTAINMENT KFT.,5,413,0.00%,"31,330","26,839","5,858,590"
68,美國,阿達一族,2019/11/01,美商美國環球影片股份有限公司台灣分公司,Park Circus Limited,2,161,-74.40%,"11,690","89,368","20,199,885"
69,中華民國,傻傻愛你，傻傻愛我,2019/11/01,華映娛樂股份有限公司,華映娛樂股份有限公司##講故事有限公司##中環國際娛樂事業股份有限公司##星泰國際娛樂股份有限公司##樂到家國際娛樂股份有限公司##艾迪昇傳播事業有限公司##滿滿額娛樂股份有限公司##天際娛樂股份有限公司##劇龍製作有限公司,1,12,-77.78%,"1,680","42,296","9,477,447"
70,美國,雙子殺手,2019/10/23,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,3,477,-47.47%,"27,610","552,660","132,765,426"
71,中華民國,盲人律師,2019/10/18,春暉映像有限公司,牧風電影事業有限合夥,2,42,600.00%,"11,010","28,385","6,215,086"
72,日本,七個會議,2019/10/18,鴻聯國際開發股份有限公司,"Tokyo Broadcasting System Television, Inc.",1,24,0.00%,"3,840","5,183","1,131,362"
73,南韓,加油吧 ! 李先生,2019/10/18,車庫娛樂股份有限公司,CONTENTS PANDA,1,16,-77.14%,"2,240","3,360","741,987"
74,美國,黑魔女2,2019/10/17,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",8,"1,027",-41.98%,"91,435","589,257","137,737,736"
75,中華民國,江湖無難事,2019/10/09,鹿路電影有限公司,上海愛美影視文化傳媒有限公司##滿滿額娛樂股份有限公司##華映娛樂股份有限公司##內容物數位電影製作有限公司##高雄人##鹿路電影有限公司##發條映画有限公司##百聿數碼創意股份有限公司,1,25,0.00%,"2,420","42,566","9,225,468"
76,美國,小丑,2019/10/03,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,18,532,254.67%,"133,765","1,389,255","331,325,515"
77,美國,囧媽的極地任務,2019/09/27,車庫娛樂股份有限公司,METRO-GOLDWYN-MAYER STUDIOS INC.,2,108,-64.00%,"5,745","11,904","2,408,421"
78,英國,無間行動,2019/09/27,星泰國際娛樂股份有限公司,Batrax Entertainment,1,54,-65.82%,"2,970","36,369","7,823,942"
79,日本,信用詐欺師JP,2019/09/27,傳影互動股份有限公司,PONY CANYON INC,1,19,-67.24%,"2,660","15,573","3,560,507"
80,中華民國,返校,2019/09/20,影一製作所股份有限公司,影一製作所股份有限公司##遊戲橘子數位科技股份有限公司##英屬維京群島商敦宜股份有限公司台灣分公司##樂到家國際娛樂股份有限公司##一條龍虎豹國際娛樂有限公司##財團法人臺中市影視發展基金會##高雄市電影館##美商華納兄弟（遠東）股份有限公司台灣分公司,3,246,-71.43%,"14,190","1,120,671","260,442,080"
81,日本,殺手餐廳,2019/09/20,天馬行空數位有限公司,Nippon Television Network Corporation,1,4,0.00%,"1,020","5,021","1,194,513"
82,日本,天氣之子,2019/09/12,車庫娛樂股份有限公司,"TOHO CO., LTD.",10,"1,365",-52.75%,"108,765","691,476","165,352,565"
83,日本,普羅米亞,2019/08/16,中影股份有限公司,東寶株式會社,1,112,0.00%,"26,880","76,335","21,170,540"
84,美國,仙戒奇緣,2019/08/16,可樂藝術文創股份有限公司,Gold Valley Films Inc.,1,98,-70.03%,"4,900","6,635","1,365,465"
85,西班牙,痛苦與榮耀,2019/08/02,傳影互動股份有限公司,BATRAX ENTERTAINMENT B.V.,1,30,-42.31%,"6,120","14,650","2,985,122"
86,美國,從前，有個好萊塢,2019/07/24,台北双喜電影發行股份有限公司,"Bona Film Investment Company (Pacific RIM, USA)",12,128,-3.76%,"30,807","157,726","37,621,731"
87,南韓,寄生上流,2019/06/28,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,CJ ENM CO. LTD,19,657,-23.87%,"158,398","629,945","146,857,428"
88,西班牙,騙局,2019/03/22,海鵬影業有限公司,Latido Consorcio De Exportacion Del Cine Espanol SL,1,2,0.00%,250,"6,403","1,429,688"
89,加拿大,哈柏太空之旅 3D,2019/02/04,國際電影事業有限公司,IMAX Corporation,1,2,-77.78%,660,589,"84,675"
90,加拿大,深海獵奇 3D,2019/02/03,國際電影事業有限公司,IMAX Corporation,1,0,0.00%,0,"1,189","147,889"
91,法國,巴黎交易員,2017/05/12,海鵬影業有限公司,LE PACTE,1,3,0.00%,440,"3,972","899,445"
92,法國,巴黎野玫瑰,2016/05/27,南強國際影視傳播有限公司,LE PETIT BUREAU,1,1,-90.00%,150,"2,787","630,035"
93,義大利,海上鋼琴師,1998/01/01,海鵬影業有限公司,True Colours Glorious Films Srl,4,157,-64.64%,"34,930","17,019","3,855,888"
